year,province,cas_number,substance,tot_air_tonnes,facility_count
2019,NL,NA - 19,Hexavalent chromium (and its compounds),6.97e-05,1
2019,NL,NA - 22,Phosphorus (total),0.77,3
2019,NL,NA - 37,Thallium (and its compounds),0.179,1
2019,NL,NA - 40,Vanadium (and its compounds),1.327,2
2019,NL,NA - D/F,Dioxins and furans - total,9.9e-08,3
2019,NL,NA - M08,Total particulate matter,23875.5656,16
2019,NL,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,7021.26594,30
2019,NL,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,1794.45329,34
2019,NL,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),3.92,1
2019,NL,NA - M16,Volatile Organic Compounds (VOCs),3556.165947,17
2019,NL,NA - P/H,"PAHs, total unspeciated",0.186366,3
2019,NS,100-41-4,Ethylbenzene,8.8,2
2019,NS,100-42-5,Styrene,23.267,3
2019,NS,107-02-8,Acrolein,1.35,1
2019,NS,108-10-1,Methyl isobutyl ketone,5.85,2
2019,NS,108-88-3,Toluene,4.4738,2
2019,NS,108-95-2,Phenol (and its salts),9.4,1
2019,NS,110-54-3,n-Hexane,4.5528,3
2019,NS,110-82-7,Cyclohexane,0.59,1
2019,NS,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),16936.4075,35
2019,NS,118-74-1,Hexachlorobenzene,4.7403e-05,8
2019,NS,120-12-7,Anthracene,0.0003129,2
2019,NS,123-72-8,Butyraldehyde,0.03,1
2019,NS,129-00-0,Pyrene,0.0543453,3
2019,NS,1330-20-7,Xylene (all isomers),31.071,4
2019,NS,191-24-2,Benzo[ghi]perylene,4.2e-06,2
2019,NS,206-44-0,Fluoranthene,0.0913564,3
2019,NS,208-96-8,Acenaphthylene,2.6331,1
2019,NS,218-01-9,Chrysene,0.0064,1
2019,NS,50-00-0,Formaldehyde,27.30376,3
2019,NS,56-55-3,Benz[a]anthracene,0.0093,1
2019,NS,630-08-0,Carbon monoxide,3466.1323,28
2019,NS,67-56-1,Methanol,175.69,5
2019,NS,67-63-0,Isopropyl alcohol,17.812,4
2019,NS,71-43-2,Benzene,0.37,1
2019,NS,7429-90-5,Aluminum (fume or dust only),37.749,2
2019,NS,7446-09-5,Sulphur dioxide,51618.167,26
2019,NS,74-87-3,Chloromethane,15.35,1
2019,NS,75-07-0,Acetaldehyde,75.906,3
2019,NS,75-09-2,Dichloromethane,0.075,1
2019,NS,7647-01-0,Hydrochloric acid,1110.526,6
2019,NS,7664-93-9,Sulphuric acid,310.785,6
2019,NS,7783-06-4,Hydrogen sulphide,34.93,1
2019,NS,78-79-5,Isoprene,0.1581196,2
2019,NS,79-01-6,Trichloroethylene,4.8,1
2019,NS,83-32-9,Acenaphthene,0.2156,1
2019,NS,85-01-8,Phenanthrene,0.6243239,3
2019,NS,86-73-7,Fluorene,0.0205,1
2019,NS,91-20-3,Naphthalene,0.019,1
2019,NS,95-63-6,"1,2,4-Trimethylbenzene",1.0,1
2019,NS,NA - 02,Arsenic (and its compounds),0.0577994,6
2019,NS,NA - 03,Cadmium (and its compounds),0.0009549,6
2019,NS,NA - 05,Cobalt (and its compounds),0.0205228,7
2019,NS,NA - 06,Copper (and its compounds),1.214593,4
2019,NS,NA - 08,Lead (and its compounds),0.0185683,5
2019,NS,NA - 09,Manganese (and its compounds),0.24992,4
2019,NS,NA - 10,Mercury (and its compounds),0.0659455,7
2019,NS,NA - 11,Nickel (and its compounds),0.06577,2
2019,NS,NA - 12,Selenium (and its compounds),0.01191397,6
2019,NS,NA - 14,Zinc (and its compounds),1.43911,5
2019,NS,NA - 16,Ammonia (total),95.5279,3
2019,NS,NA - 19,Hexavalent chromium (and its compounds),0.00105017,5
2019,NS,NA - 22,Phosphorus (total),0.076,2
2019,NS,NA - 37,Thallium (and its compounds),0.0007467,3
2019,NS,NA - 40,Vanadium (and its compounds),0.35355,5
2019,NS,NA - D/F,Dioxins and furans - total,8.7e-08,7
2019,NS,NA - M08,Total particulate matter,5402.063,31
2019,NS,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,2191.9372,53
2019,NS,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,648.5186,52
2019,NS,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),65.08,1
2019,NS,NA - M16,Volatile Organic Compounds (VOCs),3426.0812,26
2019,NT,110-54-3,n-Hexane,13.6608,1
2019,NT,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),7276.8544,24
2019,NT,115-07-1,Propylene,1.58,2
2019,NT,118-74-1,Hexachlorobenzene,2.329e-06,4
2019,NT,129-00-0,Pyrene,5.188e-06,1
2019,NT,1330-20-7,Xylene (all isomers),7.4751,1
2019,NT,630-08-0,Carbon monoxide,1710.764,9
2019,NT,7446-09-5,Sulphur dioxide,211.479,3
2019,NT,7783-06-4,Hydrogen sulphide,16.8299,1
2019,NT,85-01-8,Phenanthrene,0.017553983,2
2019,NT,NA - 02,Arsenic (and its compounds),0.0082452,3
2019,NT,NA - 03,Cadmium (and its compounds),0.0032542,3
2019,NT,NA - 04,Chromium (and its compounds),0.115323,2
2019,NT,NA - 05,Cobalt (and its compounds),0.019788886,3
2019,NT,NA - 06,Copper (and its compounds),0.001025,2
2019,NT,NA - 08,Lead (and its compounds),0.0460797,3
2019,NT,NA - 09,Manganese (and its compounds),8e-05,1
2019,NT,NA - 10,Mercury (and its compounds),0.002251,3
2019,NT,NA - 11,Nickel (and its compounds),0.002,2
2019,NT,NA - 12,Selenium (and its compounds),0.00074591,3
2019,NT,NA - 14,Zinc (and its compounds),0.001413,2
2019,NT,NA - 22,Phosphorus (total),0.974287,2
2019,NT,NA - 40,Vanadium (and its compounds),0.0,1
2019,NT,NA - D/F,Dioxins and furans - total,6.3e-10,4
2019,NT,NA - M08,Total particulate matter,2937.8542,4
2019,NT,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1121.6059,32
2019,NT,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,381.8009,32
2019,NT,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),16.8299,1
2019,NT,NA - M16,Volatile Organic Compounds (VOCs),755.756711,7
2019,NU,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),5022.884322,34
2019,NU,118-74-1,Hexachlorobenzene,1.068e-06,4
2019,NU,630-08-0,Carbon monoxide,1416.958289,17
2019,NU,7429-90-5,Aluminum (fume or dust only),2.381877,1
2019,NU,7446-09-5,Sulphur dioxide,62.442,2
2019,NU,7647-01-0,Hydrochloric acid,0.002837,1
2019,NU,NA - 02,Arsenic (and its compounds),0.022193356,5
2019,NU,NA - 03,Cadmium (and its compounds),0.000306276,4
2019,NU,NA - 05,Cobalt (and its compounds),0.011104557,4
2019,NU,NA - 06,Copper (and its compounds),0.003308,2
2019,NU,NA - 08,Lead (and its compounds),0.01026151,5
2019,NU,NA - 09,Manganese (and its compounds),0.00018,1
2019,NU,NA - 10,Mercury (and its compounds),2.9402e-05,2
2019,NU,NA - 12,Selenium (and its compounds),0.000612699,3
2019,NU,NA - 16,Ammonia (total),0.0,1
2019,NU,NA - 37,Thallium (and its compounds),9e-06,1
2019,NU,NA - D/F,Dioxins and furans - total,2.7e-08,5
2019,NU,NA - M08,Total particulate matter,9560.295751,5
2019,NU,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,3456.419867,33
2019,NU,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,410.81616,34
2019,NU,NA - M16,Volatile Organic Compounds (VOCs),20.19,1
2019,ON,100-41-4,Ethylbenzene,141.382206,33
2019,ON,100-42-5,Styrene,182.39486,25
2019,ON,10049-04-4,Chlorine dioxide,1.009,3
2019,ON,101-68-8,Methylenebis(phenylisocyanate),77.53501,10
2019,ON,103-23-1,Bis(2-ethylhexyl) adipate,0.0,1
2019,ON,106-99-0,"1,3-Butadiene",18.527,6
2019,ON,107-06-2,"1,2-Dichloroethane",0.001092,1
2019,ON,107-13-1,Acrylonitrile,1.3312,3
2019,ON,107-18-6,Allyl alcohol,0.019,1
2019,ON,107-21-1,Ethylene glycol,15.68444,13
2019,ON,108-05-4,Vinyl acetate,0.26,1
2019,ON,108-10-1,Methyl isobutyl ketone,111.80132,23
2019,ON,108-31-6,Maleic anhydride,1.5579,3
2019,ON,108-88-3,Toluene,985.418348,93
2019,ON,108-95-2,Phenol (and its salts),347.6737,12
2019,ON,110-54-3,n-Hexane,911.447737,33
2019,ON,110-82-7,Cyclohexane,299.6853,17
2019,ON,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),61616.541039,298
2019,ON,111-42-2,Diethanolamine (and its salts),5.756,3
2019,ON,111-76-2,2-Butoxyethanol,362.580975,34
2019,ON,111-77-3,2-(2-Methoxyethoxy)ethanol,0.03776,1
2019,ON,115-07-1,Propylene,193.6346,10
2019,ON,117-81-7,Bis(2-ethylhexyl) phthalate,0.0048,1
2019,ON,118-74-1,Hexachlorobenzene,0.00278082,45
2019,ON,120-12-7,Anthracene,0.321197298,18
2019,ON,120-82-1,"1,2,4-Trichlorobenzene",1.2e-05,1
2019,ON,127-18-4,Tetrachloroethylene,82.518439,6
2019,ON,129-00-0,Pyrene,0.468741013,26
2019,ON,131-11-3,Dimethyl phthalate,34.4228,3
2019,ON,1319-77-3,"Cresol (all isomers, and their salts)",1.7331,3
2019,ON,1330-20-7,Xylene (all isomers),1017.977865,85
2019,ON,1344-28-1,Aluminum oxide (fibrous forms only),0.0833,1
2019,ON,140-88-5,Ethyl acrylate,0.0533,1
2019,ON,141-32-2,Butyl acrylate,1.7724,2
2019,ON,1634-04-4,Methyl tert-butyl ether,4.3782,5
2019,ON,189-55-9,"Dibenzo[a,i]pyrene",0.0738081,4
2019,ON,191-24-2,Benzo[ghi]perylene,0.03880899,15
2019,ON,192-65-4,"Dibenzo[a,e]pyrene",2.55e-05,1
2019,ON,192-97-2,Benzo[e]pyrene,0.0548842,9
2019,ON,193-39-5,"Indeno[1,2,3-cd]pyrene",0.055515269,14
2019,ON,194-59-2,"7H-Dibenzo[c,g]carbazole",6.52e-05,3
2019,ON,198-55-0,Perylene,0.0257663,9
2019,ON,205-82-3,Benzo[j]fluoranthene,0.018552735,9
2019,ON,205-99-2,Benzo[b]fluoranthene,0.131502935,15
2019,ON,206-44-0,Fluoranthene,0.653540656,23
2019,ON,207-08-9,Benzo[k]fluoranthene,0.0825229,14
2019,ON,208-96-8,Acenaphthylene,0.862384288,20
2019,ON,218-01-9,Chrysene,0.2060768,19
2019,ON,224-42-0,"Dibenz[a,j]acridine",0.001691,4
2019,ON,226-36-8,"Dibenz[a,h]acridine",0.0007249,2
2019,ON,26471-62-5,Toluenediisocyanate (mixed isomers),0.090933091,6
2019,ON,302-01-2,Hydrazine (and its salts),0.07624,3
2019,ON,463-58-1,Carbonyl sulphide,13.002981,2
2019,ON,50-00-0,Formaldehyde,655.983236,16
2019,ON,50-32-8,Benzo[a]pyrene,0.12352779,17
2019,ON,53-70-3,"Dibenz[a,h]anthracene",0.08883509,10
2019,ON,56-23-5,Carbon tetrachloride,0.001788,1
2019,ON,56-49-5,3-Methylcholanthrene,5.635e-06,2
