year,province,cas_number,substance,tot_air_tonnes,facility_count
2020,ON,56-49-5,3-Methylcholanthrene,8.841e-06,2
2020,ON,56-55-3,Benz[a]anthracene,0.154311321,17
2020,ON,57-97-6,"7,12-Dimethylbenz[a]anthracene",0.001332455,4
2020,ON,584-84-9,"Toluene-2,4-diisocyanate",0.00030312,4
2020,ON,630-08-0,Carbon monoxide,62811.916639,236
2020,ON,64-18-6,Formic acid,35.79,2
2020,ON,67-56-1,Methanol,2006.53956,71
2020,ON,67-63-0,Isopropyl alcohol,446.265958,60
2020,ON,67-66-3,Chloroform,10.455037,2
2020,ON,68-12-2,"n,n-Dimethylformamide",1.1466,1
2020,ON,68412-48-6,"2-Propanone, reaction products with diphenylamine",0.000279,1
2020,ON,71-36-3,n-Butyl alcohol,324.948436,21
2020,ON,71-43-2,Benzene,162.168411,22
2020,ON,7429-90-5,Aluminum (fume or dust only),0.033321,3
2020,ON,7446-09-5,Sulphur dioxide,112196.196623,97
2020,ON,74-83-9,Bromomethane,0.003063,1
2020,ON,74-85-1,Ethylene,276.755553,16
2020,ON,74-87-3,Chloromethane,50.51,2
2020,ON,74-90-8,Hydrogen cyanide,75.9621,3
2020,ON,75-01-4,Vinyl chloride,0.38668,2
2020,ON,75-05-8,Acetonitrile,1.3061,3
2020,ON,75-07-0,Acetaldehyde,112.5034,10
2020,ON,75-09-2,Dichloromethane,9.867498,8
2020,ON,75-15-0,Carbon disulphide,116.601284,5
2020,ON,75-45-6,HCFC-22,0.04,1
2020,ON,75-65-0,tert-Butyl alcohol,0.01,1
2020,ON,75-71-8,CFC-12,1.83968,2
2020,ON,7632-00-0,Sodium nitrite,0.0,1
2020,ON,7647-01-0,Hydrochloric acid,2663.039395,45
2020,ON,7664-39-3,Hydrogen fluoride,69.367038,5
2020,ON,7664-93-9,Sulphuric acid,1099.919808,45
2020,ON,7681-49-4,Sodium fluoride,0.017,1
2020,ON,7697-37-2,Nitric acid,5.126545,17
2020,ON,7782-41-4,Fluorine,0.023,1
2020,ON,7782-50-5,Chlorine,35.8834,8
2020,ON,7783-06-4,Hydrogen sulphide,289.985365,21
2020,ON,7789-75-5,Calcium fluoride,1.29139,3
2020,ON,78-79-5,Isoprene,3.67186437,8
2020,ON,78-83-1,i-Butyl alcohol,54.51339,11
2020,ON,78-93-3,Methyl ethyl ketone,678.08855,45
2020,ON,79-01-6,Trichloroethylene,15.12034,2
2020,ON,79-10-7,Acrylic acid (and its salts),13.9687,2
2020,ON,79-21-0,Peracetic acid (and its salts),16.683161,2
2020,ON,80-05-7,Bisphenol A,0.001323903,6
2020,ON,80-62-6,Methyl methacrylate,28.811753,5
2020,ON,83-32-9,Acenaphthene,1.210604374,15
2020,ON,85-01-8,Phenanthrene,1.711358259,26
2020,ON,85-44-9,Phthalic anhydride,0.09277,3
2020,ON,85-68-7,Butyl benzyl phthalate,0.001,1
2020,ON,86-73-7,Fluorene,0.361376827,17
2020,ON,872-50-4,N-Methyl-2-pyrrolidone,28.36457,6
2020,ON,9016-87-9,Polymeric diphenylmethane diisocyanate,147.297376,9
2020,ON,91-08-7,"Toluene-2,6-diisocyanate",0.00010071,3
2020,ON,91-20-3,Naphthalene,37.02496,16
2020,ON,91-22-5,Quinoline,0.201,3
2020,ON,92-52-4,Biphenyl,2.3343,4
2020,ON,94-36-0,Benzoyl peroxide,0.0001,1
2020,ON,95-63-6,"1,2,4-Trimethylbenzene",288.037239,27
2020,ON,96-33-3,Methyl acrylate,0.00487,1
2020,ON,98-82-8,Cumene,149.084912,4
2020,ON,NA - 01,Antimony (and its compounds),0.022972,7
2020,ON,NA - 02,Arsenic (and its compounds),7.890160362,64
2020,ON,NA - 03,Cadmium (and its compounds),0.975252486,88
2020,ON,NA - 04,Chromium (and its compounds),1.080592,53
2020,ON,NA - 05,Cobalt (and its compounds),1.647596392,110
2020,ON,NA - 06,Copper (and its compounds),34.866459,71
2020,ON,NA - 07,Cyanides (ionic),4.135744,6
2020,ON,NA - 08,Lead (and its compounds),8.689415041,158
2020,ON,NA - 09,Manganese (and its compounds),23.44192,89
2020,ON,NA - 10,Mercury (and its compounds),0.620932875,57
2020,ON,NA - 11,Nickel (and its compounds),27.532406,70
2020,ON,NA - 12,Selenium (and its compounds),2.526161825,66
2020,ON,NA - 13,Silver (and its compounds),0.008092,6
2020,ON,NA - 14,Zinc (and its compounds),42.411778,95
2020,ON,NA - 16,Ammonia (total),2423.667809,104
2020,ON,NA - 17,Nitrate ion in solution at pH >= 6.0,2.200584,6
2020,ON,NA - 19,Hexavalent chromium (and its compounds),1.014567197,64
2020,ON,NA - 20,Nonylphenol and its ethoxylates,1.471820351,12
2020,ON,NA - 22,Phosphorus (total),14.785889,44
2020,ON,NA - 37,Thallium (and its compounds),0.105873659,12
2020,ON,NA - 38,"Chlorinated alkanes, medium-chain, CnHxCl(2n+2x), 14 = n = 17",0.003,1
2020,ON,NA - 40,Vanadium (and its compounds),3.653447,23
2020,ON,NA - D/F,Dioxins and furans - total,3.661e-06,48
2020,ON,NA - M08,Total particulate matter,29716.621086,275
2020,ON,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,16178.37834,717
2020,ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,8169.164425,703
2020,ON,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),576.008872,26
2020,ON,NA - M16,Volatile Organic Compounds (VOCs),44215.93861,443
2020,ON,NA - P/H,"PAHs, total unspeciated",0.04823,3
2020,PE,108-88-3,Toluene,8.508,1
2020,PE,110-54-3,n-Hexane,2.719,1
2020,PE,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),84.643,4
2020,PE,630-08-0,Carbon monoxide,51.638,3
2020,PE,67-56-1,Methanol,8.715,2
2020,PE,7446-09-5,Sulphur dioxide,49.19011,3
2020,PE,NA - 16,Ammonia (total),14.33,1
2020,PE,NA - M08,Total particulate matter,1.09822,2
2020,PE,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,2.77522,4
2020,PE,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,2.29522,4
2020,PE,NA - M16,Volatile Organic Compounds (VOCs),136.403593,5
2020,QC,100-41-4,Ethylbenzene,24.351117,9
2020,QC,100-42-5,Styrene,426.313,17
2020,QC,10049-04-4,Chlorine dioxide,39.96025,4
2020,QC,101-68-8,Methylenebis(phenylisocyanate),1.7476,3
2020,QC,106-99-0,"1,3-Butadiene",0.182255,3
2020,QC,107-02-8,Acrolein,0.004996,1
2020,QC,107-06-2,"1,2-Dichloroethane",0.035,1
2020,QC,107-13-1,Acrylonitrile,4.88156,1
2020,QC,107-21-1,Ethylene glycol,0.291106,4
2020,QC,108-05-4,Vinyl acetate,15.536,3
2020,QC,108-10-1,Methyl isobutyl ketone,28.96599,9
2020,QC,108-88-3,Toluene,198.971534,30
2020,QC,108-90-7,Chlorobenzene,0.011891,1
2020,QC,108-95-2,Phenol (and its salts),66.194444,8
2020,QC,110-54-3,n-Hexane,87.53895,8
2020,QC,110-82-7,Cyclohexane,3.06992,4
2020,QC,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),37655.132302,184
2020,QC,111-76-2,2-Butoxyethanol,14.274,4
2020,QC,115-07-1,Propylene,21.623125,7
2020,QC,118-74-1,Hexachlorobenzene,0.000291814,36
2020,QC,120-12-7,Anthracene,1.343724612,17
2020,QC,123-31-9,Hydroquinone (and its salts),0.001711,1
2020,QC,127-18-4,Tetrachloroethylene,0.149,1
2020,QC,129-00-0,Pyrene,1.037444931,28
2020,QC,1313-27-5,Molybdenum trioxide,0.01922,1
2020,QC,1319-77-3,"Cresol (all isomers, and their salts)",3.041917,1
2020,QC,1330-20-7,Xylene (all isomers),281.594584,28
2020,QC,1344-28-1,Aluminum oxide (fibrous forms only),1.8e-05,1
2020,QC,140-88-5,Ethyl acrylate,0.009,1
2020,QC,141-32-2,Butyl acrylate,0.289,3
2020,QC,1634-04-4,Methyl tert-butyl ether,4.1962,2
2020,QC,189-55-9,"Dibenzo[a,i]pyrene",0.0010386,2
2020,QC,189-64-0,"Dibenzo[a,h]pyrene",0.000882,2
2020,QC,191-24-2,Benzo[ghi]perylene,0.033333801,10
2020,QC,191-30-0,"Dibenzo[a,l]pyrene",1.9e-06,1
2020,QC,192-65-4,"Dibenzo[a,e]pyrene",0.0003235,2
2020,QC,192-97-2,Benzo[e]pyrene,0.06464,12
2020,QC,193-39-5,"Indeno[1,2,3-cd]pyrene",0.031658212,12
2020,QC,194-59-2,"7H-Dibenzo[c,g]carbazole",0.0,1
2020,QC,198-55-0,Perylene,0.0001012,2
2020,QC,205-82-3,Benzo[j]fluoranthene,0.0505807,8
2020,QC,205-99-2,Benzo[b]fluoranthene,0.08885971,14
2020,QC,206-44-0,Fluoranthene,1.323268924,27
2020,QC,207-08-9,Benzo[k]fluoranthene,0.05317471,11
2020,QC,208-96-8,Acenaphthylene,0.329669908,18
2020,QC,218-01-9,Chrysene,0.2643272,12
2020,QC,224-42-0,"Dibenz[a,j]acridine",0.0,1
2020,QC,226-36-8,"Dibenz[a,h]acridine",5.3e-06,1
2020,QC,26471-62-5,Toluenediisocyanate (mixed isomers),0.003986,1
2020,QC,302-01-2,Hydrazine (and its salts),0.0019,1
2020,QC,3697-24-3,5-Methylchrysene,5.72e-05,1
2020,QC,463-58-1,Carbonyl sulphide,2248.747,10
2020,QC,50-00-0,Formaldehyde,219.694877,24
2020,QC,50-32-8,Benzo[a]pyrene,0.049860905,12
2020,QC,53-70-3,"Dibenz[a,h]anthracene",0.013721568,12
2020,QC,5385-75-1,"Dibenzo[a,e]fluoranthene",8.07e-05,1
2020,QC,5522-43-0,1-Nitropyrene,0.0001757,1
2020,QC,554-13-2,Lithium carbonate,8.154,1
2020,QC,56-49-5,3-Methylcholanthrene,0.0,1
2020,QC,56-55-3,Benz[a]anthracene,0.153496818,18
2020,QC,57-97-6,"7,12-Dimethylbenz[a]anthracene",7.2e-06,1
2020,QC,584-84-9,"Toluene-2,4-diisocyanate",0.00246,2
2020,QC,630-08-0,Carbon monoxide,398440.842401,200
2020,QC,64-18-6,Formic acid,0.00149,1
2020,QC,67-56-1,Methanol,1640.508161,48
2020,QC,67-63-0,Isopropyl alcohol,162.337851,19
2020,QC,67-66-3,Chloroform,0.564991,4
2020,QC,68953-84-4,"1,4-Benzenediamine, N,N'-mixed phenyl and tolyl derivatives",3.6e-05,1
2020,QC,71-36-3,n-Butyl alcohol,0.164029,3
2020,QC,71-43-2,Benzene,81.504756,14
2020,QC,7429-90-5,Aluminum (fume or dust only),10.326391,5
2020,QC,7446-09-5,Sulphur dioxide,97875.709128,100
2020,QC,74-85-1,Ethylene,3.333,2
2020,QC,74-90-8,Hydrogen cyanide,59.887,1
2020,QC,75-07-0,Acetaldehyde,99.288869,11
2020,QC,75-09-2,Dichloromethane,1.6049,2
2020,QC,75-15-0,Carbon disulphide,1.274,2
2020,QC,7647-01-0,Hydrochloric acid,411.964655,30
2020,QC,7664-39-3,Hydrogen fluoride,1096.417,10
2020,QC,7664-93-9,Sulphuric acid,339.84671,19
2020,QC,7697-37-2,Nitric acid,3.81628,3
2020,QC,7726-95-6,Bromine,17.819,1
2020,QC,7782-41-4,Fluorine,1.8227,1
2020,QC,7782-50-5,Chlorine,31.8389,8
2020,QC,7783-06-4,Hydrogen sulphide,127.71983,8
2020,QC,7789-75-5,Calcium fluoride,9.93,1
2020,QC,78-83-1,i-Butyl alcohol,41.99329,4
2020,QC,78-93-3,Methyl ethyl ketone,36.537882,13
2020,QC,79-01-6,Trichloroethylene,11.1189,3
2020,QC,79-10-7,Acrylic acid (and its salts),0.0048,1
2020,QC,80-05-7,Bisphenol A,8.173,1
2020,QC,80-62-6,Methyl methacrylate,1.13973,3
2020,QC,83-32-9,Acenaphthene,1.741827837,11
2020,QC,85-01-8,Phenanthrene,8.775718624,30
2020,QC,86-73-7,Fluorene,5.821742002,21
2020,QC,872-50-4,N-Methyl-2-pyrrolidone,7.2e-05,1
2020,QC,9016-87-9,Polymeric diphenylmethane diisocyanate,1.2,1
2020,QC,91-08-7,"Toluene-2,6-diisocyanate",0.000319,2
2020,QC,91-20-3,Naphthalene,9.391501,6
2020,QC,91-22-5,Quinoline,0.098319,2
2020,QC,924-42-5,N-Methylolacrylamide,0.002006,2
2020,QC,95-63-6,"1,2,4-Trimethylbenzene",9.9869,8
2020,QC,98-82-8,Cumene,0.45613,4
2020,QC,98-86-2,Acetophenone,4.9254,2
2020,QC,NA - 01,Antimony (and its compounds),1.87008,5
2020,QC,NA - 02,Arsenic (and its compounds),14.350018887,35
2020,QC,NA - 03,Cadmium (and its compounds),1.260006751,53
2020,QC,NA - 04,Chromium (and its compounds),4.897564,20
2020,QC,NA - 05,Cobalt (and its compounds),0.351836143,35
2020,QC,NA - 06,Copper (and its compounds),99.012341,21
2020,QC,NA - 08,Lead (and its compounds),82.330020533,73
2020,QC,NA - 09,Manganese (and its compounds),10.915367,35
2020,QC,NA - 10,Mercury (and its compounds),0.345362608,38
2020,QC,NA - 11,Nickel (and its compounds),4.679076,13
2020,QC,NA - 12,Selenium (and its compounds),3.296170723,29
2020,QC,NA - 13,Silver (and its compounds),0.227984,2
2020,QC,NA - 14,Zinc (and its compounds),153.839062,32
2020,QC,NA - 16,Ammonia (total),994.67455,38
2020,QC,NA - 19,Hexavalent chromium (and its compounds),0.137766877,33
2020,QC,NA - 20,Nonylphenol and its ethoxylates,2e-05,2
2020,QC,NA - 22,Phosphorus (total),3.01782,23
2020,QC,NA - 37,Thallium (and its compounds),0.0802394,5
2020,QC,NA - 38,"Chlorinated alkanes, medium-chain, CnHxCl(2n+2x), 14 = n = 17",0.00626,1
2020,QC,NA - 40,Vanadium (and its compounds),0.384011,8
2020,QC,NA - D/F,Dioxins and furans - total,3.583e-06,38
2020,QC,NA - M08,Total particulate matter,30028.918972,220
2020,QC,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,14261.215479,400
2020,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,7792.782345,406
2020,QC,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),1732.76658,20
2020,QC,NA - M16,Volatile Organic Compounds (VOCs),21313.212953,321
2020,QC,NA - P/H,"PAHs, total unspeciated",1.56105761,21
2020,SK,100-41-4,Ethylbenzene,26.702114,7
2020,SK,100-42-5,Styrene,0.4942,2
2020,SK,106-99-0,"1,3-Butadiene",0.00036,1
2020,SK,107-02-8,Acrolein,0.099,1
2020,SK,107-21-1,Ethylene glycol,0.00372,3
2020,SK,108-88-3,Toluene,100.396589,21
2020,SK,108-95-2,Phenol (and its salts),0.05,1
2020,SK,110-54-3,n-Hexane,908.75406,31
2020,SK,110-82-7,Cyclohexane,20.182241,12
2020,SK,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),43917.819524,590
2020,SK,115-07-1,Propylene,6.598202,3
2020,SK,118-74-1,Hexachlorobenzene,0.000343137,8
2020,SK,120-12-7,Anthracene,8.380597376,4
2020,SK,129-00-0,Pyrene,0.02086351,7
2020,SK,1330-20-7,Xylene (all isomers),83.369468,25
2020,SK,1344-28-1,Aluminum oxide (fibrous forms only),0.012,1
2020,SK,191-24-2,Benzo[ghi]perylene,0.002136693,6
2020,SK,192-97-2,Benzo[e]pyrene,0.001007857,2
2020,SK,193-39-5,"Indeno[1,2,3-cd]pyrene",0.000345773,7
2020,SK,198-55-0,Perylene,5.25e-07,1
2020,SK,205-82-3,Benzo[j]fluoranthene,0.000172127,2
2020,SK,205-99-2,Benzo[b]fluoranthene,0.000204719,7
2020,SK,206-44-0,Fluoranthene,0.024352735,7
2020,SK,207-08-9,Benzo[k]fluoranthene,2.3283e-05,6
2020,SK,208-96-8,Acenaphthylene,0.038112541,5
2020,SK,218-01-9,Chrysene,0.001292896,6
2020,SK,50-00-0,Formaldehyde,43.54,4
2020,SK,50-32-8,Benzo[a]pyrene,0.008181355,6
2020,SK,53-70-3,"Dibenz[a,h]anthracene",3.175e-05,5
2020,SK,56-55-3,Benz[a]anthracene,0.002662197,6
2020,SK,630-08-0,Carbon monoxide,38221.951974,572
2020,SK,67-56-1,Methanol,244.230201,14
2020,SK,67-63-0,Isopropyl alcohol,3.362,1
2020,SK,71-36-3,n-Butyl alcohol,0.65804,1
2020,SK,71-43-2,Benzene,25.412248,23
2020,SK,7446-09-5,Sulphur dioxide,93886.81581,525
2020,SK,74-85-1,Ethylene,16.251,2
2020,SK,75-07-0,Acetaldehyde,14.17879,2
2020,SK,75-09-2,Dichloromethane,3.392,1
2020,SK,7647-01-0,Hydrochloric acid,1240.527,7
2020,SK,7664-39-3,Hydrogen fluoride,238.657,3
2020,SK,7664-93-9,Sulphuric acid,4.389523,3
2020,SK,7782-50-5,Chlorine,13.084,1
2020,SK,7783-06-4,Hydrogen sulphide,205.044494,20
2020,SK,7789-75-5,Calcium fluoride,1.036,1
2020,SK,78-93-3,Methyl ethyl ketone,8.01522,2
2020,SK,80-05-7,Bisphenol A,0.01308,3
2020,SK,83-32-9,Acenaphthene,2.248e-06,7
2020,SK,85-01-8,Phenanthrene,0.080671207,11
2020,SK,86-73-7,Fluorene,0.027219572,9
2020,SK,91-20-3,Naphthalene,11.6,1
2020,SK,91-22-5,Quinoline,0.0047751,1
2020,SK,95-63-6,"1,2,4-Trimethylbenzene",69.2444,5
2020,SK,NA - 01,Antimony (and its compounds),0.0001,1
2020,SK,NA - 02,Arsenic (and its compounds),0.23440572,10
2020,SK,NA - 03,Cadmium (and its compounds),0.0265157,8
2020,SK,NA - 04,Chromium (and its compounds),4.11599,6
2020,SK,NA - 05,Cobalt (and its compounds),0.073387338,7
2020,SK,NA - 06,Copper (and its compounds),0.318,5
2020,SK,NA - 08,Lead (and its compounds),0.518407626,15
2020,SK,NA - 09,Manganese (and its compounds),4.89885,9
2020,SK,NA - 10,Mercury (and its compounds),0.4475002,5
2020,SK,NA - 11,Nickel (and its compounds),1.38114,6
2020,SK,NA - 12,Selenium (and its compounds),0.571374506,15
2020,SK,NA - 14,Zinc (and its compounds),15.337176,11
2020,SK,NA - 16,Ammonia (total),1308.604141,13
2020,SK,NA - 19,Hexavalent chromium (and its compounds),0.001641092,4
2020,SK,NA - 20,Nonylphenol and its ethoxylates,2.51e-07,1
2020,SK,NA - 22,Phosphorus (total),6.688,4
2020,SK,NA - 37,Thallium (and its compounds),0.021266,3
2020,SK,NA - 40,Vanadium (and its compounds),1.619,4
2020,SK,NA - D/F,Dioxins and furans - total,2.137e-06,8
2020,SK,NA - M08,Total particulate matter,22986.938295,616
2020,SK,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,8855.15583,672
2020,SK,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,3640.11394,663
2020,SK,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),140.288209,19
2020,SK,NA - M16,Volatile Organic Compounds (VOCs),28709.480371,735
2020,SK,NA - P/H,"PAHs, total unspeciated",0.06234967,9
2020,YT,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),1127.6872,9
2020,YT,118-74-1,Hexachlorobenzene,,2
2020,YT,50-00-0,Formaldehyde,10.1749,1
2020,YT,630-08-0,Carbon monoxide,783.3612,3
2020,YT,NA - D/F,Dioxins and furans - total,2e-09,2
2020,YT,NA - M08,Total particulate matter,1662.156,2
2020,YT,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,526.6551,8
2020,YT,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,82.1352,10
2020,YT,NA - M16,Volatile Organic Compounds (VOCs),36.7043,2
2021,AB,100-41-4,Ethylbenzene,233.208196,17
2021,AB,100-42-5,Styrene,113.6412,6
2021,AB,10049-04-4,Chlorine dioxide,29.8724,1
2021,AB,101-68-8,Methylenebis(phenylisocyanate),0.07745,5
2021,AB,106-99-0,"1,3-Butadiene",5.8315,2
2021,AB,107-02-8,Acrolein,6.0065,4
2021,AB,107-21-1,Ethylene glycol,37.915863,11
2021,AB,108-05-4,Vinyl acetate,131.93,1
2021,AB,108-10-1,Methyl isobutyl ketone,30.473,4
2021,AB,108-88-3,Toluene,1042.005437,112
2021,AB,108-95-2,Phenol (and its salts),15.1442,4
2021,AB,110-54-3,n-Hexane,2692.433192,110
2021,AB,110-82-7,Cyclohexane,1153.450835,35
2021,AB,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),270769.253014,2006
2021,AB,111-42-2,Diethanolamine (and its salts),10.6418,2
2021,AB,111-76-2,2-Butoxyethanol,90.728,2
2021,AB,115-07-1,Propylene,380.015463,13
2021,AB,118-74-1,Hexachlorobenzene,0.005085659,24
2021,AB,120-12-7,Anthracene,0.33956409,13
2021,AB,123-91-1,"1,4-Dioxane",0.043,1
2021,AB,129-00-0,Pyrene,0.855280424,18
2021,AB,1319-77-3,"Cresol (all isomers, and their salts)",7.3241,2
2021,AB,1330-20-7,Xylene (all isomers),1335.795836,95
2021,AB,1344-28-1,Aluminum oxide (fibrous forms only),8.43901,2
2021,AB,189-64-0,"Dibenzo[a,h]pyrene",0.0,1
2021,AB,191-24-2,Benzo[ghi]perylene,0.121180181,8
2021,AB,192-97-2,Benzo[e]pyrene,0.002454675,7
2021,AB,193-39-5,"Indeno[1,2,3-cd]pyrene",0.115415271,7
2021,AB,198-55-0,Perylene,0.000455318,4
2021,AB,205-82-3,Benzo[j]fluoranthene,0.000324485,3
2021,AB,205-99-2,Benzo[b]fluoranthene,0.114944645,6
2021,AB,206-44-0,Fluoranthene,0.607175595,16
2021,AB,207-08-9,Benzo[k]fluoranthene,0.124834906,6
2021,AB,208-96-8,Acenaphthylene,18.877992042,12
2021,AB,218-01-9,Chrysene,0.14918623,10
2021,AB,26471-62-5,Toluenediisocyanate (mixed isomers),0.0115174,2
2021,AB,463-58-1,Carbonyl sulphide,524.305438,12
2021,AB,50-00-0,Formaldehyde,832.814336,40
2021,AB,50-32-8,Benzo[a]pyrene,0.113960294,7
2021,AB,53-70-3,"Dibenz[a,h]anthracene",0.113468511,4
2021,AB,56-55-3,Benz[a]anthracene,0.117620301,7
2021,AB,630-08-0,Carbon monoxide,225142.565557,1915
2021,AB,64-18-6,Formic acid,0.024,1
2021,AB,67-56-1,Methanol,4204.00484,67
2021,AB,67-63-0,Isopropyl alcohol,39.527646,10
2021,AB,68-12-2,"n,n-Dimethylformamide",0.07058,1
2021,AB,68412-48-6,"2-Propanone, reaction products with diphenylamine",0.2237,1
2021,AB,71-36-3,n-Butyl alcohol,65.272,1
2021,AB,71-43-2,Benzene,235.484956,105
2021,AB,7429-90-5,Aluminum (fume or dust only),17.148847,2
2021,AB,7446-09-5,Sulphur dioxide,161065.169846,1694
2021,AB,74-85-1,Ethylene,1024.363767,16
2021,AB,74-90-8,Hydrogen cyanide,40.1,1
2021,AB,75-05-8,Acetonitrile,3.4171,1
2021,AB,75-07-0,Acetaldehyde,138.003408,13
2021,AB,75-09-2,Dichloromethane,8.090586,2
2021,AB,75-15-0,Carbon disulphide,84.2613,7
2021,AB,75-21-8,Ethylene oxide,1.4127,2
2021,AB,7632-00-0,Sodium nitrite,0.006,1
2021,AB,7647-01-0,Hydrochloric acid,1430.572823,16
2021,AB,7664-39-3,Hydrogen fluoride,312.2332,6
2021,AB,7664-93-9,Sulphuric acid,713.56572,18
2021,AB,77-73-6,Dicyclopentadiene,1.3779,2
2021,AB,7782-50-5,Chlorine,157.40015,7
2021,AB,7783-06-4,Hydrogen sulphide,550.282908,66
2021,AB,7789-75-5,Calcium fluoride,3.056,1
2021,AB,78-00-2,Tetraethyl lead,1e-05,2
2021,AB,78-79-5,Isoprene,1.367446156,7
2021,AB,78-83-1,i-Butyl alcohol,0.032872,1
2021,AB,78-93-3,Methyl ethyl ketone,47.95421,7
2021,AB,79-01-6,Trichloroethylene,3.321199,1
2021,AB,79-10-7,Acrylic acid (and its salts),0.0014,1
2021,AB,80-05-7,Bisphenol A,1.12e-05,1
2021,AB,83-32-9,Acenaphthene,0.260369026,11
2021,AB,85-01-8,Phenanthrene,3.362420579,18
2021,AB,86-73-7,Fluorene,0.518725339,13
2021,AB,9016-87-9,Polymeric diphenylmethane diisocyanate,0.0022,2
2021,AB,91-20-3,Naphthalene,31.716589,11
2021,AB,91-22-5,Quinoline,0.002441906,4
2021,AB,92-52-4,Biphenyl,0.22,1
2021,AB,94-36-0,Benzoyl peroxide,0.00236,1
2021,AB,95-63-6,"1,2,4-Trimethylbenzene",276.220067,23
2021,AB,98-82-8,Cumene,23.3544,2
2021,AB,NA - 01,Antimony (and its compounds),4.089971,2
2021,AB,NA - 02,Arsenic (and its compounds),0.457055202,29
2021,AB,NA - 03,Cadmium (and its compounds),0.266898313,33
2021,AB,NA - 04,Chromium (and its compounds),7.288502,13
2021,AB,NA - 05,Cobalt (and its compounds),0.358854798,37
2021,AB,NA - 06,Copper (and its compounds),2.591077,14
2021,AB,NA - 08,Lead (and its compounds),1.396101811,36
2021,AB,NA - 09,Manganese (and its compounds),163.54329,19
2021,AB,NA - 10,Mercury (and its compounds),0.196585555,24
2021,AB,NA - 11,Nickel (and its compounds),5.693947,12
2021,AB,NA - 12,Selenium (and its compounds),0.218304064,26
2021,AB,NA - 13,Silver (and its compounds),0.047262,1
2021,AB,NA - 14,Zinc (and its compounds),10.023418,26
2021,AB,NA - 16,Ammonia (total),9511.044468,55
2021,AB,NA - 17,Nitrate ion in solution at pH >= 6.0,2.0,1
2021,AB,NA - 19,Hexavalent chromium (and its compounds),0.803196931,16
2021,AB,NA - 20,Nonylphenol and its ethoxylates,0.0160033,5
2021,AB,NA - 22,Phosphorus (total),4.816972,10
2021,AB,NA - 37,Thallium (and its compounds),1.2437e-05,3
2021,AB,NA - 40,Vanadium (and its compounds),5.777328,6
2021,AB,NA - D/F,Dioxins and furans - total,4.9e-07,24
2021,AB,NA - M08,Total particulate matter,146352.535815,1823
2021,AB,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,52531.552654,2061
2021,AB,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,14897.614199,2082
2021,AB,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),1202.339292,75
2021,AB,NA - M16,Volatile Organic Compounds (VOCs),124439.21139,2429
2021,AB,NA - P/H,"PAHs, total unspeciated",1.2681124,7
2021,BC,100-41-4,Ethylbenzene,10.212632,10
2021,BC,100-42-5,Styrene,425.1539,5
2021,BC,10049-04-4,Chlorine dioxide,154.21848,8
2021,BC,101-68-8,Methylenebis(phenylisocyanate),0.008,1
2021,BC,108-10-1,Methyl isobutyl ketone,6.873,3
2021,BC,108-88-3,Toluene,78.04769,17
2021,BC,108-95-2,Phenol (and its salts),28.1622,6
2021,BC,110-54-3,n-Hexane,98.580585,20
2021,BC,110-82-7,Cyclohexane,3.8047,6
2021,BC,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),46670.351639,356
2021,BC,115-07-1,Propylene,4.2,1
2021,BC,118-74-1,Hexachlorobenzene,0.000103309,23
2021,BC,120-12-7,Anthracene,0.200514767,9
2021,BC,121-69-7,"N,N-Dimethylaniline (and its salts)",18.62,1
2021,BC,129-00-0,Pyrene,0.15991996,17
2021,BC,131-11-3,Dimethyl phthalate,0.0,1
2021,BC,1319-77-3,"Cresol (all isomers, and their salts)",0.01,1
2021,BC,1330-20-7,Xylene (all isomers),115.546904,21
2021,BC,191-24-2,Benzo[ghi]perylene,0.000701202,8
2021,BC,192-97-2,Benzo[e]pyrene,0.0003831,4
2021,BC,193-39-5,"Indeno[1,2,3-cd]pyrene",2.0141e-05,5
2021,BC,198-55-0,Perylene,3.1518e-05,3
2021,BC,205-82-3,Benzo[j]fluoranthene,2.2e-06,1
2021,BC,205-99-2,Benzo[b]fluoranthene,0.000818084,7
