"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","mm","centroidX","centroidY"
"Cell_46795",0.5283921,0,0,0,0,0,0,0,0,0.1177837,0.4227775,0.1476517,0,0,0,0,0.6843857,0.1161809,0,0.5709595,0.5143605,0.3086666,0.4010007,0,0.6808946,0.6976746,0,0,0,0,0.0547914,0,0,0.3226749,0,0.2319544,"Epithelial",489.8035,321.1922
"Cell_46796",0.6692552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4474679,0.07462405,0,0.4374485,0.3489623,0.05531242,0.4422434,0,0.5554669,0.5634322,0,0,0,0,0,0,0,0.07107139,0,0,"Epithelial",352.1511,321.2444
"Cell_46797",0.3377703,0,0,0,0,0,0,0.01515633,0,0,0.1444559,0.03298593,0,0,0,0.04781116,0.7659866,0.03354302,0,0.6979262,0.6596321,0.07657926,0.4762789,0,0.3364332,0.4497105,0,0,0,0,0,0,0,0.3179394,0,0.04791915,"Epithelial",514.5187,321.9701
"Cell_46798",0.4870592,0,0,0,0,0,0,0,0,0,0.02875537,0,0,0,0,0,0.6774558,0.09808642,0,0.6245604,0.5483688,0.1258448,0.4189802,0,0.3964074,0.4334531,0,0,0,0,0.01409255,0,0,0.1724005,0,0,"Epithelial",327.6899,325.4756
"Cell_46799",0.6351155,0,0,0,0,0,0,0,0,0,0.1140184,0.01126466,0,0,0,0,0.6008787,0.1927869,0,0.4080308,0.3245083,0.180094,0.4208767,0,0.5743636,0.5738691,0,0,0,0,0.02598426,0,0,0,0,0.06193819,"Epithelial",697.6283,326.4685
"Cell_46800",0.4088023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6085689,0,0,0.455197,0.2900941,0,0.1737704,0,0.6945945,0.8593501,0,0,0,0,0.1162798,0,0,0,0,0,"Epithelial",646.2676,326.3647
"Cell_46801",0.2588335,0,0,0,0,0,0,0,0,0,0.1075595,0,0,0,0,0,0.7279257,0.02501371,0,0.526866,0.4665607,0.1234458,0.4553057,0,0.4014218,0.3774867,0.1553754,0,0,0,0,0.01334908,0,0.05338487,0,0,"Epithelial",734.7018,331.4564
"Cell_46802",0.4307673,0,0,0,0,0,0,0,0,0,0.03481624,0.00382608,0,0,0,0,0.6674688,0,0,0.5066677,0.3993191,0.1433711,0.5101299,0,0.4578688,0.4630839,0,0,0,0,0,0,0,0.01638322,0,0,"Epithelial",117.4992,334.3953
"Cell_46803",0.7658325,0,0,0,0,0,0,0,0,0,0.002652851,0,0,0,0,0,0.4749965,0.2659807,0,0.1837278,0.01400798,0.3962183,0.4260717,0,0.543254,0.5205156,0,0,0,0,0,0,0,0,0,0,"Epithelial",65.82727,336.9364
"Cell_46804",0.4474435,0,0,0,0,0,0,0,0,0,0.000890592,0,0,0,0,0,0.7832179,0.2419886,0,0.6097569,0.6385452,0,0.5045607,0,0.9202874,0.7839431,0,0,0,0,0.2034124,0,0,0.1290519,0,0,"Epithelial",292.0081,335.9379
"Cell_46805",0.5444247,0,0,0,0,0,0,0,0,0,0.1561618,0,0,0,0,0,0.7041076,0.1854449,0,0.5222989,0.5102038,0.0325484,0.5055035,0,0.8578562,0.7473364,0,0,0,0,0.03442297,0.0756783,0,0,0,0,"Epithelial",428.5447,337.8156
"Cell_46806",0.1426497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6712036,0,0,0.6722053,0.5775381,0,0.4841318,0,0.3177152,0.7903794,0,0,0,0,0,0,0,0.2694682,0,0,"Epithelial",452.3279,339.8306
"Cell_46807",0.3274195,0,0,0,0,0,0,0,0,0,0.03487622,0,0,0,0,0,0.7361263,0.01432862,0,0.5535002,0.5377535,0.009041938,0.4279539,0,0.3197815,0.6738505,0.1293187,0,0,0,0.04849581,0,0,0.1251563,0,0,"Epithelial",470.8019,340.9377
"Cell_46808",0.3654657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7326491,0.05299498,0,0.5632121,0.5834005,0,0.4576141,0,0.5664286,0.684866,0.1023444,0,0,0,0.1025026,0,0,0.1055046,0,0,"Epithelial",380.4447,341.2649
"Cell_46809",0.4068179,0,0,0,0,0,0,0,0,0,0.09585932,0,0,0,0,0,0.7219549,0,0,0.5443733,0.3898571,0.2537793,0.4435042,0,0.2950632,0.1504723,0,0,0,0,0,0.06977006,0,0.08988019,0,0,"Epithelial",212.8043,345.7456
"Cell_46810",0.656393,0,0,0,0,0,0,0,0,0,0.07710934,0,0,0,0,0,0.6931722,0.1435752,0,0.6032304,0.5034436,0.1647769,0.3989224,0,0.6054309,0.7026212,0,0,0,0,0.05450213,0,0,0.1194125,0,0,"Epithelial",534.5066,348.7132
"Cell_46811",0.3815803,0,0,0,0,0,0,0,0,0,0.002927887,0.001925861,0,0,0,0,0.7186844,0,0,0.6004525,0.4618041,0.03506129,0.4161296,0,0.6217948,0.5037739,0,0,0,0,0.00909247,0.01886454,0,0.1306652,0,0,"Epithelial",262.0786,347.8662
"Cell_46812",0.9281701,0,0,0,0,0,0,0,0,0,0.1622719,0,0,0,0,0,0.5940663,0.3244516,0,0.1809702,0.111523,0.5725244,0.5296909,0,0.6873783,0.517597,0,0,0,0,0,0.1914358,0,0,0,0,"Epithelial",735.4828,351.4598
"Cell_46813",0.5399597,0,0,0,0,0,0,0,0,0,0.05872553,0,0,0,0,0,0.7566847,0.08299168,0,0.6761719,0.5208941,0.1268584,0.4819643,0,0.2631617,0.3683304,0,0,0,0,0,0,0,0.2309522,0,0,"Epithelial",101.0291,351.8079
"Cell_46814",0.6517754,0,0,0,0,0,0,0,0,0,0.2289315,0,0,0,0,0,0.4865867,0.2941864,0,0.4609165,0.5182445,0.3099039,0.5088767,0,0.9545481,0.8679315,0,0,0,0,0.08922673,0,0,0.1573785,0,0,"Epithelial",306.8238,351.2668
"Cell_46815",0.4255631,0,0,0,0,0,0,0,0,0,0.0181903,0,0,0,0,0,0.7473791,0.07315123,0,0.645662,0.5407077,0.02239454,0.4482358,0,0.5996922,0.7054832,0,0,0,0,0.09575643,0,0,0.1758432,0,0,"Epithelial",345.1416,348.9228
"Cell_46816",0.3997503,0,0,0,0,0,0,0,0,0,0.0126429,0,0,0,0,0,0.7520033,0,0,0.6290883,0.6403605,0.003894393,0.4678469,0,0.8034024,0.700182,0,0,0,0,0,0.00603669,0,0.1978322,0,0,"Epithelial",441.2761,353.2857
"Cell_46817",0.4773866,0,0,0,0,0,0,0,0,0,0.08457799,0,0,0,0,0,0.6834363,0.08095597,0,0.6806086,0.4603158,0.04786879,0.3811413,0,0.869714,0.6680934,0,0,0,0,0.2504468,0,0,0.2032359,0,0,"Epithelial",504.8028,350.1039
"Cell_46818",0.5128732,0,0,0,0,0,0,0,0,0,0.116201,0.02676059,0,0,0,0,0.707109,0.04366989,0,0.5498362,0.4245079,0.1203618,0.330605,0,0.4880216,0.5637276,0,0,0,0,0.04160389,0.03661844,0,0.0752927,0,0,"Epithelial",562.6455,355.3243
"Cell_46819",0.2614731,0,0,0,0,0,0,0,0,0,0.01412875,0,0,0,0,0,0.7553598,0.04748862,0,0.5100798,0.4663053,0.01956884,0.5028744,0,0.2670275,0.7345145,0,0,0,0,0.08159431,0,0,0.005431013,0,0,"Epithelial",414.0404,356.2159
"Cell_46820",0.6621282,0,0,0,0,0,0,0,0,0,0.2440609,0,0,0,0,0,0.5587877,0.2902962,0,0.2496542,0,0.2318827,0.4668385,0,0.7200172,0.6877928,0,0,0,0,0,0,0,0,0,0,"Epithelial",477.428,360.2251
"Cell_46821",0.2467853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7481381,0,0,0.5853337,0.5910982,0,0.3953069,0,0.2564558,0.6040937,0,0,0,0,0,0,0,0.09689104,0,0,"Epithelial",395.1074,363.7826
"Cell_46822",0.4053165,0,0,0,0,0,0,0,0,0,0.01334955,0,0,0,0,0,0.6983701,0.003800951,0,0.5865695,0.5305698,0.1565925,0.4550227,0,0.6405281,0.5027777,0,0,0,0,0,0,0,0.1432657,0,0.01251609,"Epithelial",249.5695,367.4864
"Cell_46823",0.7339749,0,0,0,0,0,0,0,0,0,0.02186515,0,0,0,0,0,0.460073,0.3867978,0,0.3753159,0.4056,0.06886593,0.4394931,0,0.8064599,0.8430895,0,0,0,0,0.1496375,0,0,0,0,0,"Epithelial",317.2778,368.1639
"Cell_46824",0.4669048,0,0,0,0,0,0,0,0,0,0.01121064,0,0,0,0,0,0.6961294,0.02256579,0,0.6123641,0.4329752,0.1645825,0.3831813,0,0.2984893,0.2848563,0,0,0,0,0,0,0,0.1818683,0,0,"Epithelial",199.7887,369.9552
"Cell_46825",0.4701572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7133761,0.08443937,0,0.5226605,0.6232495,0,0.5008895,0,0.7354249,0.8285691,0,0,0,0,0.2341578,0,0,0,0,0,"Epithelial",295.0566,370.3884
"Cell_46826",0.7565055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4966165,0.2964405,0,0.436889,0.3695597,0.2402799,0.5491503,0,0.8638349,0.609419,0,0,0,0,0,0,0,0,0,0,"Epithelial",228.5154,373.7963
"Cell_46827",0.5044747,0,0,0,0,0,0,0,0,0,0.01240873,0,0,0,0,0,0.7031048,0.1247151,0,0.5940477,0.4957846,0.2302775,0.5020335,0,0.8285906,0.6499631,0,0,0,0,0.02447166,0,0,0.1743901,0,0,"Epithelial",497.1935,376.9399
"Cell_46828",0.3768179,0,0,0,0.08014386,0,0,0,0,0,0.1413904,0.03130205,0,0,0.07887875,0,0.7627256,0.08264168,0,0.5667682,0.5083531,0.07446931,0.4881469,0,0.5239408,0.7309856,0,0,0,0,0.2847422,0,0,0.166976,0,0.2838435,"Epithelial",351.3868,372.7532
"Cell_46829",0.3041244,0,0,0,0,0,0,0,0,0,0.0226859,0,0,0,0,0,0.7156056,0,0,0.6792382,0.625101,0.02931167,0.4039847,0,0.7151015,0.5641074,0,0,0,0,0.03099425,0,0,0.2485501,0,0.02152305,"Epithelial",271.9546,376.62
"Cell_46830",0.4859206,0,0,0,0,0,0,0,0,0,0.09761886,0,0,0,0,0,0.7247424,0.1437631,0,0.5607467,0.5008281,0.08370186,0.3659781,0,0.4837547,0.647333,0,0,0,0,0.01336188,0,0,0.1180633,0,0,"Epithelial",454.8441,378.4132
"Cell_46831",0.49356,0,0,0,0,0,0,0.3620993,0,0,0.4624135,0.2822457,0,0,0,0,0.6513369,0,0,0.833082,0.814562,0.3140148,0.5425372,0,0.338356,0.2022492,0,0,0,0,0,0,0,0.4535317,0,0,"Epithelial",941.4857,378.92
"Cell_46832",0.2635731,0,0,0,0.01895206,0,0,0,0,0,0.06642018,0.07644077,0,0,0.0474685,0,0.7426606,0.01089909,0,0.680362,0.6427224,0.03039711,0.5021058,0,0.3980155,0.6103215,0,0,0,0,0,0,0,0.2788804,0,0.03793437,"Epithelial",375.8019,382.2928
"Cell_46833",0.9011141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5199893,0,0,0.5128832,0.4313216,0.459174,0.5854647,0,0.517383,0.5618781,0,0,0,0,0.4857816,0,0,0.2300687,0,0,"Epithelial",1005.535,381.4567
"Cell_46834",0.70056,0,0,0,0,0,0,0,0,0,0.240274,0,0,0,0,0,0.5247174,0,0,0.4000531,0.06760705,0.4629221,0.7247807,0,0,0.464028,0,0,0,0,0.6332437,0.08870908,0,0.5867023,0,0,"Epithelial",1100.349,382.213
"Cell_46835",0.4609068,0,0,0,0,0,0,0,0,0,0.183228,0,0,0,0,0,0.7217474,0,0,0.5590571,0.4518303,0.2257702,0.393435,0,0.6326117,0.6289381,0,0,0,0,0,0,0,0.1284953,0,0,"Epithelial",170.4374,383.9097
"Cell_46836",0.5116527,0,0,0,0,0.08240745,0,0.0513454,0,0,0.1843182,0.02460708,0,0,0,0,0.7395599,0,0,0.6307588,0.5369912,0.3456188,0.5653618,0,0.6741282,0.402851,0,0,0,0,0,0,0,0.1888701,0,0,"Epithelial",920.1595,385.5214
"Cell_46837",0.6140352,0,0,0,0,0,0,0,0,0,0.2053112,0.009324313,0,0,0,0,0.7158585,0.0995666,0,0.6008443,0.5345244,0.1172847,0.4443354,0,0.3564098,0.6813815,0,0,0,0,0.08719046,0,0,0.07367951,0,0.06848144,"Epithelial",424.67,385.9798
"Cell_46838",0.4870919,0,0,0,0,0,0,0,0,0,0.1418654,0,0,0,0,0,0.5341495,0.1053677,0,0.3974846,0.392227,0,0.460804,0,0.4908376,0.771836,0,0,0,0,0.2044886,0,0,0.2072279,0,0,"Epithelial",400.1166,384.7146
"Cell_46839",0.4637668,0,0.003998123,0,0,0,0,0,0,0,0.08598738,0.01043676,0,0,0,0.003141176,0.7332097,0,0,0.5873523,0.6059744,0.358007,0.7501708,0,0.4704883,0.4012904,0.2030827,0,0,0,0,0.3978586,0,0.3720762,0,0.0117754,"Epithelial",1146.899,387.1229
"Cell_46840",0.5208178,0,0,0,0,0,0,0,0,0,0.2477073,0,0,0,0,0,0.7013373,0.08632026,0,0.6442485,0.6340321,0.3338051,0.5209907,0,0.6999937,0.5976775,0,0,0,0,0.08805437,0,0,0.4170512,0,0.5271862,"Epithelial",242.6281,391.071
"Cell_46841",0.518943,0,0,0,0,0,0,0,0,0,0.2070455,0.07967471,0,0,0,0,0.6893304,0.003397823,0,0.4979587,0.4135948,0.263296,0.4656535,0,0.3113014,0.4002947,0,0,0,0,0,0,0,0.08706927,0,0,"Epithelial",672.003,391.2258
"Cell_46842",0.5333607,0,0.002520743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8030096,0,0,0.5771438,0.4802426,0.05807329,0.3191987,0,0.6671172,0.8386829,0.3077106,0,0,0,0.2163989,0,0,0.05939979,0,0,"Epithelial",542.9067,392.5486
"Cell_46843",0.4824424,0,0,0,0,0,0,0,0,0,0.09220278,0,0,0,0,0,0.504987,0.07993411,0,0.3514335,0.3664807,0.2500537,0.6099509,0,0.1929448,0.443567,0,0,0,0,0.2659371,0,0,0.4602719,0,0,"Epithelial",996.6429,393.7679
"Cell_46844",0.595134,0,0,0,0,0,0,0,0,0,0.1406024,0,0,0,0,0,0.6953673,0.1197148,0,0.6454384,0.4073093,0.2165017,0.4422997,0,0.4669224,0.4308625,0,0,0,0,0.005831253,0,0,0.1821267,0,0,"Epithelial",209.4933,397.8758
"Cell_46845",0.2768534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7561831,0.003408149,0,0.5580084,0.5113245,0,0.3698305,0,0.626797,0.6402891,0,0,0,0,0,0,0,0.1002928,0,0,"Epithelial",300.0927,399.5623
"Cell_46846",0.2914469,0,0,0,0,0,0,0,0,0,0.00464822,0,0,0,0,0,0.7456406,0,0,0.7031772,0.5449587,0.02144821,0.4843879,0,0.8321062,0.5893461,0,0,0,0,0,0,0,0.2656097,0,0,"Epithelial",277.9204,402.6018
"Cell_46847",0.3842712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7346126,0,0,0.6847743,0.5443131,0.2300045,0.5181602,0,0.2331694,0.3138044,0,0,0,0,0,0,0,0.2246593,0,0,"Epithelial",779.9691,396.9503
"Cell_46848",0.2865244,0,0,0,0.1227847,0,0,0,0,0,0.156857,0.05401165,0,0,0.1646298,0,0.6811163,0.03955568,0,0.531814,0.4672692,0.13239,0.4703935,0,0.3013195,0.5050017,0,0,0,0,0,0,0,0.1698108,0,0.3289598,"Epithelial",358.8559,404.3618
"Cell_46849",0.3529696,0,0,0,0,0,0,0,0,0,0.2429192,0.08779586,0,0,0,0,0.7428161,0.041938,0,0.6550105,0.5320082,0.06818363,0.4825653,0,0.3576035,0.629063,0,0,0,0,0.01130348,0,0,0.2912493,0,0.04818764,"Epithelial",388.6861,405.4387
"Cell_46850",0.1774619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7395544,0.02701283,0,0.5633063,0.4355713,0.03332067,0.3510471,0,0.2917394,0.529997,0,0,0,0,0.01497084,0,0,0.09704451,0,0,"Epithelial",322.2978,408.0534
"Cell_46851",0.4658377,0,0,0,0,0,0,0,0,0,0.05628512,0.02369528,0,0,0,0,0.7817924,0.04284839,0,0.6339249,0.4912019,0.04615141,0.3618872,0,0.832014,0.4188033,0.003070743,0,0,0,0.302869,0,0,0.08077169,0,0.02169123,"Epithelial",429.0765,409.2721
"Cell_46852",0.3051976,0,0,0,0,0,0,0,0,0,0.05789902,0,0,0,0,0,0.6955462,0.1242954,0,0.6282421,0.5025121,0.09947733,0.3497351,0,0.3428732,0.4879903,0,0,0,0,0.06416997,0,0,0.1958723,0,0,"Epithelial",182.0327,409.6877
"Cell_46853",0.9032242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508028,0.1808224,0,0.4804634,0.3844609,0.2000317,0.5457735,0,0.4020102,0.7070707,0,0,0,0,0.1880039,0,0,0,0,0,"Epithelial",655.9864,410.8597
"Cell_46854",0.3975252,0,0,0,0,0,0,0.005927156,0,0,0.1842656,0.112322,0,0,0,0,0.7647931,0.148242,0,0.5295331,0.5226056,0.1023291,0.4760886,0,0.3411275,0.3871623,0,0,0,0,0,0,0,0.1248069,0,0.4053739,"Epithelial",706.5785,413.8481
"Cell_46855",0.5572994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585771,0,0,0.3816609,0.03434474,0.07577339,0.4530619,0,0.6084629,0.4915789,0,0,0,0,0,0,0,0,0,0,"Epithelial",467.5698,413.9832
"Cell_46856",0.7630368,0,0,0,0,0,0,0,0,0,0.04108571,0,0,0,0,0,0.5992069,0.3077427,0,0.3693628,0.05716314,0.2981663,0.5483823,0,0.8529102,0.7629609,0,0,0,0,0.304873,0,0,0,0,0,"Epithelial",228.2992,415.097
"Cell_46857",0.6859284,0,0.2160216,0,0,0,0,0,0,0,0.126846,0,0,0,0,0,0.5578675,0,0,0.5308085,0.4534327,0.107097,0.3135759,0,0.4011234,0.6582693,0,0,0,0,0.05891911,0,0,0,0,0,"Epithelial",547.3878,416.0884
"Cell_46858",0.2035227,0,0,0,0,0,0,0,0,0,0.01942005,0,0,0,0,0,0.7199231,0.01583933,0,0.6397593,0.6691676,0.05669425,0.4512668,0,0.5801516,0.4939253,0,0,0,0,0.02740933,0,0,0.213397,0,0.03340075,"Epithelial",251.7104,417.0898
"Cell_46859",0.3914028,0,0,0,0,0,0,0,0,0,0.2164946,0.07326929,0,0,0,0,0.7273006,0.06309346,0,0.5863713,0.4634145,0.1529177,0.4081593,0,0.659501,0.5196918,0.08798742,0,0,0,0.1123199,0,0,0.1850878,0,0.1872049,"Epithelial",409.8118,418.6709
"Cell_46860",0.5786207,0,0,0,0,0,0,0,0,0,0.02157357,0,0,0,0,0,0.6964129,0.04606583,0,0.6198571,0.5734344,0.03151156,0.4079511,0,0.5326608,0.4209965,0,0,0,0,0.04348454,0,0,0.1517476,0,0,"Epithelial",447.0226,421.8654
"Cell_46861",0.3461571,0,0,0,0,0,0,0,0,0,0.03500916,0,0,0,0,0,0.7255459,0.03494895,0,0.5186533,0.4417058,0.007204141,0.4393898,0,0.5027025,0.6355181,0,0,0,0,0,0,0,0.003995751,0,0,"Epithelial",376.5791,423.4699
"Cell_46862",0.5705664,0,0.1616545,0,0.01383093,0,0,0,0,0,0.1532594,0.09694464,0,0,0.09080271,0,0.7759995,0,0,0.6575671,0.5281806,0.1777953,0.5559586,0,0.08637297,0.5528587,0,0,0,0,0.2732474,0,0,0.1913731,0,0.3305239,"Epithelial",562.016,425.766
"Cell_46863",0.612891,0,0.02946807,0,0,0,0,0,0,0,0.208061,0.095226,0,0,0,0.01881589,0.6937672,0,0,0.674095,0.6752086,0.3026384,0.5981828,0,0.08579428,0.1411731,0,0,0,0,0.2643853,0,0,0.303946,0,0,"Epithelial",1017.859,424.7228
"Cell_46864",0.4055879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6982622,0,0,0.6138238,0.5953631,0,0.3814461,0,0.52413,0.5669309,0,0,0,0,0.05015914,0,0,0.1818824,0,0,"Epithelial",473.4113,429.5193
"Cell_46865",0.9732649,0,0,0,0,0,0,0,0,0,0.01867975,0,0,0,0,0,0.3671542,0.3956065,0,0.2470108,0.01370917,0.4363311,0.5313838,0,0.9203867,0.7398319,0,0,0,0,0.1816765,0,0,0.0318619,0,0,"Epithelial",179.5125,431.6121
"Cell_46866",0.3610854,0,0,0,0,0,0,0,0,0,0.02770352,0,0,0,0,0,0.7902964,0,0,0.5829515,0.5108332,0.00618671,0.3361594,0,0.2548181,0.3751998,0,0,0,0,0.08477796,0,0,0.0526599,0,0,"Epithelial",498.0361,432.271
"Cell_46867",0.3409823,0,0,0,0,0,0,0,0,0,0.01260536,0,0,0,0,0,0.7579047,0,0,0.5901268,0.6843089,0.04225589,0.5410803,0,0.3819753,0.6847884,0,0,0,0,0.1987683,0,0,0.1219849,0,0,"Epithelial",653.1646,432.4949
"Cell_46868",0.618287,0,0,0,0,0,0,0,0,0,0.09966168,0.002675169,0,0,0,0,0.754361,0,0,0.6587594,0.7231919,0.2038077,0.58017,0,0.05622077,0.1419208,0,0,0,0,0.1770474,0.002184036,0,0.2853757,0,0.1412303,"Epithelial",953.0372,433.0708
"Cell_46869",0.3278851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7352387,0.02833212,0,0.7093664,0.6104767,0.05413095,0.4465281,0,0.5804759,0.4613238,0,0,0,0,0,0,0,0.2963436,0,0,"Epithelial",283.1727,435.9141
"Cell_46870",0.4910833,0,0,0,0,0,0,0,0,0,0.2230103,0,0,0,0,0,0.6878166,0.05492176,0,0.6309465,0.4808278,0.3667914,0.4976856,0,0.621814,0.5391992,0,0,0,0,0.06934837,0,0,0.2069142,0,0,"Epithelial",209.0368,438.0252
"Cell_46871",0.2409105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7662759,0,0,0.7061067,0.7267363,0.02832376,0.4928312,0,0.7047616,0.506112,0,0,0,0,0,0,0,0.234127,0,0,"Epithelial",256.6579,439.9605
"Cell_46872",0.3310298,0,0,0,0,0,0,0,0,0,0.06705067,0,0,0,0,0,0.6950205,0,0,0.6586822,0.6271949,0.1345486,0.4429764,0,0.2718663,0.4343613,0,0,0,0,0,0,0,0.2124762,0,0,"Epithelial",531.5529,440.3092
"Cell_46873",0.6006957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5511739,0,0,0.5286599,0.45454,0.1870137,0.5113204,0,0.7831101,0.7003998,0,0,0,0,0,0,0,0,0,0,"Epithelial",376.8327,441.4618
"Cell_46874",0.6061141,0,0,0,0,0,0,0,0,0,0.005979439,0,0,0,0,0,0.7027197,0.0581481,0,0.5910671,0.3502861,0.1125933,0.4738138,0,1.010282,0.8503097,0,0,0,0,0.3467599,0,0,0.1620171,0,0,"Epithelial",399.1721,441.6066
"Cell_46875",0.5183846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7315722,0,0,0.5780802,0.4183024,0,0.4301406,0,0.5675321,0.4785084,0,0,0,0,0,0,0,0.08890963,0,0,"Epithelial",457.4748,441.8208
"Cell_46876",0.2771552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7293997,0.02093132,0,0.5894185,0.6243179,0.07541885,0.4238689,0,0.3745295,0.4095397,0,0,0,0,0.002538082,0,0,0.1721291,0,0,"Epithelial",356.72,439.5356
"Cell_46877",0.8135177,0,0,0,0,0,0,0.103372,0,0,0.3749515,0.151024,0,0,0,0,0.6525764,0.2627994,0,0.610177,0.5779834,0.2722312,0.5403888,0,0.7401595,0.5805623,0,0,0,0,0.08595345,0,0,0.2289349,0,0,"Epithelial",171.3117,446.6259
"Cell_46878",0.2669615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8050939,0,0,0.6691147,0.4202519,0.04071583,0.5160211,0,0.2819923,0.4376712,0,0,0,0,0,0,0,0.148988,0,0,"Epithelial",671.0361,446.148
"Cell_46879",0.5117117,0,0,0,0,0,0,0.08958331,0,0,0.2521994,0.1780493,0,0,0,0,0.7439855,0.1064167,0,0.6769244,0.4958353,0.1797996,0.6342832,0,0.3999751,0.4205937,0,0,0,0,0.05699759,0,0,0.3016676,0,0,"Epithelial",696.0443,447.4678
"Cell_46880",0.7025715,0,0,0,0,0.004250127,0,0.0200038,0,0,0.1503595,0.08938483,0,0,0,0,0.7641175,0,0,0.6960126,0.5545725,0.110449,0.5723183,0,0.1422858,0.3191226,0,0,0,0,0.3190148,0,0,0.2910895,0,0,"Epithelial",976.6774,447.3364
"Cell_46881",0.684475,0,0,0,0,0,0,0.007594619,0,0,0.09402041,0.0468862,0,0,0,0,0.644662,0.1010222,0,0.5922589,0.3279179,0.2016225,0.5802345,0,0.1672249,0.4992664,0,0,0,0,0.2475396,0,0,0.1468183,0,0,"Epithelial",727.0539,449.812
"Cell_46882",0.4739628,0,0,0,0.04252779,0,0,0,0,0,0.120781,0,0,0,0,0,0.681223,0,0,0.5681999,0.1996816,0.2978318,0.4446335,0,0.3763732,0.3150479,0,0,0,0,0,0,0,0.1939537,0,0,"Epithelial",51.84153,455.1612
"Cell_46883",0.4094548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736982,0.02284085,0,0.5155858,0.3908775,0.1360607,0.3185892,0,0.4244942,0.5731226,0,0,0,0,0.06518599,0,0,0.05825512,0,0,"Epithelial",426.9542,458.1307
"Cell_46884",0.1881244,0,0,0,0,0,0,0,0,0,0.07153215,0.03343502,0,0,0,0,0.708475,0.005215237,0,0.6815142,0.6153278,0.08326159,0.4730677,0,0.3580702,0.3540132,0,0,0,0,0,0,0,0.2779609,0,0,"Epithelial",120.1453,460.136
"Cell_46885",0.221729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729136,0,0,0.7617837,0.5253714,0,0.3370151,0,0.5197084,0.3928341,0,0,0,0,0.0128258,0,0,0.3141154,0,0,"Epithelial",468.6068,457.7575
"Cell_46886",0.5629304,0,0,0,0,0,0,0,0,0,0.06637411,0.004805168,0,0,0,0,0.6935927,0,0,0.5722613,0.428135,0.06787124,0.3753046,0,0.6270929,0.3918488,0,0,0,0,0.08098295,0,0,0.04103959,0,0,"Epithelial",500.9708,459.2949
"Cell_46887",0.3288797,0,0,0,0,0,0,0,0,0,0.06928299,0,0,0.04291929,0,0,0.676586,0.07949225,0,0.596661,0.5072548,0.1812249,0.4903904,0,0.4326658,0.3400796,0,0,0,0,0,0.02086681,0,0.2136624,0,0,"Epithelial",148.606,460.5216
"Cell_46888",0.3713825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7471575,0,0,0.6392637,0.5468,0.160365,0.4066292,0,0.3750209,0.3736744,0,0,0,0,0,0,0,0.1683755,0,0,"Epithelial",223.9828,461.7098
"Cell_46889",0.2846116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4089192,0.01504975,0,0.270361,0.2479323,0.3277633,0.7168114,0,0.8283159,0.7160742,0,0,0,0,0.1008375,0,0,0.195896,0,0,"Epithelial",187.0604,464.3087
"Cell_46890",0.5062806,0,0,0,0,0,0,0,0,0,0.02066212,0.01661978,0,0,0,0,0.7518868,0.04118053,0,0.5994322,0.476325,0.107417,0.4042959,0,0.7789626,0.6574973,0,0,0,0,0,0,0,0.1458128,0,0,"Epithelial",286.2769,473.0669
