"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","mm","centroidX","centroidY"
"Cell_46704",0.4051258,0,0,0,0,0,0,0,0,0,0.01123241,0.00236481,0,0,0,0,0.7563015,0,0,0.7030366,0.6299099,0.1900453,0.4493658,0,0.246025,0.2893141,0,0,0,0,0,0,0,0.2670407,0,0,"Epithelial",64.80339,204.3178
"Cell_46705",0.4902146,0,0,0,0,0,0,0,0,0,0.05642167,0.04348044,0,0,0,0,0.6873274,0.07261379,0,0.4485363,0.4501135,0.2277495,0.4910758,0,0.5767409,0.4194414,0,0,0,0,0,0,0,0.04707667,0,0,"Epithelial",1135.665,204.9257
"Cell_46706",0.6073163,0,0,0,0,0,0,0,0,0,0.116898,0,0,0,0,0,0.467244,0.02198272,0,0.3384238,0,0.2197413,0.6744373,0,0.3230408,0.5133544,0,0,0,0,0,0.7034268,0,0,0,0,"Epithelial",743.9216,206.6176
"Cell_46707",0.2641067,0,0,0,0,0,0,0,0,0,0.2872933,0.06691447,0,0,0,0,0.7305494,0.1653066,0,0.6462207,0.6590355,0.04275751,0.4798819,0,0.280429,0.6528571,0.007391406,0,0,0,0,0,0,0.2656097,0,0.02932282,"Epithelial",429.7504,208.9186
"Cell_46708",0.3699691,0,0,0,0,0,0,0.04023748,0,0,0.2126038,0.004450795,0,0,0,0,0.7453702,0.09936672,0,0.6474044,0.5692447,0.172067,0.4859589,0,0.3153297,0.4130383,0,0,0,0,0,0.05081471,0,0.3522955,0,0.2691467,"Epithelial",24.40483,210.2087
"Cell_46709",0.4701298,0,0,0,0,0,0,0,0,0.02877918,0.1983539,0.09658651,0,0,0,0,0.7350835,0.07280994,0,0.5818421,0.5429332,0.2045239,0.5084601,0,0.6260405,0.6645831,0,0,0,0,0.1403439,0,0,0.2447446,0,0.328528,"Epithelial",961.6667,211.3508
"Cell_46710",0.7898051,0,0,0,0,0,0,0,0,0,0.08851445,0,0,0,0,0,0.6994475,0.233196,0,0.5315174,0.2862894,0.2529914,0.3406099,0,0.8403396,0.6656232,0,0,0,0,0,0,0,0.0907004,0,0,"Epithelial",854.7915,213.3746
"Cell_46711",0.5127349,0,0,0,0,0,0,0,0,0,0.00743086,0,0,0,0,0,0.7607014,0.0797989,0,0.6720681,0.540271,0.002746181,0.4588261,0,0.5928466,0.8915328,0,0,0,0,0.3922518,0,0,0.2492713,0,0,"Epithelial",931.2326,211.7114
"Cell_46712",0.5131868,0,0,0,0,0,0,0,0,0,0.5900431,0.4204095,0,0,0,0,0.7095249,0,0,0.5589989,0.5928661,0.3930708,0.4452509,0,0.2988515,0.2793856,0,0,0,0,0,0,0,0.3533252,0,0,"Epithelial",1115.256,213.0924
"Cell_46713",0.3572398,0,0,0,0,0,0,0,0,0,0.2513823,0.1031296,0,0,0,0,0.7181634,0,0,0.4940775,0.4482706,0.1530945,0.3851724,0,0.2776134,0.2155293,0,0,0,0,0,0,0,0.07571037,0,0,"Epithelial",1072.984,214.9787
"Cell_46714",0.5474548,0,0,0,0,0,0,0,0,0,0.0814547,0,0,0,0,0,0.7295141,0.0319564,0,0.6071,0.4953582,0.1691802,0.4628133,0,0.6085247,0.4342253,0,0,0,0,0.008346872,0,0,0.1703143,0,0,"Epithelial",1026.414,215.6721
"Cell_46715",0.4654433,0,0,0,0,0,0,0,0,0,0.338874,0.1384705,0,0,0,0,0.576734,0.05509355,0,0.4471294,0.3155987,0.1508261,0.5159508,0,0.7071947,0.3652591,0,0,0,0,0,0,0,0,0,0,"Epithelial",982.918,216.7049
"Cell_46716",0.5903641,0,0,0,0,0,0,0,0,0,0.3062547,0.05401165,0,0,0,0,0.6632276,0.1681353,0,0.4661854,0.2728273,0.1931315,0.3117569,0,0.5938205,0.5010406,0,0,0,0,0.3368744,0,0,0.07749876,0,0.1478536,"Epithelial",828.9059,219.3849
"Cell_46717",0.3809597,0,0,0,0,0,0,0,0,0,0.2870787,0.119743,0,0,0,0,0.7425721,0.0468942,0,0.5909637,0.5662221,0.09837531,0.5392807,0,0.5906249,0.7567586,0,0,0,0,0.08308922,0,0,0.154775,0,0,"Epithelial",402.8557,219.7247
"Cell_46718",0.4592848,0,0,0,0,0,0,0,0,0,0.0186136,0,0,0,0,0,0.722823,0.1422527,0,0.4898093,0.2343434,0.2069372,0.5391564,0,0.8066606,0.4850682,0,0,0,0,0,0,0,0.01362845,0,0,"Epithelial",996.2462,220.8328
"Cell_46719",0.3726441,0,0.2313964,0,0.06997112,0,0,0.01383678,0,0,0.2619871,0.07295787,0,0,0,0.03308722,0.6223662,0.08469054,0,0.5438038,0.3845275,0.3578149,0.4747286,0,0.7734767,0.6360457,0,0,0,0,0,0,0,0.2283094,0,0.5315138,"Epithelial",641.01,222.3327
"Cell_46720",0.3746271,0,0,0,0,0,0,0,0,0,0.004009577,0,0,0,0,0,0.7053552,0.03593529,0,0.7162681,0.5200843,0.1029617,0.4262036,0,0.351219,0.514707,0,0,0,0,0.04471402,0,0,0.2599229,0,0,"Epithelial",508.2962,224.3489
"Cell_46721",0.3170701,0,0,0,0,0,0,0,0,0,0.1310456,0.05270289,0,0,0,0,0.7162922,0,0,0.6252785,0.6598003,0.160566,0.4678617,0,0.3036568,0.4193104,0,0,0,0,0,0,0,0.2362794,0,0,"Epithelial",1098.502,223.4849
"Cell_46722",0.5729102,0,0.002067801,0,0,0,0,0,0,0,0.07307353,0,0,0,0,0,0.7362281,0.1082328,0,0.5321696,0.4577286,0.2347237,0.6085646,0,1.013883,0.737604,0,0,0,0,0.07256909,0.09366187,0,0.1003612,0,0,"Epithelial",1153.088,224.1141
"Cell_46723",0.6170369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7081815,0.0631921,0,0.4426686,0.2636057,0.05785161,0.5947616,0,1.010914,0.8606003,0,0,0,0,0.2726373,0.03534974,0,0,0,0,"Epithelial",466.3856,224.8119
"Cell_46724",0.7039104,0,0.002525554,0,0,0,0,0.02319361,0,0,0.5086362,0.1720073,0,0,0,0.1353117,0.7190552,0.3694162,0,0.6070233,0.5174862,0.4317646,0.482251,0,0.908884,0.793052,0,0,0,0,0.1491928,0,0,0.3506738,0,0.5095717,"Epithelial",611.542,225.3168
"Cell_46725",0.5055261,0,0,0,0,0,0,0,0,0,0.0525544,0,0,0,0,0,0.7040516,0.1605842,0,0.6394697,0.5695047,0.03492407,0.4948122,0,0.6354344,0.7260279,0,0,0,0,0.1136713,0.03453104,0,0.2081876,0,0,"Epithelial",440.4383,227.563
"Cell_46726",0.4047455,0,0,0,0,0,0,0,0,0,0.07178941,0,0,0,0,0,0.7466509,0.04444313,0,0.6541374,0.6903303,0.09637941,0.4666087,0,0.653088,0.7020125,0,0,0,0,0.125989,0,0,0.202728,0,0.01915947,"Epithelial",544.6615,227.5644
"Cell_46727",0.2848445,0,0,0,0,0,0,0.009579384,0,0,0.07302551,0.03263082,0,0,0,0.02619311,0.7654158,0,0,0.5299785,0.6530281,0.1542899,0.4637057,0,0.5343093,0.6087058,0,0,0,0,0,0,0,0.09181246,0,0,"Epithelial",107.2537,229.5461
"Cell_46728",0.6112327,0,0,0,0,0,0,0,0,0,0.1592591,0,0,0,0,0,0.7661657,0.1220783,0,0.5864177,0.5033684,0.2371655,0.5224056,0,0.5780383,0.8166804,0,0,0,0,0.3854932,0,0,0.07792827,0,0,"Epithelial",930.543,230.8242
"Cell_46729",0.4582364,0,0.1270029,0,0,0,0,0,0,0,0.3354219,0.1049283,0,0,0,0,0.6865222,0.1353191,0,0.5958332,0.6007408,0.293841,0.5728939,0,0.4812282,0.4933784,0,0,0,0,0.08712563,0.122806,0,0.1801683,0,0,"Epithelial",1175.142,233.2162
"Cell_46730",0.4896341,0,0.03075091,0,0,0,0,0.2206061,0,0.002217137,0.4623467,0.3412475,0,0,0,0.3389929,0.7429013,0.03128224,0,0.6501482,0.5286098,0.2599955,0.507587,0,0.6505085,0.662424,0,0.02725671,0,0,0,0,0,0.1916278,0,0.1774311,"Epithelial",709.4442,232.7558
"Cell_46731",0.20257,0,0,0,0,0,0,0,0,0,0.04199421,0.002520046,0,0,0,0,0.7426514,0.02207889,0,0.6418095,0.4262861,0.03353522,0.2716186,0,0.4095223,0.3087853,0,0,0,0,0,0,0,0.181581,0,0,"Epithelial",870.7024,231.7276
"Cell_46732",0.0961247,0,0,0,0,0,0,0.387003,0,0,0.4427011,0.1560279,0,0,0,0,0.798981,0,0,0.6670312,0.6906283,0.03092769,0.5433252,0,0.6805961,0.5563331,0,0,0,0,0,0,0,0.2409171,0,0.7402325,"Epithelial",985.5645,232.8955
"Cell_46733",0.6309167,0,0,0,0,0,0,0,0,0.07501511,0.3759578,0.07095233,0,0,0,0,0.6778647,0.4459085,0,0.4638525,0.1832588,0.1352949,0.7117284,0,0.4588957,0.7802455,0,0,0,0,0.03059838,0.08448812,0,0.1410845,0,0.2528183,"Epithelial",595.3915,233.8704
"Cell_46734",0.08945665,0,0.003880879,0,0.07639532,0,0,0.006366022,0,0.05166357,0.36197,0.2035949,0,0.03759119,0.04200091,0,0.7875324,0,0,0.6642724,0.5755482,0.2649141,0.5160761,0.007669937,0.58377,0.3221528,0,0,0,0,0,0,0,0.3189952,0,0.2414645,"Epithelial",327.6085,224.566
"Cell_46735",0.6611598,0,0.03881446,0,0,0,0,0,0,0.03358279,0.1912098,0.06228915,0,0,0,0,0.7303255,0.04935871,0,0.5480329,0.5378383,0.4289979,0.664407,0,0.3992479,0.4259082,0,0,0,0,0,0.161077,0,0.2504708,0,0.03062552,"Epithelial",1377.031,235.1116
"Cell_46736",0.3706687,0,0,0,0,0,0,0.07518,0,0,0.1545779,0.04158259,0,0,0,0,0.684508,0.084196,0,0.5764418,0.5342605,0.07281715,0.4912701,0,0.6141472,0.6112528,0,0,0,0,0.1683708,0,0,0.1151692,0,0.1269153,"Epithelial",959.1071,236.7207
"Cell_46737",0.4520158,0,0,0,0,0,0,0,0,0,0.01495824,0,0,0,0,0,0.6307015,0,0,0.5328171,0.4875802,0.1012095,0.5176401,0,0.5444823,0.4866597,0,0,0,0,0,0,0,0.00511127,0,0,"Epithelial",11.42165,237.7123
"Cell_46738",0.4615357,0,0,0,0,0,0,0,0,0,0.1118696,0.03477948,0,0,0,0,0.5835924,0.01356317,0,0.4344305,0.3227594,0.1343943,0.5141566,0,1.107192,0.6833156,0,0,0,0,0.1016718,0,0,0.09937849,0,0,"Epithelial",1021.766,238.7339
"Cell_46739",0.7304864,0,0,0,0,0,0,0,0,0,0.2409324,0.08620327,0,0,0,0,0.6126207,0.197053,0,0.3356353,0.1996975,0.2235655,0.6385373,0,0.5507039,0.4297768,0,0,0,0,0.1354029,0,0,0.1630906,0,0.1394685,"Epithelial",1047.252,240.6023
"Cell_46740",0.3723973,0,0,0,0,0.006054131,0,0,0,0.01807744,0.08373317,0,0,0,0,0,0.7289845,0.09461007,0,0.6071136,0.6703368,0.03177886,0.4459582,0,0.737867,0.7831682,0.2330639,0,0,0,0.2361756,0.0109722,0,0.2182224,0,0.2572395,"Epithelial",481.3414,244.6842
"Cell_46741",0.712597,0,0,0,0,0,0,0,0,0,0.312842,0.134886,0,0,0.03351311,0,0.7519641,0,0,0.5249857,0.2975066,0.2232208,0.4403069,0,0.4961994,0.4987598,0,0,0,0,0,0,0,0.03841519,0,0.291586,"Epithelial",807.4571,245.7025
"Cell_46742",0.7186428,0,0,0,0,0,0,0,0,0,0.4913836,0.2217515,0,0,0,0,0.4853006,0.5254254,0,0.5100903,0.4037304,0.3435385,0.4929528,0,0.8459343,0.7151503,0,0,0,0,0,0,0,0.2278857,0,0.3738244,"Epithelial",608.1592,246
"Cell_46743",0.5203645,0,0,0,0,0,0,0.1073429,0,0,0.2769732,0.1455449,0,0,0,0.1894189,0.6916366,0.1839844,0,0.5334078,0.4972258,0.4616861,0.3994542,0,0.8963193,0.8229368,0,0.1425816,0,0,0,0,0,0.04169251,0,0.1094165,"Epithelial",729.5285,245.7565
"Cell_46744",0.05857107,0,0,0,0.009961101,0,0,0,0,0,0.0664698,0.02518884,0,0,0.003744148,0,0.7361634,0.003067803,0,0.662053,0.6851953,0.06032857,0.4202905,0,0.5359023,0.3951359,0,0,0,0,0,0,0,0.3053128,0,0.2239967,"Epithelial",150.3187,250.6676
"Cell_46745",0.4644604,0,0.08149976,0,0,0,0,0,0,0,0.2387507,0.05332914,0,0,0,0,0.7665973,0.1136594,0,0.532686,0.2728745,0.2045333,0.3764412,0,0.8194578,0.5288138,0,0,0,0,0,0,0,0.02379013,0,0,"Epithelial",856.1903,250.1261
"Cell_46746",0.4281029,0,0,0,0,0,0,0.1820645,0,0,0.3226042,0.1207346,0,0,0,0.34146,0.7342848,0.2100132,0,0.6765401,0.6447482,0,0.4806581,0,0.553845,0.730151,0,0,0,0,0.08819625,0,0,0.286214,0,0.2623193,"Epithelial",418.1586,250.3992
"Cell_46747",0.6139237,0,0,0,0,0,0,0,0,0,0.4205612,0.1939411,0,0,0,0,0.6712494,0.1412876,0,0.5526357,0.4611226,0.2828261,0.4158306,0,0.689826,0.5859437,0,0,0,0,0,0,0,0.1409662,0,0,"Epithelial",827.8384,249.8035
"Cell_46748",0.3722335,0,0,0,0,0,0,0,0,0,0.02106046,0,0,0,0,0,0.7463373,0,0,0.5676211,0.5131484,0.09243949,0.3909011,0,0.2861268,0.2621582,0,0,0,0,0,0,0,0.1337152,0,0,"Epithelial",49.43491,250.374
"Cell_46749",0.3552394,0,0,0,0,0,0,0.005294703,0,0,0.07778089,0,0,0,0,0.004754773,0.7909817,0.09883971,0,0.5882143,0.6707215,0.01355569,0.4980064,0,0.338458,0.823729,0,0,0,0,0.1482161,0,0,0.082336,0,0,"Epithelial",395.1753,250.503
"Cell_46750",0.416021,0,0.08707461,0,0.06408931,0,0,0.04818372,0,0,0.2804834,0.07577557,0,0,0,0.1007234,0.5497371,0.1662907,0,0.4557173,0.3763926,0.04982177,0.4543448,0,0.9833485,0.8874984,0,0,0,0,0.08742791,0,0,0.09056776,0,0.4440411,"Epithelial",619.6667,251.4103
"Cell_46751",0.6407392,0,0.00756189,0,0,0,0,0,0,0,0.06935853,0,0,0,0,0,0.5208558,0.02562418,0,0.4256133,0.4088387,0.1686274,0.594676,0,0.7639265,0.4601334,0,0,0,0,0,0.3920757,0,0,0,0,"Epithelial",1191.926,251.6914
"Cell_46752",0.7185804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5228793,0.3304721,0,0.2520928,0.06178289,0,0.5391421,0,0.8933725,1.039425,0,0,0,0,0.5199378,0,0,0,0,0,"Epithelial",526.1524,252.8238
"Cell_46753",0.4574834,0,0.04746224,0,0,0,0,0.250113,0,0.05192078,0.4122456,0.3529625,0,0,0,0.1138272,0.7908718,0,0,0.710437,0.5133972,0.00801627,0.5082228,0,0.4113382,0.6094838,0,0.007923697,0,0,0,0,0,0.3082561,0,0.1123708,"Epithelial",687.7658,252.8451
"Cell_46754",0.5632406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6595721,0.343759,0,0.5040343,0.3256671,0.2679578,0.6578375,0,1.21199,0.9431779,0,0,0,0,0.4127257,0,0,0,0,0,"Epithelial",539.2053,254.4702
"Cell_46755",0.4149224,0,0,0,0,0,0,0.06876392,0,0.006306646,0.08559395,0.03297173,0,0,0,0,0.7048867,0.017306,0,0.6401519,0.5700386,0.153551,0.5135161,0,0.2715323,0.3526162,0,0,0,0,0.004796228,0,0,0.2101161,0,0.02572871,"Epithelial",974.194,255.8556
"Cell_46756",0.3310008,0,0.007799566,0,0.01226107,0,0,0.2448592,0,0,0.4953226,0.380286,0,0,0,0.3313243,0.6999607,0.02202589,0,0.4521809,0.3281523,0.102309,0.5117298,0,0.8884188,0.7522965,0,0,0,0,0.1255861,0,0,0.001762412,0,0.2087292,"Epithelial",639.6405,256.554
"Cell_46757",0.5326024,0,0.09015166,0,0.02124931,0,0,0.1503629,0,0,0.53339,0.4010016,0,0,0,0.2381625,0.6865494,0.1044108,0,0.683078,0.4800514,0.1500622,0.534856,0,0.8335077,0.8805513,0,0,0,0,0.3235968,0,0,0.2660047,0,0.3079698,"Epithelial",662.6978,259.346
"Cell_46758",0.5113733,0,0,0,0,0,0,0,0,0.1256195,0.3889717,0,0,0,0,0,0.7629275,0.06855065,0,0.7041409,0.6025895,0.3780274,0.3938641,0,0.4917504,0.6670842,0,0,0,0,0.06983774,0,0,0.5559533,0,0.8064729,"Epithelial",439.0017,258.2143
"Cell_46759",0.1344979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7906227,0,0,0.7656479,0.7504142,0.001257794,0.3799913,0,0.3886057,0.5085411,0,0,0,0,0.03546109,0,0,0.3892495,0,0,"Epithelial",557.7123,260.5537
"Cell_46760",0.5981261,0,0,0,0,0,0,0,0,0,0.1870411,0,0,0,0,0,0.7686488,0.1826293,0,0.5831011,0.4231594,0.06188493,0.4680376,0,0.9823058,0.9147754,0,0,0,0,0.2117223,0,0,0.1140751,0,0.01168529,"Epithelial",590.4532,261.3316
"Cell_46761",0.3333595,0,0,0,0,0,0,0,0,0,0.09201021,0,0,0,0,0,0.6946065,0.06047627,0,0.7083229,0.6792573,0.00611323,0.4561138,0,0.4496999,0.6102864,0,0,0,0,0.1143045,0,0,0.2601545,0,0,"Epithelial",374.8056,266.7376
"Cell_46762",0.478521,0,0,0,0,0,0,0,0,0,0.1381183,0,0,0,0,0,0.7155886,0.07340477,0,0.5912306,0.5506443,0.07294388,0.5505587,0,0.5677106,0.5722537,0,0,0,0,0,0,0,0.1147149,0,0.0415266,"Epithelial",919.7073,267.9063
"Cell_46763",0.5231495,0,0,0,0,0,0,0,0,0,0.07657947,0.01652586,0,0,0,0.008290603,0.7237867,0.2743503,0,0.5794616,0.6000308,0.01933129,0.4862913,0,0.73931,0.8379054,0,0,0,0,0.2399141,0,0,0.1456276,0,0,"Epithelial",507.1643,270.6188
"Cell_46764",0.6999951,0,0.02710789,0,0,0,0,0.007550591,0,0,0.1449216,0.0605424,0,0,0,0,0.7187956,0.05844022,0,0.5853586,0.59486,0.4083511,0.5247446,0,0.1093053,0.285001,0,0,0,0,0.1167887,0.03735271,0.003671363,0.1635942,0,0,"Epithelial",1171.186,270.0547
"Cell_46765",0.6844529,0,0,0,0,0,0,0.03088674,0,0.01357004,0.1453243,0.04497661,0,0,0,0,0.6944684,0.4434501,0,0.5088472,0.4015655,0.2810311,0.5729572,0,0.7490909,0.5941006,0,0,0,0,0.05907496,0,0,0.04347128,0,0,"Epithelial",944.274,272.2183
"Cell_46766",0.4467621,0,0,0,0,0.02979674,0,0,0,0.04573686,0.2370847,0,0,0,0,0,0.7410142,0.2213621,0,0.6512254,0.6266581,0.09503549,0.4727074,0,0.5239711,0.8836598,0.004359287,0,0,0,0.260987,0.003925776,0,0.3287599,0,0.4225532,"Epithelial",459.6712,273.8925
"Cell_46767",0.3419281,0,0,0,0.07134581,0,0,0,0,0,0.157547,0.0584856,0,0,0.003001093,0,0.7499017,0.01844026,0,0.6324441,0.6510786,0.2324192,0.4373637,0,0.3820334,0.4000455,0,0,0,0,0.03215437,0,0,0.2598847,0,0.2261052,"Epithelial",158.9013,276.3569
"Cell_46768",0.3639048,0,0,0,0,0,0,0,0,0,0.001478799,0,0,0,0,0,0.7733001,0,0,0.6807512,0.659648,0,0.3731155,0,0.8456743,0.7800484,0,0,0,0,0.09796615,0,0,0.2415946,0,0,"Epithelial",630.6672,276.6723
"Cell_46769",0.2945967,0,0,0,0,0.06718537,0,0.01471605,0,0,0.0394441,0.01138484,0,0,0,0.03518301,0.716965,0.1571725,0,0.6152892,0.6738018,0.01256085,0.5054089,0,0.6379957,0.8016603,0,0,0,0,0.1931694,0,0,0.1504581,0,0,"Epithelial",397.315,281.2556
"Cell_46770",0.2507924,0,0,0,0,0,0,0.1716547,0,0,0.4339595,0.3235189,0,0,0,0,0.8141311,0,0,0.705727,0.7503094,0.01258848,0.4391663,0,0.5095254,0.7071608,0.05053117,0,0,0,0.1324092,0,0,0.2973745,0,0.4841988,"Epithelial",681.1609,281.4689
"Cell_46771",0.216706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7794677,0.05420657,0,0.7551546,0.5875237,0.03770201,0.3564491,0,0.5318513,0.6475922,0,0,0,0,0.08001719,0,0,0.3230414,0,0,"Epithelial",546.3855,282.1419
"Cell_46772",0.06404035,0,0,0,0,0,0,0.01246754,0,0,0.09691495,0.0283222,0,0,0,0.001066403,0.7567658,0.0367858,0,0.6677936,0.5827744,0.04048792,0.365267,0,0.3539026,0.5376863,0.3860956,0,0,0,0.09696018,0,0,0.2069685,0,0.08754049,"Epithelial",707.0379,281.6605
"Cell_46773",0.3584477,0,0,0,0,0,0,0,0,0.01006152,0.3770927,0.003038674,0,0,0,0,0.6883426,0.04139761,0,0.7240238,0.503313,0.6399005,0.4028234,0,0.4934293,0.6282099,0,0,0,0,0.06703944,0,0,0.3083284,0,0.5629152,"Epithelial",585.5343,286.6398
"Cell_46774",0.4152647,0,0,0,0,0.02861352,0,0.009991937,0,0,0.1386055,0.00662607,0,0,0,0.03344778,0.7448871,0.06700359,0,0.6626372,0.6574586,0.04996048,0.5145341,0,0.4530114,0.7422594,0,0,0,0,0.08917641,0,0,0.2282453,0,0.04980299,"Epithelial",422.4614,285.1887
"Cell_46775",0.1201864,0,0,0,0,0,0,0,0,0.01795742,0.1768643,0.01987836,0,0,0,0,0.7667241,0.003520506,0,0.6382107,0.5302846,0.1027843,0.3837348,0,0.3967936,0.4967324,0.3398777,0,0,0,0,0,0,0.2294645,0,0.2897855,"Epithelial",736.6719,286.821
"Cell_46776",0.5247685,0,0,0,0,0,0,0.183112,0,0,0.2803511,0.1945084,0,0,0,0.3209464,0.741789,0.1767648,0,0.5796041,0.2818389,0.2662986,0.4987815,0,0.6103232,0.6753376,0,0,0,0,0.05621525,0,0,0.00620766,0,0,"Epithelial",528.8858,288.2976
"Cell_46777",0.4030305,0,0,0,0,0,0,0,0,0,0.09949498,0,0,0,0,0,0.7523381,0.01083328,0,0.7570561,0.6066897,0.03312382,0.4277419,0,0.8555833,0.8138906,0,0,0,0,0.2977558,0,0,0.3433157,0,0.03843856,"Epithelial",565.43,289.1135
"Cell_46778",0.4848958,0,0,0,0.03657922,0,0,0,0,0,0.1970326,0.02484765,0,0,0.06581952,0,0.7656572,0.01528915,0,0.7098444,0.5168189,0.2153701,0.4658746,0,0.424585,0.4674692,0,0,0,0,0,0,0,0.3451934,0,0.2904364,"Epithelial",317.133,289.3693
"Cell_46779",0.4738532,0,0,0,0,0.003749123,0,0,0,0.03099122,0.2003852,0.02495027,0,0,0,0,0.7031985,0.06675982,0,0.589384,0.5300252,0.06296735,0.4696378,0,0.5770411,0.8333364,0,0,0,0,0.1228173,0.005096037,0,0.1576476,0,0.03075269,"Epithelial",479.103,291.0542
"Cell_46780",0.3497191,0,0,0,0,0,0,0,0,0,0.1598368,0,0,0,0,0,0.7523891,0.007980522,0,0.6268656,0.5196221,0.1451725,0.4286165,0,0.5720885,0.6229826,0,0,0,0,0.02706665,0,0,0.1656171,0,0.06184572,"Epithelial",614.5611,291.573
"Cell_46781",0.370425,0,0,0,0.03613175,0,0,0.02537116,0,0,0.1649897,0.07955354,0,0,0,0,0.7166046,0.03432054,0,0.7101908,0.541353,0.08733527,0.467388,0,0.4166896,0.4845547,0,0,0,0,0.04303515,0.002617193,0,0.3241226,0,0.006854841,"Epithelial",294.5811,299.6841
"Cell_46782",0.4548016,0,0,0,0,0,0,0,0,0,0.05187152,0,0,0,0,0,0.7568702,0.1328747,0,0.6558296,0.6807382,0.02405781,0.5206539,0,0.7357163,0.9238982,0,0,0,0,0.3578847,0.0279972,0,0.2826671,0,0,"Epithelial",437.8426,298.6957
"Cell_46783",0.6320477,0,0,0,0,0,0,0,0,0,0.0385622,0,0,0,0,0,0.7410845,0.01691445,0,0.4087999,0.4667559,0.2659382,0.5124559,0,0.3167337,0.54336,0.02249716,0,0,0,0,0,0,0.0241397,0,0.0868698,"Epithelial",905.0485,301.3739
"Cell_46784",0.2402123,0,0,0,0,0,0,0,0,0,0.01323301,0,0,0,0,0,0.7849681,0,0,0.6023454,0.500598,0.01710914,0.2542987,0,0.4153347,0.6331271,0,0,0,0,0.07401831,0,0,0.1337011,0,0,"Epithelial",645.0353,298.5
"Cell_46785",0.2212566,0,0,0,0,0,0,0.02945553,0,0,0.0375255,0.02083412,0,0,0,0,0.7430314,0.03550201,0,0.5641196,0.477686,0.03466696,0.2376191,0,0.2863456,0.5426149,0.1476644,0,0,0,0.01230047,0,0,0.06046012,0,0.01253023,"Epithelial",674.741,303.2229
"Cell_46786",0.4500431,0,0,0,0,0,0,0,0,0.08040124,0.4133147,0.03161567,0,0,0,0,0.7055779,0.2331277,0,0.547723,0.3937006,0.6497614,0.4532506,0,0.6130682,0.6647484,0,0,0,0,0.03672406,0,0,0.08418949,0,0.6172829,"Epithelial",731.9218,307.26
"Cell_46787",0.7818882,0,0,0,0,0.02705591,0,0,0,0,0.008943159,0,0,0,0,0,0.4131193,0.1563419,0,0.4118097,0.4453422,0.02886423,0.557746,0,0.8769661,0.8781947,0,0,0,0,0.2629912,0,0,0,0,0,"Epithelial",373.7982,307.8046
"Cell_46788",0.4020728,0,0,0,0,0,0,0,0,0,0.2157896,0,0,0,0,0,0.7377153,0.08991536,0,0.6872674,0.4645815,0.05477461,0.3933746,0,0.7215679,0.745262,0,0,0,0,0.1953907,0,0,0.2544002,0,0,"Epithelial",551.8173,312.8356
"Cell_46789",0.3452579,0,0,0,0,0,0,0.07245433,0,0.1077169,0.2168083,0.1042023,0,0,0,0,0.7088776,0.05355984,0,0.6547717,0.5393233,0.0591186,0.4213238,0,0.3856353,0.514206,0,0,0,0,0.01299605,0,0,0.2173242,0,0.199126,"Epithelial",605.0667,315.3197
"Cell_46790",0.3477675,0,0,0,0,0,0,0.007858064,0,0,0.1906505,0.04936528,0,0,0,0.02233145,0.6903231,0,0,0.6320449,0.5862413,0.3625578,0.4107257,0,0.4587686,0.3567736,0,0,0,0,0.1253496,0.008508594,0,0.3417889,0,0.2404908,"Epithelial",193.1482,318.4423
"Cell_46791",0.5976776,0,0,0,0,0,0,0,0,0,0.004849926,0,0,0,0,0,0.7509015,0.04965905,0,0.6701866,0.6554748,0.3546856,0.559599,0,0,0.3674209,0,0,0,0,0.1656886,0,0,0.2350572,0,0,"Epithelial",971.2188,313.3213
"Cell_46792",0.4696083,0,0,0,0,0,0,0,0,0,0.02447408,0,0,0,0,0,0.7446913,0.1678237,0,0.5615261,0.496121,0.01028704,0.5007951,0,0.4895016,0.8178035,0,0,0,0,0.09035222,0.09374068,0,0.0833364,0,0,"Epithelial",458.1807,315.5259
"Cell_46793",0.368002,0,0,0,0,0.289792,0,0,0,0,0.151751,0,0,0,0,0,0.7385873,0.1405951,0,0.6709768,0.656031,0.04948211,0.5080287,0,0.3968043,0.7680227,0,0,0,0,0.1087359,0,0,0.2605506,0,0,"Epithelial",410.9792,317.9146
"Cell_46794",0.7804884,0,0,0,0,0,0,0.09381337,0,0.06271365,0.3054119,0.1354517,0,0,0,0,0.3571087,0.218419,0,0.486714,0.1287936,0.300015,0.541618,0,0.9260929,0.7038243,0,0,0,0,0.3754995,0,0,0.07901656,0,0,"Epithelial",579.5601,320.3004
