"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2018,"AB","NA - 22","Phosphorus (total)","Phosphore (total)",10.084800000,10
2018,"AB","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000014600,1
2018,"AB","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",5.642000000,7
2018,"AB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000001251,27
2018,"AB","NA - M08","Total particulate matter","Matière particulaire totale",137800.183423000,2036
2018,"AB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",47161.461485000,2258
2018,"AB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",12704.384819000,2262
2018,"AB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",1505.403400000,68
2018,"AB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",118791.977674000,2105
2018,"AB","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",1.915193000,15
2018,"BC","100-41-4","Ethylbenzene","Éthylbenzène",19.513600000,11
2018,"BC","100-42-5","Styrene","Styrène",334.649600000,6
2018,"BC","10049-04-4","Chlorine dioxide","Dioxyde de chlore",175.573000000,8
2018,"BC","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",0.431400000,4
2018,"BC","107-02-8","Acrolein","Acroléine",10.612000000,1
2018,"BC","107-21-1","Ethylene glycol","Éthylène glycol",0.118500000,4
2018,"BC","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",2.852000000,2
2018,"BC","108-88-3","Toluene","Toluène",65.132400000,25
2018,"BC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",35.597200000,7
2018,"BC","110-54-3","n-Hexane","n-Hexane",69.263300000,18
2018,"BC","110-82-7","Cyclohexane","Cyclohexane",1.738000000,8
2018,"BC","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",54353.928195000,433
2018,"BC","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",0.000000000,1
2018,"BC","115-07-1","Propylene","Propylène",44.456100000,2
2018,"BC","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000138255,23
2018,"BC","120-12-7","Anthracene","Anthracène",0.083684000,6
2018,"BC","129-00-0","Pyrene","Pyrène",0.169385400,20
2018,"BC","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",0.011000000,1
2018,"BC","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",59.958500000,22
2018,"BC","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000693700,7
2018,"BC","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000452400,5
2018,"BC","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000069000,5
2018,"BC","198-55-0","Perylene","Pérylène",0.000069100,4
2018,"BC","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000040400,1
2018,"BC","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000426000,6
2018,"BC","206-44-0","Fluoranthene","Fluoranthène",0.167556900,17
2018,"BC","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000070500,5
2018,"BC","208-96-8","Acenaphthylene","Acénaphtylène",0.197464800,18
2018,"BC","218-01-9","Chrysene","Chrysène",0.206879400,11
2018,"BC","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.002114300,2
2018,"BC","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",495.229000000,6
2018,"BC","50-00-0","Formaldehyde","Formaldéhyde",377.379300000,22
2018,"BC","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.000112800,6
2018,"BC","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000012000,2
2018,"BC","5522-43-0","1-Nitropyrene","1-Nitropyrène",0.000012100,1
2018,"BC","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000747300,7
2018,"BC","630-08-0","Carbon monoxide","Monoxyde de carbone",108276.482798000,428
2018,"BC","67-56-1","Methanol","Méthanol",3126.869200000,57
2018,"BC","67-63-0","Isopropyl alcohol","Alcool isopropylique",49.867600000,8
2018,"BC","71-36-3","n-Butyl alcohol","Butan-1-ol",11.053000000,2
2018,"BC","71-43-2","Benzene","Benzène",20.465700000,15
2018,"BC","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",0.003600000,1
2018,"BC","7446-09-5","Sulphur dioxide","Dioxyde de soufre",45248.819357000,308
2018,"BC","74-85-1","Ethylene","Éthylène",19.259500000,2
2018,"BC","75-05-8","Acetonitrile","Acétonitrile",9.246000000,1
2018,"BC","75-07-0","Acetaldehyde","Acétaldéhyde",175.660700000,12
2018,"BC","75-15-0","Carbon disulphide","Disulfure de carbone",66.691000000,1
2018,"BC","7647-01-0","Hydrochloric acid","Acide chlorhydrique",1803.813100000,17
2018,"BC","7664-39-3","Hydrogen fluoride","Fluorure d'hydrogène",167.520000000,1
2018,"BC","7664-93-9","Sulphuric acid","Acide sulfurique",89.844600000,12
2018,"BC","7697-37-2","Nitric acid","Acide nitrique",0.036000000,1
2018,"BC","7782-50-5","Chlorine","Chlore",0.154200000,1
2018,"BC","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",241.065000000,18
2018,"BC","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",6.204000000,1
2018,"BC","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",12.376000000,4
2018,"BC","83-32-9","Acenaphthene","Acénaphtène",0.886731000,11
2018,"BC","85-01-8","Phenanthrene","Phénanthrène",1.283890700,21
2018,"BC","86-73-7","Fluorene","Fluorène",0.568948600,14
2018,"BC","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",0.120900000,4
2018,"BC","91-20-3","Naphthalene","Naphtalène",1.400000000,3
2018,"BC","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",1.461700000,4
2018,"BC","98-82-8","Cumene","Cumène",0.020000000,2
2018,"BC","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.064900000,1
2018,"BC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.321903200,38
2018,"BC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.213102446,43
2018,"BC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",1.820300000,7
2018,"BC","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.062318400,25
2018,"BC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",4.350800000,5
2018,"BC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",1.404807705,49
2018,"BC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",8.021100000,27
2018,"BC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.123279900,29
2018,"BC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.006800000,3
2018,"BC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.580960800,39
2018,"BC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",100.526800000,12
2018,"BC","NA - 16","Ammonia (total)","Ammoniac (total)",1469.286700000,28
2018,"BC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)",0.000000000,1
2018,"BC","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.129971053,35
2018,"BC","NA - 22","Phosphorus (total)","Phosphore (total)",28.794200000,16
2018,"BC","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.047178800,5
2018,"BC","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.239000000,4
2018,"BC","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000896,21
2018,"BC","NA - M08","Total particulate matter","Matière particulaire totale",139018.805836000,423
2018,"BC","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",59486.388842000,503
2018,"BC","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",12322.496477000,513
2018,"BC","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",968.139000000,19
2018,"BC","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",18736.222530000,387
2018,"BC","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.748466400,11
2018,"MB","100-41-4","Ethylbenzene","Éthylbenzène",38.670000000,2
2018,"MB","100-42-5","Styrene","Styrène",161.321000000,3
2018,"MB","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",2.410200000,2
2018,"MB","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.040000000,1
2018,"MB","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",12.700000000,2
2018,"MB","108-88-3","Toluene","Toluène",136.450000000,9
2018,"MB","110-54-3","n-Hexane","n-Hexane",635.968000000,10
2018,"MB","110-82-7","Cyclohexane","Cyclohexane",21.027000000,1
2018,"MB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",2915.645500000,25
2018,"MB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000269600,6
2018,"MB","120-12-7","Anthracene","Anthracène",0.021703100,2
2018,"MB","124-40-3","Dimethylamine","Diméthylamine",1.873000000,1
2018,"MB","129-00-0","Pyrene","Pyrène",0.022267000,2
2018,"MB","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",115.227500000,9
2018,"MB","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000002600,1
2018,"MB","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000001600,1
2018,"MB","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000000800,1
2018,"MB","198-55-0","Perylene","Pérylène",0.000000900,1
2018,"MB","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000000200,1
2018,"MB","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000000200,1
2018,"MB","206-44-0","Fluoranthene","Fluoranthène",0.038143800,2
2018,"MB","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000000400,1
2018,"MB","208-96-8","Acenaphthylene","Acénaphtylène",1.532541000,1
2018,"MB","218-01-9","Chrysene","Chrysène",0.000002300,1
2018,"MB","50-00-0","Formaldehyde","Formaldéhyde",3.895000000,1
2018,"MB","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.000000200,1
2018,"MB","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000001000,1
2018,"MB","630-08-0","Carbon monoxide","Monoxyde de carbone",2221.632600000,22
2018,"MB","67-56-1","Methanol","Méthanol",411.093300000,12
2018,"MB","67-63-0","Isopropyl alcohol","Alcool isopropylique",53.697300000,6
2018,"MB","71-36-3","n-Butyl alcohol","Butan-1-ol",15.200000000,1
2018,"MB","71-43-2","Benzene","Benzène",0.603200000,2
2018,"MB","7446-09-5","Sulphur dioxide","Dioxyde de soufre",38860.449500000,10
2018,"MB","75-07-0","Acetaldehyde","Acétaldéhyde",11.580000000,1
2018,"MB","7647-01-0","Hydrochloric acid","Acide chlorhydrique",13.713400000,3
2018,"MB","7664-93-9","Sulphuric acid","Acide sulfurique",54.279000000,6
2018,"MB","7782-50-5","Chlorine","Chlore",20.191000000,2
2018,"MB","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",56.107000000,1
2018,"MB","78-79-5","Isoprene","Isoprène",0.137605900,1
2018,"MB","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",52.716300000,4
2018,"MB","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",62.855200000,7
2018,"MB","80-05-7","Bisphenol A","Bisphénol A",0.000002200,1
2018,"MB","83-32-9","Acenaphthene","Acénaphtène",0.124471000,1
2018,"MB","85-01-8","Phenanthrene","Phénanthrène",0.318709100,2
2018,"MB","86-73-7","Fluorene","Fluorène",0.014469000,1
2018,"MB","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",0.088500000,1
2018,"MB","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",7.689000000,1
2018,"MB","98-86-2","Acetophenone","Acétophénone",0.147000000,1
2018,"MB","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",3.270324586,4
2018,"MB","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.411026000,6
2018,"MB","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.000600000,1
2018,"MB","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",1.447320700,4
2018,"MB","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",30.257000000,4
2018,"MB","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",3.537998800,8
2018,"MB","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",2.805600000,3
2018,"MB","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.017490100,3
2018,"MB","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",41.041900000,2
2018,"MB","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.121438300,5
2018,"MB","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",26.227700000,6
2018,"MB","NA - 16","Ammonia (total)","Ammoniac (total)",1957.832700000,8
2018,"MB","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.001134239,5
2018,"MB","NA - 22","Phosphorus (total)","Phosphore (total)",7.760000000,1
2018,"MB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000309,7
2018,"MB","NA - M08","Total particulate matter","Matière particulaire totale",5348.592600000,47
2018,"MB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",2697.823714000,107
2018,"MB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",1206.005361000,102
2018,"MB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",686.014000000,2
2018,"MB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",10108.326500000,46
2018,"NB","100-41-4","Ethylbenzene","Éthylbenzène",0.857200000,1
2018,"NB","10049-04-4","Chlorine dioxide","Dioxyde de chlore",32.681800000,3
2018,"NB","107-02-8","Acrolein","Acroléine",22.000000000,1
2018,"NB","108-88-3","Toluene","Toluène",7.346200000,1
2018,"NB","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",14.700000000,1
2018,"NB","110-54-3","n-Hexane","n-Hexane",11.481000000,2
2018,"NB","110-82-7","Cyclohexane","Cyclohexane",6.848800000,1
2018,"NB","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",12724.176400000,28
2018,"NB","115-07-1","Propylene","Propylène",6.185400000,1
2018,"NB","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000845728,6
2018,"NB","129-00-0","Pyrene","Pyrène",0.061787400,2
2018,"NB","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",13.273200000,1
2018,"NB","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",2.310000000,1
2018,"NB","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000375000,1
2018,"NB","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000231000,1
2018,"NB","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000375000,1
2018,"NB","198-55-0","Perylene","Pérylène",0.000027000,1
2018,"NB","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000158000,1
2018,"NB","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.000796000,1
2018,"NB","206-44-0","Fluoranthene","Fluoranthène",0.088364500,2
2018,"NB","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000553000,1
2018,"NB","208-96-8","Acenaphthylene","Acénaphtylène",2.302109000,2
2018,"NB","218-01-9","Chrysene","Chrysène",0.010577400,2
2018,"NB","50-00-0","Formaldehyde","Formaldéhyde",212.343300000,4
2018,"NB","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.003743600,2
2018,"NB","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000263000,1
2018,"NB","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.009111300,2
2018,"NB","630-08-0","Carbon monoxide","Monoxyde de carbone",24598.899400000,28
2018,"NB","67-56-1","Methanol","Méthanol",963.073200000,12
2018,"NB","67-63-0","Isopropyl alcohol","Alcool isopropylique",15.460000000,1
2018,"NB","67-66-3","Chloroform","Chloroforme",30.650000000,1
2018,"NB","71-43-2","Benzene","Benzène",2.590000000,1
2018,"NB","7446-09-5","Sulphur dioxide","Dioxyde de soufre",21518.361000000,16
2018,"NB","74-87-3","Chloromethane","Chlorométhane",11.832400000,1
2018,"NB","75-07-0","Acetaldehyde","Acétaldéhyde",138.855600000,5
2018,"NB","7647-01-0","Hydrochloric acid","Acide chlorhydrique",26.769500000,2
2018,"NB","7664-93-9","Sulphuric acid","Acide sulfurique",433.500400000,6
2018,"NB","7782-50-5","Chlorine","Chlore",123.998200000,2
2018,"NB","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",47.138000000,2
2018,"NB","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",12.100000000,1
2018,"NB","83-32-9","Acenaphthene","Acénaphtène",0.187385500,2
2018,"NB","85-01-8","Phenanthrene","Phénanthrène",0.572253400,2
2018,"NB","86-73-7","Fluorene","Fluorène",0.025274500,2
2018,"NB","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",1.502100000,1
2018,"NB","98-82-8","Cumene","Cumène",13.920000000,1
2018,"NB","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.368300000,2
2018,"NB","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",6.586827500,6
2018,"NB","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",1.526730800,7
2018,"NB","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.015000000,2
2018,"NB","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.007776340,4
2018,"NB","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.398000000,4
2018,"NB","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",11.187840300,10
2018,"NB","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.571100000,6
2018,"NB","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.048860200,4
2018,"NB","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.112000000,3
2018,"NB","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.007590000,2
2018,"NB","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",4.010200000,7
2018,"NB","NA - 16","Ammonia (total)","Ammoniac (total)",321.693600000,10
2018,"NB","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.018311900,5
2018,"NB","NA - 22","Phosphorus (total)","Phosphore (total)",2.212600000,4
2018,"NB","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.115000000,1
2018,"NB","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.359000000,2
2018,"NB","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000073,9
2018,"NB","NA - M08","Total particulate matter","Matière particulaire totale",3387.235900000,34
2018,"NB","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",2223.968000000,41
2018,"NB","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",1028.911300000,41
2018,"NB","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",126.778100000,2
2018,"NB","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",3128.871900000,27
2018,"NB","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.032500000,1
2018,"NL","100-41-4","Ethylbenzene","Éthylbenzène",1.780350000,3
2018,"NL","107-02-8","Acrolein","Acroléine",0.032000000,1
2018,"NL","107-21-1","Ethylene glycol","Éthylène glycol",0.000000000,1
2018,"NL","108-88-3","Toluene","Toluène",23.847500000,5
2018,"NL","110-54-3","n-Hexane","n-Hexane",391.586350000,6
2018,"NL","110-82-7","Cyclohexane","Cyclohexane",26.723000000,1
2018,"NL","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",16388.037600000,31
2018,"NL","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000005441,3
2018,"NL","123-72-8","Butyraldehyde","Butyraldéhyde",0.010000000,1
2018,"NL","129-00-0","Pyrene","Pyrène",0.009055000,2
2018,"NL","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",9.289000000,4
2018,"NL","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.000060000,1
2018,"NL","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.000039500,1
2018,"NL","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.000094500,1
2018,"NL","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.000020000,1
2018,"NL","198-55-0","Perylene","Pérylène",0.000020000,1
2018,"NL","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.000158600,1
2018,"NL","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.008962000,2
2018,"NL","206-44-0","Fluoranthene","Fluoranthène",0.025180000,2
2018,"NL","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.000158600,1
2018,"NL","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",3.044500000,1
2018,"NL","50-00-0","Formaldehyde","Formaldéhyde",20.453000000,2
2018,"NL","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.000019900,1
2018,"NL","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.000025000,1
2018,"NL","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.000530000,1
2018,"NL","630-08-0","Carbon monoxide","Monoxyde de carbone",8885.504500000,13
2018,"NL","67-56-1","Methanol","Méthanol",223.126400000,4
2018,"NL","67-63-0","Isopropyl alcohol","Alcool isopropylique",0.288000000,1
2018,"NL","71-43-2","Benzene","Benzène",32.019611000,6
2018,"NL","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",27.310700000,2
2018,"NL","7446-09-5","Sulphur dioxide","Dioxyde de soufre",17619.869500000,6
2018,"NL","75-07-0","Acetaldehyde","Acétaldéhyde",1.875000000,1
2018,"NL","75-09-2","Dichloromethane","Dichlorométhane",0.025000000,1
2018,"NL","7647-01-0","Hydrochloric acid","Acide chlorhydrique",106.555000000,1
2018,"NL","7664-93-9","Sulphuric acid","Acide sulfurique",202.449800000,4
2018,"NL","7782-50-5","Chlorine","Chlore",4.008500000,1
2018,"NL","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",0.718000000,1
2018,"NL","83-32-9","Acenaphthene","Acénaphtène",0.007350000,1
2018,"NL","85-01-8","Phenanthrene","Phénanthrène",0.096929000,3
2018,"NL","86-73-7","Fluorene","Fluorène",0.048430000,2
2018,"NL","91-20-3","Naphthalene","Naphtalène",0.041000000,2
2018,"NL","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",4.501800000,3
2018,"NL","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.843611500,4
2018,"NL","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.072378500,6
2018,"NL","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",2.418000000,2
2018,"NL","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.548570500,6
2018,"NL","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",1.014000000,3
2018,"NL","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",1.994580300,7
2018,"NL","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",14.869600000,4
2018,"NL","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.030272000,3
2018,"NL","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",16.729400000,4
2018,"NL","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.227586000,4
2018,"NL","NA - 13","Silver (and its compounds)","Argent (et ses composés)",0.000000000,1
2018,"NL","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",1.253500000,3
2018,"NL","NA - 16","Ammonia (total)","Ammoniac (total)",3.971000000,1
2018,"NL","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.000092000,1
2018,"NL","NA - 22","Phosphorus (total)","Phosphore (total)",0.961000000,3
2018,"NL","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.153000000,1
2018,"NL","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.452000000,2
2018,"NL","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000089,3
2018,"NL","NA - M08","Total particulate matter","Matière particulaire totale",13576.149300000,15
2018,"NL","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",4033.128000000,32
2018,"NL","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",1452.467000000,37
2018,"NL","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",4.602900000,1
2018,"NL","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",7232.056600000,16
2018,"NL","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.204537000,3
2018,"NS","100-41-4","Ethylbenzene","Éthylbenzène",0.087800000,1
2018,"NS","100-42-5","Styrene","Styrène",20.916000000,3
2018,"NS","107-02-8","Acrolein","Acroléine",0.502000000,1
2018,"NS","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",5.704000000,2
2018,"NS","108-88-3","Toluene","Toluène",4.555900000,3
2018,"NS","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",12.400000000,1
2018,"NS","110-54-3","n-Hexane","n-Hexane",4.595400000,3
2018,"NS","110-82-7","Cyclohexane","Cyclohexane",0.602300000,2
2018,"NS","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",17379.039600000,37
2018,"NS","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000082059,8
2018,"NS","120-12-7","Anthracene","Anthracène",0.000312400,2
2018,"NS","123-72-8","Butyraldehyde","Butyraldéhyde",0.011000000,1
