"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2020,"NU","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",1307.896847000,33
2020,"NU","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",276.116031000,34
2020,"NU","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",180.202400000,1
2020,"NU","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",121.639988000,4
2020,"ON","100-41-4","Ethylbenzene","Éthylbenzène",111.192390000,34
2020,"ON","100-42-5","Styrene","Styrène",249.231578000,30
2020,"ON","10049-04-4","Chlorine dioxide","Dioxyde de chlore",4.258000000,3
2020,"ON","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",327.864092000,10
2020,"ON","106-99-0","1,3-Butadiene","Buta-1,3-diène",32.811000000,7
2020,"ON","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.000490000,1
2020,"ON","107-13-1","Acrylonitrile","Acrylonitrile",1.229413700,4
2020,"ON","107-18-6","Allyl alcohol","Alcool allylique",0.042700000,1
2020,"ON","107-21-1","Ethylene glycol","Éthylène glycol",6.943615000,15
2020,"ON","108-05-4","Vinyl acetate","Acétate de vinyle",0.410000000,1
2020,"ON","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",89.159867000,21
2020,"ON","108-31-6","Maleic anhydride","Anhydride maléique",1.655100000,3
2020,"ON","108-88-3","Toluene","Toluène",963.070922000,85
2020,"ON","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",348.192200000,8
2020,"ON","110-54-3","n-Hexane","n-Hexane",944.772056000,32
2020,"ON","110-82-7","Cyclohexane","Cyclohexane",291.477600000,16
2020,"ON","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",57521.612041000,283
2020,"ON","111-42-2","Diethanolamine (and its salts)","Diéthanolamine (et ses sels)",5.727900000,2
2020,"ON","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",262.322830000,24
2020,"ON","115-07-1","Propylene","Propylène",229.926800000,10
2020,"ON","117-81-7","Bis(2-ethylhexyl) phthalate","Phtalate de bis(2-éthylhexyle)",0.004300000,1
2020,"ON","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.001832531,45
2020,"ON","120-12-7","Anthracene","Anthracène",0.340053151,19
2020,"ON","127-18-4","Tetrachloroethylene","Tétrachloroéthylène",63.665596000,6
2020,"ON","129-00-0","Pyrene","Pyrène",0.426199479,23
2020,"ON","131-11-3","Dimethyl phthalate","Phtalate de diméthyle",16.689000000,2
2020,"ON","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",2.176000000,3
2020,"ON","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",858.003556000,81
2020,"ON","1344-28-1","Aluminum oxide (fibrous forms only)","Oxyde d’aluminium (formes fibreuses seulement)",0.148740000,3
2020,"ON","140-88-5","Ethyl acrylate","Acrylate d'éthyle",0.056400000,1
2020,"ON","141-32-2","Butyl acrylate","Acrylate de butyle",1.734700000,2
2020,"ON","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",2.769850000,4
2020,"ON","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.082815100,3
2020,"ON","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.025051022,15
2020,"ON","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000019500,1
2020,"ON","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.039880172,9
2020,"ON","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.051671379,13
2020,"ON","194-59-2","7H-Dibenzo[c,g]carbazole","7H-Dibenzo[c,g]carbazole",0.000053500,2
2020,"ON","198-55-0","Perylene","Pérylène",0.028226960,9
2020,"ON","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.017387918,9
2020,"ON","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.139451324,14
2020,"ON","206-44-0","Fluoranthene","Fluoranthène",0.571564250,20
2020,"ON","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.076496533,13
2020,"ON","208-96-8","Acenaphthylene","Acénaphtylène",0.677333670,20
2020,"ON","218-01-9","Chrysene","Chrysène",0.215606942,18
2020,"ON","224-42-0","Dibenz[a,j]acridine","Dibenz[a,j]acridine",0.000858900,3
2020,"ON","226-36-8","Dibenz[a,h]acridine","Dibenz[a,h]acridine",0.000411200,2
2020,"ON","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.108198091,6
2020,"ON","302-01-2","Hydrazine (and its salts)","Hydrazine (et ses sels)",0.055320000,3
2020,"ON","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",12.224600000,2
2020,"ON","50-00-0","Formaldehyde","Formaldéhyde",632.509085000,15
2020,"ON","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.121396087,15
2020,"ON","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.096891794,7
2020,"ON","56-23-5","Carbon tetrachloride","Tétrachlorure de carbone",0.123750000,2
2020,"ON","56-49-5","3-Methylcholanthrene","3-Méthylcholanthrène",0.000008841,2
2020,"ON","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.154311321,17
2020,"ON","57-97-6","7,12-Dimethylbenz[a]anthracene","7,12-Diméthylbenz[a]anthracène",0.001332455,4
2020,"ON","584-84-9","Toluene-2,4-diisocyanate","Toluène-2,4-diisocyanate",0.000303120,4
2020,"ON","630-08-0","Carbon monoxide","Monoxyde de carbone",62811.916639000,236
2020,"ON","64-18-6","Formic acid","Acide formique",35.790000000,2
2020,"ON","67-56-1","Methanol","Méthanol",2006.539560000,71
2020,"ON","67-63-0","Isopropyl alcohol","Alcool isopropylique",446.265958000,60
2020,"ON","67-66-3","Chloroform","Chloroforme",10.455037000,2
2020,"ON","68-12-2","n,n-Dimethylformamide","n,n-Diméthylformamide",1.146600000,1
2020,"ON","68412-48-6","2-Propanone, reaction products with diphenylamine","Propane-2-one, produits de la réaction avec la N-phénylaniline",0.000279000,1
2020,"ON","71-36-3","n-Butyl alcohol","Butan-1-ol",324.948436000,21
2020,"ON","71-43-2","Benzene","Benzène",162.168411000,22
2020,"ON","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",0.033321000,3
2020,"ON","7446-09-5","Sulphur dioxide","Dioxyde de soufre",112196.196623000,97
2020,"ON","74-83-9","Bromomethane","Bromométhane",0.003063000,1
2020,"ON","74-85-1","Ethylene","Éthylène",276.755553000,16
2020,"ON","74-87-3","Chloromethane","Chlorométhane",50.510000000,2
2020,"ON","74-90-8","Hydrogen cyanide","Cyanure d'hydrogène",75.962100000,3
2020,"ON","75-01-4","Vinyl chloride","Chlorure de vinyle",0.386680000,2
2020,"ON","75-05-8","Acetonitrile","Acétonitrile",1.306100000,3
2020,"ON","75-07-0","Acetaldehyde","Acétaldéhyde",112.503400000,10
2020,"ON","75-09-2","Dichloromethane","Dichlorométhane",9.867498000,8
2020,"ON","75-15-0","Carbon disulphide","Disulfure de carbone",116.601284000,5
2020,"ON","75-45-6","HCFC-22","HCFC-22",0.040000000,1
2020,"ON","75-65-0","tert-Butyl alcohol","2-Méthylpropan-2-ol",0.010000000,1
2020,"ON","75-71-8","CFC-12","CFC-12",1.839680000,2
2020,"ON","7632-00-0","Sodium nitrite","Nitrite de sodium",0.000000000,1
2020,"ON","7647-01-0","Hydrochloric acid","Acide chlorhydrique",2663.039395000,45
2020,"ON","7664-39-3","Hydrogen fluoride","Fluorure d'hydrogène",69.367038000,5
2020,"ON","7664-93-9","Sulphuric acid","Acide sulfurique",1099.919808000,45
2020,"ON","7681-49-4","Sodium fluoride","Fluorure de sodium",0.017000000,1
2020,"ON","7697-37-2","Nitric acid","Acide nitrique",5.126545000,17
2020,"ON","7782-41-4","Fluorine","Fluor",0.023000000,1
2020,"ON","7782-50-5","Chlorine","Chlore",35.883400000,8
2020,"ON","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",289.985365000,21
2020,"ON","7789-75-5","Calcium fluoride","Fluorure de calcium",1.291390000,3
2020,"ON","78-79-5","Isoprene","Isoprène",3.671864370,8
2020,"ON","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",54.513390000,11
2020,"ON","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",678.088550000,45
2020,"ON","79-01-6","Trichloroethylene","Trichloroéthylène",15.120340000,2
2020,"ON","79-10-7","Acrylic acid (and its salts)","Acide acrylique (et ses sels)",13.968700000,2
2020,"ON","79-21-0","Peracetic acid (and its salts)","Acide peracétique (et ses sels)",16.683161000,2
2020,"ON","80-05-7","Bisphenol A","Bisphénol A",0.001323903,6
2020,"ON","80-62-6","Methyl methacrylate","Méthacrylate de méthyle",28.811753000,5
2020,"ON","83-32-9","Acenaphthene","Acénaphtène",1.210604374,15
2020,"ON","85-01-8","Phenanthrene","Phénanthrène",1.711358259,26
2020,"ON","85-44-9","Phthalic anhydride","Anhydride phtalique",0.092770000,3
2020,"ON","85-68-7","Butyl benzyl phthalate","Phtalate de benzyle et de butyle",0.001000000,1
2020,"ON","86-73-7","Fluorene","Fluorène",0.361376827,17
2020,"ON","872-50-4","N-Methyl-2-pyrrolidone","N-Méthyl-2-pyrrolidone",28.364570000,6
2020,"ON","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",147.297376000,9
2020,"ON","91-08-7","Toluene-2,6-diisocyanate","Toluène-2,6-diisocyanate",0.000100710,3
2020,"ON","91-20-3","Naphthalene","Naphtalène",37.024960000,16
2020,"ON","91-22-5","Quinoline","Quinoléine",0.201000000,3
2020,"ON","92-52-4","Biphenyl","Biphényle",2.334300000,4
2020,"ON","94-36-0","Benzoyl peroxide","Peroxyde de benzoyle",0.000100000,1
2020,"ON","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",288.037239000,27
2020,"ON","96-33-3","Methyl acrylate","Acrylate de méthyle",0.004870000,1
2020,"ON","98-82-8","Cumene","Cumène",149.084912000,4
2020,"ON","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.022972000,7
2020,"ON","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",7.890160362,64
2020,"ON","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.975252486,88
2020,"ON","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",1.080592000,53
2020,"ON","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",1.647596392,110
2020,"ON","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",34.866459000,71
2020,"ON","NA - 07","Cyanides (ionic)","Cyanures (ioniques)",4.135744000,6
2020,"ON","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",8.689415041,158
2020,"ON","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",23.441920000,89
2020,"ON","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.620932875,57
2020,"ON","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",27.532406000,70
2020,"ON","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",2.526161825,66
2020,"ON","NA - 13","Silver (and its compounds)","Argent (et ses composés)",0.008092000,6
2020,"ON","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",42.411778000,95
2020,"ON","NA - 16","Ammonia (total)","Ammoniac (total)",2423.667809000,104
2020,"ON","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)",2.200584000,6
2020,"ON","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",1.014567197,64
2020,"ON","NA - 20","Nonylphenol and its ethoxylates","Nonylphénol et ses dérivés éthoxylés",1.471820351,12
2020,"ON","NA - 22","Phosphorus (total)","Phosphore (total)",14.785889000,44
2020,"ON","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.105873659,12
2020,"ON","NA - 38","Chlorinated alkanes, medium-chain, CnHxCl(2n+2–x), 14 = n = 17","Alcanes chlorés à moyenne chaîne, CnHxCl(2n+2–x), 14 = n = 17",0.003000000,1
2020,"ON","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",3.653447000,23
2020,"ON","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000003661,48
2020,"ON","NA - M08","Total particulate matter","Matière particulaire totale",29716.621086000,275
2020,"ON","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",16178.378340000,717
2020,"ON","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",8169.164425000,703
2020,"ON","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",576.008872000,26
2020,"ON","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",44215.938610000,443
2020,"ON","NA - P/H","PAHs, total unspeciated","HAP, non différenciés",0.048230000,3
2020,"PE","108-88-3","Toluene","Toluène",8.508000000,1
2020,"PE","110-54-3","n-Hexane","n-Hexane",2.719000000,1
2020,"PE","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",84.643000000,4
2020,"PE","630-08-0","Carbon monoxide","Monoxyde de carbone",51.638000000,3
2020,"PE","67-56-1","Methanol","Méthanol",8.715000000,2
2020,"PE","7446-09-5","Sulphur dioxide","Dioxyde de soufre",49.190110000,3
2020,"PE","NA - 16","Ammonia (total)","Ammoniac (total)",14.330000000,1
2020,"PE","NA - M08","Total particulate matter","Matière particulaire totale",1.098220000,2
2020,"PE","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",2.775220000,4
2020,"PE","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",2.295220000,4
2020,"PE","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",136.403593000,5
2020,"QC","100-41-4","Ethylbenzene","Éthylbenzène",24.351117000,9
2020,"QC","100-42-5","Styrene","Styrène",426.313000000,17
2020,"QC","10049-04-4","Chlorine dioxide","Dioxyde de chlore",39.960250000,4
2020,"QC","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",1.747600000,3
2020,"QC","106-99-0","1,3-Butadiene","Buta-1,3-diène",0.182255000,3
2020,"QC","107-02-8","Acrolein","Acroléine",0.004996000,1
2020,"QC","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.035000000,1
2020,"QC","107-13-1","Acrylonitrile","Acrylonitrile",4.881560000,1
2020,"QC","107-21-1","Ethylene glycol","Éthylène glycol",0.291106000,4
2020,"QC","108-05-4","Vinyl acetate","Acétate de vinyle",15.536000000,3
2020,"QC","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",28.965990000,9
2020,"QC","108-88-3","Toluene","Toluène",198.971534000,30
2020,"QC","108-90-7","Chlorobenzene","Chlorobenzène",0.011891000,1
2020,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",66.194444000,8
2020,"QC","110-54-3","n-Hexane","n-Hexane",87.538950000,8
2020,"QC","110-82-7","Cyclohexane","Cyclohexane",3.069920000,4
2020,"QC","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",37655.132302000,184
2020,"QC","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",14.274000000,4
2020,"QC","115-07-1","Propylene","Propylène",21.623125000,7
2020,"QC","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000291814,36
2020,"QC","120-12-7","Anthracene","Anthracène",1.343724612,17
2020,"QC","123-31-9","Hydroquinone (and its salts)","Hydroquinone (et ses sels)",0.001711000,1
2020,"QC","127-18-4","Tetrachloroethylene","Tétrachloroéthylène",0.149000000,1
2020,"QC","129-00-0","Pyrene","Pyrène",1.037444931,28
2020,"QC","1313-27-5","Molybdenum trioxide","Trioxyde de molybdène",0.019220000,1
2020,"QC","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",3.041917000,1
2020,"QC","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",281.594584000,28
2020,"QC","1344-28-1","Aluminum oxide (fibrous forms only)","Oxyde d’aluminium (formes fibreuses seulement)",0.000018000,1
2020,"QC","140-88-5","Ethyl acrylate","Acrylate d'éthyle",0.009000000,1
2020,"QC","141-32-2","Butyl acrylate","Acrylate de butyle",0.289000000,3
2020,"QC","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",4.196200000,2
2020,"QC","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.001038600,2
2020,"QC","189-64-0","Dibenzo[a,h]pyrene","Dibenzo[a,h]pyrène",0.000882000,2
2020,"QC","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.033333801,10
2020,"QC","191-30-0","Dibenzo[a,l]pyrene","Dibenzo[a,l]pyrène",0.000001900,1
2020,"QC","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000323500,2
2020,"QC","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.064640000,12
2020,"QC","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.031658212,12
2020,"QC","194-59-2","7H-Dibenzo[c,g]carbazole","7H-Dibenzo[c,g]carbazole",0.000000000,1
2020,"QC","198-55-0","Perylene","Pérylène",0.000101200,2
2020,"QC","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.050580700,8
2020,"QC","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.088859710,14
2020,"QC","206-44-0","Fluoranthene","Fluoranthène",1.323268924,27
2020,"QC","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.053174710,11
2020,"QC","208-96-8","Acenaphthylene","Acénaphtylène",0.329669908,18
2020,"QC","218-01-9","Chrysene","Chrysène",0.264327200,12
2020,"QC","224-42-0","Dibenz[a,j]acridine","Dibenz[a,j]acridine",0.000000000,1
2020,"QC","226-36-8","Dibenz[a,h]acridine","Dibenz[a,h]acridine",0.000005300,1
2020,"QC","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.003986000,1
2020,"QC","302-01-2","Hydrazine (and its salts)","Hydrazine (et ses sels)",0.001900000,1
2020,"QC","3697-24-3","5-Methylchrysene","5-Méthylchrysène",0.000057200,1
2020,"QC","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",2248.747000000,10
2020,"QC","50-00-0","Formaldehyde","Formaldéhyde",219.694877000,24
2020,"QC","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.049860905,12
2020,"QC","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.013721568,12
2020,"QC","5385-75-1","Dibenzo[a,e]fluoranthene","Dibenzo[a,e]fluoranthène",0.000080700,1
2020,"QC","5522-43-0","1-Nitropyrene","1-Nitropyrène",0.000175700,1
2020,"QC","554-13-2","Lithium carbonate","Carbonate de lithium",8.154000000,1
2020,"QC","56-49-5","3-Methylcholanthrene","3-Méthylcholanthrène",0.000000000,1
2020,"QC","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.153496818,18
2020,"QC","57-97-6","7,12-Dimethylbenz[a]anthracene","7,12-Diméthylbenz[a]anthracène",0.000007200,1
