"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","centroidX","centroidY"
"Cell_481",0,0,0,0,0,0.501289308,0,0,0,0,0.750019133,0.527799904,0,0,0,0,0.780357718,0,0,0.691049516,0.704833984,0.300450683,0.480454981,0,0,0,0,0,0,0,0,0,0,0.329080224,0,0,1190.293945,1861.959961
"Cell_482",0,0,0,0,0,0.996174693,0,0,0,0,0.611353576,0.131859809,0,0.338672787,0,0,0.706596255,0,0,0.612629473,0.46669364,0.696973801,0.650971055,0,0,0.011140333,0,0,0,0,0.011210289,0,0,0.448648036,0,0.318257362,1345.911011,1862.368042
"Cell_483",0,0,0,0,0,0.899352849,0,0,0,0,0.646630228,0,0,0,0,0,0.7508412,0,0,0.665162444,0.4857499,0.592436552,0.678453147,0,0,0,0,0,0,0,0,0,0,0.414465994,0,0,1087.155029,1864.057983
"Cell_484",0,0,0,0,0,0.657518089,0,0,0,0,0.488780051,0,0,0,0,0,0.715252161,0,0,0.713075936,0.616019011,0.37038067,0.589241982,0,0,0,0,0,0,0,0,0,0,0.395438731,0,0,906.2374268,1865.342041
"Cell_485",0,0,0,0,0,0.675997853,0,0,0,0,0.526310265,0.086938888,0,0,0.211506054,0,0.757337034,0,0,0.783104718,0.57913512,0.340317994,0.491071016,0,0,0.09714409,0,0,0,0,0,0,0,0.38800773,0,0,1050.615967,1864.927002
"Cell_486",0,0,0,0,0,0.759183526,0,0,0,0,0.530021667,0,0,0,0,0,0.741778195,0,0,0.79666841,0.614603996,0.612059236,0.588082671,0,0,0,0,0,0,0,0,0,0,0.479369283,0,0,1244.314941,1867.917969
"Cell_487",0,0,0,0,0,0.731646955,0,0,0,0,0.572453499,0,0,0,0,0,0.735046029,0,0,0.754674911,0.678597033,0.410069376,0.508909881,0,0,0,0,0,0,0,0,0,0,0.398370743,0,0,1154.005981,1868.974976
"Cell_488",0,0,0,0,0,0.755559385,0,0,0,0,0.484890401,0,0,0,0,0,0.780821979,0,0,0.677429855,0.51960218,0.456196159,0.488539457,0,0,0,0,0,0,0,0.078181311,0,0,0.382134974,0,0,816.3623047,1869.828979
"Cell_489",0,0,0,0,0,0.742222846,0,0.100779161,0,0,0.531936765,0.197237462,0,0,0,0.098273702,0.745585978,0,0,0.769131899,0.553198755,0.437029809,0.582212687,0,0,0,0,0,0,0,0,0,0,0.401368111,0,0,1023.692017,1867.849976
"Cell_490",0,0,0,0,0,0.708296299,0,0,0,0,0.467047393,0,0,0,0,0,0.683481276,0,0,0.770895362,0.627417982,0.460169822,0.542686939,0,0,0,0,0,0,0,0,0,0,0.456929088,0,0,1127.630005,1871.098999
"Cell_491",0,0,0,0,0,0.769612968,0,0.023621611,0,0,0.518799961,0.0234883,0,0,0,0,0.711911142,0,0,0.707786262,0.601630628,0.434648663,0.649501801,0,0,0,0,0,0,0,0,0,0.060276456,0.384268761,0,0,922.3400879,1873.602051
"Cell_492",0,0,0,0,0,0.677353144,0,0,0,0,0.456312984,0,0,0,0,0,0.736368179,0,0,0.762734652,0.558366716,0.373047739,0.567165852,0,0,0,0,0,0,0,0,0,0,0.437288821,0,0,1098.171021,1873.206055
"Cell_493",0,0,0,0,0,0.666823804,0,0,0,0,0.465733498,0.023619598,0,0,0,0,0.71242553,0,0,0.773413777,0.655689418,0.382400036,0.456891894,0,0,0,0,0,0,0,0,0,0,0.404879272,0,0,853.1473999,1875.093018
"Cell_494",0,0,0,0,0,0.800266147,0,0,0,0,0.558177829,0,0,0,0,0,0.735800326,0,0,0.799329042,0.63364774,0.530486047,0.594716966,0,0,0,0,0,0,0,0,0,0,0.491323322,0,0,1306.16394,1873.954956
"Cell_495",0,0,0,0,0,0.89698714,0,0,0,0,0.664055765,0,0,0,0,0,0.750984669,0,0,0.661908448,0.411816001,0.564160824,0.639122248,0,0,0,0,0,0,0,0,0,0,0.430333823,0,0,1357.803955,1873.317993
"Cell_496",0,0,0,0,0,0.908122659,0,0,0,0,0.603850484,0,0,0,0,0.071491107,0.778328657,0,0,0.673296392,0.542671204,0.540497899,0.567432404,0,0,0,0,0,0,0,0.079380102,0,0,0.447182298,0,0,1428.094971,1875.661987
"Cell_497",0,0,0,0,0,0.595463097,0,0.294558644,0,0.010563163,0.472777545,0.313573241,0,0.090116091,0,0,0.709168613,0,0,0.663514376,0.427912086,0.152711898,0.498351395,0,0,0,0,0,0,0,0,0,0,0.285786569,0,0,727.7008057,1878.48999
"Cell_498",0,0,0,0,0,0.653462529,0,0.024669895,0,0,0.502128482,0.097113155,0,0,0,0.053338822,0.725446463,0,0,0.7101475,0.572998345,0.294596791,0.557434618,0,0,0,0,0,0,0,0,0,0,0.359305561,0,0,890.4528809,1876.647949
"Cell_499",0,0,0,0,0,0.556129694,0,0.49193871,0,0.230984285,0.693636417,0.44052875,0,0.072038829,0,0,0.726338744,0,0,0.625546753,0.465481639,0.265579164,0.505979061,0,0,0,0,0,0,0,0,0,0,0.277481765,0,0,745.7636719,1879.130005
"Cell_500",0,0,0,0,0,0.664513409,0,0.021524047,0,0,0.603353679,0.121616997,0,0,0,0,0.737081766,0,0,0.756130517,0.572267532,0.35341084,0.531084657,0,0,0,0,0,0,0,0,0,0,0.425025791,0,0,1084.384033,1878.590942
"Cell_501",0,0,0,0,0,0.956829727,0,0,0,0,0.749785542,0.087795854,0,0,0,0,0.680176973,0,0,0.744488657,0.558013856,0.578638315,0.691963792,0,0,0,0,0,0,0,0,0,0,0.464843482,0,0,1117.954956,1877.744019
"Cell_502",0,0,0,0,0,0.605839372,0,0.060585234,0,0.037002478,0.531036913,0.0401766,0,0,0,0.008074928,0.825977802,0,0,0.779816866,0.54865855,0.287351489,0.572304964,0,0,0,0,0,0,0,0.025320299,0,0,0.416865379,0,0,1528.227051,1879.422974
"Cell_503",0,0,0,0,0,0.703079641,0,0,0,0,0.492456079,0.05504062,0,0.190662161,0,0,0.779176831,0,0,0.803135931,0.636323631,0.356984138,0.599358201,0,0,0,0,0,0,0,0.044224095,0,0,0.473143846,0,0,1384.615967,1881.579956
"Cell_504",0,0,0,0,0,0.776170909,0,0,0,0,0.390439928,0.028621064,0,0,0,0,0.789812148,0,0,0.713188648,0.586095393,0.450878054,0.555999339,0,0,0,0,0,0,0,0.002705391,0,0,0.414785355,0,0,1444.442993,1881.574951
"Cell_505",0,0,0,0,0,0.614737093,0,0,0,0,0.480565369,0,0,0,0,0,0.691684484,0,0,0.613272071,0.347841471,0.187236547,0.616545856,0,0,0,0,0,0,0,0,0,0,0.317642003,0,0,873.7186279,1881.910034
"Cell_506",0,0,0,0,0,0.824258447,0,0,0,0,0.502696037,0.118031725,0,0,0,0,0.710354209,0,0,0.736984193,0.589868724,0.484903365,0.648239911,0,0,0,0,0,0,0,0,0,0,0.441001028,0,0,909.520813,1882.203003
"Cell_507",0,0,0,0,0,0.734404504,0,0,0,0,0.539322913,0.220056683,0,0,0,0,0.670018256,0,0,0.642390788,0.61519438,0.343483627,0.653583109,0,0,0,0,0,0,0,0,0,0,0.333307356,0,0.021415139,1328.428955,1882.912964
"Cell_508",0,0,0,0,0,0.734042466,0,0,0,0,0.520190895,0,0,0,0,0.046070322,0.543515444,0,0,0.584411979,0.426279366,0.47186473,0.528658688,0,0,0,0,0,0,0,0,0,0,0.15254052,0,0,1025.766968,1884.333008
"Cell_509",0,0,0,0,0,0.699787796,0,0,0,0,0.439288676,0.047857866,0,0,0,0,0.75709337,0,0,0.715646565,0.606592059,0.395592481,0.530595481,0,0,0,0,0,0,0,0,0,0,0.405129075,0,0,1167.291992,1884.82605
"Cell_510",0,0,0,0,0,0.712749958,0,0.013781881,0,0.010088143,0.516786575,0.066680886,0,0,0,0.024734076,0.708784878,0,0,0.65075016,0.583960295,0.262839705,0.527225673,0,0,0,0,0,0,0,0,0,0.101456903,0.314075321,0,0,1038.642944,1883.687988
"Cell_511",0,0,0,0,0,0.583680034,0,0,0,0,0.543550789,0.110840566,0,0,0,0,0.745898545,0,0,0.804008961,0.674770951,0.4366377,0.47507745,0,0,0,0,0,0,0,0,0,0,0.404155105,0,0,1273.935059,1886.641968
"Cell_512",0,0,0,0,0,0.77541101,0,0.019675262,0,0,0.572064877,0.118744113,0,0,0,0.145733044,0.595798016,0,0,0.59014678,0.500766695,0.46702528,0.52769351,0,0,0,0,0,0,0,0,0,0,0.328645617,0,0,769.484375,1888.682983
"Cell_513",0,0,0,0,0,0.735078514,0,0,0,0,0.553718328,0,0,0,0,0,0.730588973,0,0,0.756830812,0.635282397,0.503352344,0.550288677,0,0,0,0,0,0,0,0,0,0,0.472631812,0,0,1314.061035,1888.376953
"Cell_514",0,0,0,0,0,0.750702739,0,0.062605694,0,0,0.686326623,0.363629371,0,0,0,0,0.716074288,0,0,0.650497854,0.620023072,0.236437052,0.645177245,0,0,0,0,0,0,0,0,0,0,0.367343426,0,0,1344.31897,1886.81897
"Cell_515",0,0,0,0,0,0.794384897,0,0,0,0,0.730138838,0.050551131,0,0,0,0.06499771,0.740011334,0,0,0.708581209,0.391098797,0.524616301,0.601480126,0,0,0,0,0,0,0,0,0,0,0.386438906,0,0,802.1068726,1889.194946
"Cell_516",0,0,0,0,0,0.679041266,0,0.331133246,0,0,0.723052323,0.435427845,0,0,0,0,0.758300602,0,0,0.645151198,0.690216303,0.430218965,0.5992589,0,0,0,0,0,0,0,0,0,0.662204444,0.326496542,0,0,931.887085,1888.35498
"Cell_517",0,0,0,0,0,0.787646294,0,0,0,0,0.491848767,0,0,0,0,0,0.746477723,0,0,0.807966232,0.689724565,0.439821422,0.581910729,0,0,0,0,0,0,0,0,0,0,0.49703148,0,0,1125.302002,1890.019043
"Cell_518",0,0,0,0,0,0.904459238,0,0,0,0,0.621738434,0.06180793,0,0.044290107,0,0,0.653075337,0,0,0.642967105,0.478504449,0.404973596,0.753992856,0,0,0,0,0,0,0,0,0,0,0.431695402,0,0,1365.56604,1887.035034
"Cell_519",0,0,0,0,0,1.069883108,0,0,0,0,0.715575337,0.032863308,0,0,0,0,0.754315317,0,0,0.666119576,0.422755688,0.704679847,0.849327624,0,0,0,0,0,0,0,0,0,0,0.447182298,0,0,917.4000244,1889.699951
"Cell_520",0,0,0,0,0,0.328948349,0,0.134942576,0,0,0.580003679,0.550578296,0,0,0,0,0.743461013,0,0,0.694650412,0.714635074,0.093214773,0.361164123,0,0,0,0,0,0,0,0,0,0.447503805,0.274800569,0,0,995.5098267,1892.51001
"Cell_521",0.005540722,0,0.081572928,0,0,0.860029757,0,0,0,0,0.454291254,0.056547716,0,0,0,0,0.744575918,0,0,0.730148435,0.59524405,0.49333328,0.654921889,0,0,0,0,0,0,0,0,0,0,0.462122262,0,0,962.7854004,1889.415039
"Cell_522",0,0,0,0,0,0.815022528,0,0.356613904,0,0.297357023,0.827572286,0.641436934,0,0,0,0,0.530386567,0,0,0.512316525,0.505584538,0.342813432,0.650299788,0,0,0,0,0,0,0,0,0,0.942002773,0.318425119,0,0,1079.81897,1891.352051
"Cell_523",0,0,0,0,0,0.694047034,0,0,0,0,0.569850504,0,0,0,0,0,0.720354617,0,0,0.682279944,0.506040752,0.377206415,0.579889774,0,0,0,0,0,0,0,0,0,0,0.339687467,0,0,1102.508057,1890.439941
"Cell_524",0,0,0,0,0,0.868211627,0,0,0,0,0.702550709,0.011072164,0,0,0,0,0.70826,0,0,0.73951596,0.582345486,0.524181068,0.579816997,0,0,0,0,0,0,0,0,0,0,0.441061974,0,0,832.0346069,1892.196045
"Cell_525",0,0,0,0,0,0.595510542,0,0,0,0,0.532710433,0.073705852,0,0,0,0.00704861,0.712897062,0,0,0.702203572,0.638667881,0.430713773,0.503299654,0,0,0,0,0,0,0,0,0,0,0.370883554,0,0,1012.492004,1892.043945
"Cell_526",0,0,0,0.07490474,0,0.836573362,0,0,0,0,0.587240338,0.003318891,0,0,0,0,0.696138203,0,0,0.708607554,0.484034628,0.471312404,0.621668041,0,0,0.021004822,0,0,0,0,0.0561831,0,0,0.41448915,0,0,1457.357056,1893.074951
"Cell_527",0,0,0,0,0,0.851394773,0,0,0,0,0.534595013,0,0,0,0,0,0.702666879,0,0,0.757652521,0.648564816,0.631324291,0.632543385,0,0,0,0,0,0,0,0,0,0,0.442963898,0,0,1291.386963,1893.213013
"Cell_528",0,0,0,0,0,0.764368236,0,0.275063038,0,0,0.646487951,0.365625262,0,0,0,0,0.744141519,0,0,0.675112247,0.569511056,0.233471945,0.625692129,0,0,0,0,0,0,0,0,0,0,0.33547166,0,0,712.9755249,1895.863037
"Cell_529",0,0,0,0,0,0.749794722,0,0,0,0,0.583660126,0,0,0,0,0,0.74323678,0,0,0.743665993,0.575849652,0.220083117,0.586028218,0,0,0,0,0,0,0,0,0,0,0.416777134,0,0,1187.692017,1895.688965
"Cell_530",0,0,0,0,0,0.50326997,0,0,0,0,0.548690736,0.343276143,0,0,0,0,0.742471993,0,0,0.695328891,0.685971498,0.136356249,0.537965715,0,0,0,0,0,0,0,0,0,0,0.329318821,0,0,1262.016968,1896.079956
"Cell_531",0,0,0,0,0,0.656944096,0,0.067842007,0,0.028705884,0.416972846,0.044988867,0,0,0,0,0.733379662,0,0,0.712486267,0.527307451,0.409050673,0.575668514,0,0,0,0,0,0,0,0,0,0,0.37832281,0,0.190920189,1387.328003,1900.232056
"Cell_532",0,0,0,0,0,0.587899089,0,0.136823535,0,0.060574111,0.545510769,0.27579093,0,0,0,0,0.736844718,0,0,0.826352954,0.626466691,0.392797321,0.449665427,0,0,0,0,0,0,0,0,0,0,0.464327276,0,0,735.036377,1899.430054
"Cell_533",0,0,0,0,0,0.682042181,0,0.079587989,0,0,0.588781834,0.373045504,0,0,0,0,0.756268561,0,0,0.752000034,0.626137316,0.42501989,0.550509691,0,0,0,0,0,0,0,0,0,0,0.386893451,0,0,675.3945923,1900.319946
"Cell_534",0,0,0,0,0,0.611308992,0,0.018213894,0,0,0.509656549,0.087795854,0,0,0,0,0.747872412,0,0,0.727162242,0.602649689,0.232142016,0.537650108,0,0,0,0,0,0,0,0,0,0.082569964,0.344927818,0,0,926.507019,1901.370972
"Cell_535",0,0,0,0,0,0.681737065,0,0.14320761,0,0.191206604,0.756137311,0.440400869,0,0,0,0,0.759121835,0,0,0.715425014,0.599549949,0.569471657,0.597136974,0,0,0,0,0,0,0,0,0,0.100160815,0.425178736,0,0,1063.327026,1901.614014
"Cell_536",0,0,0,0,0,0.827915609,0,0,0,0,0.668649852,0,0,0,0,0,0.715840936,0,0,0.664235294,0.448781133,0.461698055,0.693020225,0,0,0,0,0,0,0,0,0,0,0.426620066,0,0,1091.593018,1901.44104
"Cell_537",0,0,0.013879426,0,0,0.846323192,0,0.132393792,0,0,0.689974964,0.217316747,0,0,0,0,0.72118479,0,0,0.712085247,0.521890998,0.422229052,0.596484423,0,0,0,0,0,0,0,0,0,0.344063729,0.370537788,0,0,943.5524292,1897.692017
"Cell_538",0,0,0,0,0,0.655976176,0,0,0,0,0.503426492,0.034257993,0,0,0,0,0.739036679,0,0,0.776196539,0.730822921,0.437162817,0.479764462,0,0,0,0,0,0,0,0,0,0,0.417441368,0,0,1323.421021,1902.110962
"Cell_539",0,0,0,0,0,0.671684325,0,0.089298986,0,0.062074188,0.538647354,0.24524942,0,0,0,0,0.730034411,0,0,0.690949738,0.595758855,0.383396596,0.563764095,0,0,0,0,0,0,0,0,0,0.191496596,0.320323884,0,0,1026.746948,1903.619995
"Cell_540",0,0,0,0,0,0.920861781,0,0,0,0,0.584231555,0.115170278,0,0,0,0,0.760279655,0,0,0.785391271,0.621178091,0.579627752,0.655808449,0,0,0,0,0,0,0,0,0,0,0.527066588,0,0,1171.008057,1903.332031
"Cell_541",0,0,0,0,0,0.782777071,0,0.310058743,0,0.42761451,0.794308186,0.683872938,0,0,0,0,0.661099017,0,0,0.574830294,0.62270689,0.646874368,0.634603679,0,0,0,0,0,0,0,0,0,0.160885319,0.244238198,0,0,1049.203003,1906.140991
"Cell_542",0,0,0,0,0,0.686311066,0,0.16085963,0,0.09599153,0.489747882,0.049747631,0,0,0,0,0.732737243,0,0,0.776904941,0.70772171,0.248216107,0.527718067,0,0,0,0,0,0,0,0,0,0,0.399500221,0,0,1401.468994,1907.407959
"Cell_543",0,0,0,0,0,0.743952215,0,0.04231922,0,0,0.614638031,0.113206089,0,0.397485644,0,0,0.789079607,0,0,0.832700312,0.598136365,0.167872712,0.632833242,0,0,0,0,0,0,0,0,0,0,0.508741319,0,0,694.3792114,1907.595947
"Cell_544",0,0,0,0,0,0.745801687,0,0.043375172,0,0,0.624833465,0.256829977,0,0,0,0,0.718689859,0,0,0.686078191,0.594144285,0.441984028,0.620987058,0,0,0,0,0,0,0,0,0,0,0.37043485,0,0,1344.521973,1908.296997
"Cell_545",0,0,0,0,0,0.741915464,0,0,0,0.015563624,0.625718594,0.205867812,0,0,0,0,0.72369349,0,0,0.648094296,0.520460844,0.420525193,0.627684474,0,0,0,0,0,0,0,0,0,0.19175379,0.396061391,0,0,1078.121948,1909.384033
"Cell_546",0,0,0,0,0,0.763924539,0,0,0,0,0.568729997,0.073321678,0,0,0,0,0.720077336,0,0,0.726590097,0.564320683,0.532024443,0.657715142,0,0,0,0,0,0,0,0,0,0,0.408008814,0,0,848.5515137,1911.864014
"Cell_547",0,0,0,0,0,0.635321736,0,0.285109043,0,0,0.654618025,0.516164303,0,0,0,0,0.736691117,0,0,0.655980825,0.574717879,0.427250385,0.495392948,0,0,0,0,0,0,0,0,0,0.047394767,0.264888108,0,0,985.0587769,1912.421997
"Cell_548",0,0,0,0,0,0.766199112,0,0,0,0,0.46103704,0,0,0,0,0,0.718394637,0,0,0.740060031,0.632571101,0.496169508,0.588740587,0,0,0,0,0,0,0,0,0,0,0.426581413,0,0,1126.989014,1912.329956
"Cell_549",0,0,0,0,0,0.877159297,0,0,0,0,0.467030883,0.013928326,0,0,0,0,0.719535053,0,0,0.676985204,0.535011232,0.692364991,0.591012478,0,0,0,0,0,0,0,0,0,0,0.493261039,0,0,1145.088989,1913.206055
"Cell_550",0,0,0,0,0,0.692857921,0,0,0,0,0.485644817,0.055883355,0,0,0,0.016872065,0.602309704,0,0,0.55537641,0.451867908,0.278190315,0.520098329,0,0,0,0,0,0,0,0,0,0,0.326301068,0,0,780.4578247,1912.765015
"Cell_551",0,0,0,0,0,0.814893544,0,0,0,0,0.497840971,0.077225372,0,0,0,0,0.651675701,0,0,0.531345487,0.455582649,0.537118673,0.617540479,0,0,0,0,0,0,0,0,0,0,0.335061461,0,0,825.0932007,1911.884033
"Cell_552",0,0,0,0,0,0.832713902,0,0,0,0,0.642671645,0,0,0,0,0,0.715123415,0,0,0.645226777,0.510199308,0.371395528,0.64943397,0,0,0,0,0,0,0,0,0,0,0.405765265,0,0,1094.706055,1912.993042
"Cell_553",0,0,0,0,0,0.632888615,0,0,0,0,0.58543998,0,0,0,0,0,0.744309127,0,0,0.766828656,0.642951369,0.341708362,0.492576748,0,0,0,0,0,0,0,0,0,0,0.381694913,0,0,1106.947021,1913.696045
"Cell_554",0,0,0,0,0,0.677197516,0,0,0,0,0.555794716,0,0,0,0,0,0.727903247,0,0,0.806759357,0.688040018,0.430713773,0.515100896,0,0,0,0,0,0,0,0,0,0,0.471500099,0,0,1243.473022,1914.977051
"Cell_555",0,0,0,0,0,0.715918183,0,0,0,0,0.486734897,0.017410386,0,0,0,0.01375469,0.753094733,0,0,0.790673673,0.66550386,0.494195849,0.527483642,0,0,0,0,0,0,0,0,0,0,0.440136373,0,0,1286.979004,1912.458984
"Cell_556",0,0,0,0,0,0.850498199,0,0,0,0,0.573196292,0.009970006,0,0,0,0,0.758423746,0,0,0.780574679,0.641615272,0.641174078,0.582938492,0,0,0,0,0,0,0,0,0,0,0.508838832,0,0,1160.220947,1915.718994
"Cell_557",0,0,0,0,0,0.766483307,0,0,0,0.0049016,0.485891789,0.020713734,0,0,0,0,0.739341199,0,0,0.69937402,0.538591385,0.353368491,0.668631792,0,0,0,0,0,0,0,0,0,0,0.391952634,0,0.291334122,1359.621948,1916.550049
"Cell_558",0,0,0,0,0,0.695216537,0,0.00838949,0,0,0.545443356,0.044406436,0,0,0,0,0.723541558,0,0,0.642468572,0.353328079,0.131308571,0.565906405,0,0,0,0,0,0,0,0,0,0,0.334608316,0,0,706.4927979,1917.849976
"Cell_559",0.007185629,0.006639648,0.123828374,0,0,0.887338519,0,0.028634306,0,0,0.505367696,0.123629302,0,0,0.078115501,0,0.723002851,0,0,0.750613511,0.600792527,0.513403058,0.655738235,0,0,0,0,0,0,0,0,0,0.091270611,0.471370071,0,0,940.2081909,1918.410034
"Cell_560",0,0,0,0,0,0.918382168,0,0.004570181,0,0,0.587720573,0.098878212,0,0,0,0,0.650125563,0,0,0.726982236,0.57161963,0.391918391,0.691856742,0,0,0,0,0,0,0,0,0,0,0.445773154,0,0,722.1210938,1920.171021
"Cell_561",0,0,0,0,0,0.664513409,0,0,0,0,0.438124061,0,0,0,0,0,0.728114188,0,0,0.713391721,0.564971745,0.364726752,0.547394097,0,0,0,0,0,0,0,0,0,0,0.352336109,0,0,870.4215088,1921.084961
"Cell_562",0.034123275,0.285754651,0.223511949,0,0,1.229318023,0,0,0,0,0.752419591,0.321125418,0,0,0,0,0.686798871,0,0,0.524643719,0.296984464,0.982683241,0.825829625,0,0,0,0,0,0,0,0,0,0,0.669001997,0,0,970.333313,1919.676025
"Cell_563",0,0,0,0,0,0.841314197,0,0,0,0,0.493924379,0,0,0,0,0,0.745615005,0,0,0.75360167,0.65870893,0.394903362,0.560533524,0,0,0,0,0,0,0,0,0,0,0.438022643,0,0,1311.155029,1919.5
"Cell_564",0,0,0,0,0,0.653252959,0,0,0,0,0.498932362,0.026672123,0,0,0,0,0.764983833,0,0,0.714754343,0.583687186,0.541247308,0.525122523,0,0,0,0,0,0,0,0,0,0,0.361850172,0,0,1035.598999,1920.103027
"Cell_565",0,0,0,0,0,0.546323061,0,0,0,0,0.488365024,0.245921016,0,0,0,0.237738252,0.721027851,0,0,0.748749197,0.637978733,0.309881717,0.559450448,0,0,0,0,0,0,0,0,0,0,0.336521298,0,0,896.0864258,1921.801025
"Cell_566",0,0,0,0,0,0.665905535,0,0,0,0,0.477096885,0.066420019,0,0,0,0.007533762,0.738876402,0,0,0.771922946,0.642305017,0.353887886,0.549371898,0,0,0,0,0,0,0,0,0,0,0.410435379,0,0,1327.515991,1923.260986
"Cell_567",0,0,0,0,0,0.61354059,0,0.249241695,0,0.099928245,0.564671695,0.205247402,0,0,0,0,0.797787368,0,0,0.795027494,0.696819007,0.211669713,0.474244744,0,0,0,0,0,0,0,0,0,0,0.410625964,0,0,1394.807007,1923.968994
"Cell_568",0,0,0.280014366,0,0,0.818016469,0,0,0,0,0.48153621,0.056520961,0,0,0.08427164,0,0.74442935,0,0,0.734475195,0.47270909,0.513379872,0.752812684,0,0,0,0,0,0,0,0,0,0,0.501298547,0,0,851.1378784,1926.42395
"Cell_569",0,0,0,0,0,0.72873491,0,0,0,0,0.511287153,0,0,0,0,0,0.749742508,0,0,0.781841338,0.693682373,0.336667895,0.617735267,0,0,0,0,0,0,0,0,0,0,0.424580753,0,0,1101.85498,1926.515991
"Cell_570",0,0,0,0,0,0.719110072,0,0,0,0,0.566673398,0.003146603,0,0,0,0,0.741488278,0,0,0.700574636,0.52821064,0.178452268,0.618444562,0,0,0,0,0,0,0,0,0,0,0.374988586,0,0,792.5682983,1927.871948
"Cell_571",0,0,0,0,0,0.83834362,0,0,0,0,0.569495559,0,0,0,0,0,0.780607283,0,0,0.79705435,0.583880186,0.474794835,0.543732822,0,0,0,0,0,0,0,0,0,0,0.49727729,0,0,1304.073975,1927.636963
"Cell_572",0,0,0,0,0,0.93744415,0,0,0,0,0.625816584,0,0,0,0,0,0.575813234,0,0,0.636226177,0.501595438,0.698927581,0.579935372,0,0,0,0,0,0,0,0,0,0,0.472980112,0,0,1138.775024,1927.812988
"Cell_573",0,0,0,0,0,0.503691137,0,0.115708396,0,0.059868779,0.538627982,0.227422178,0,0,0,0,0.778080881,0,0,0.765077949,0.617748857,0.334497005,0.567911386,0,0,0,0,0,0,0,0,0,0,0.397560686,0,0.006453501,1373.208008,1928.43396
"Cell_574",0,0,0,0,0,0.780454099,0,0,0,0,0.537140071,0.043897316,0,0,0,0,0.681580544,0,0,0.818377376,0.641099989,0.346674711,0.632270634,0,0,0,0,0,0,0,0,0,0,0.502710402,0,0,736.8764038,1930.412964
"Cell_575",0,0,0,0,0,0.575835228,0,0.078067072,0,0,0.543182909,0.162908316,0,0,0,0.057641398,0.745660663,0,0,0.767336786,0.643695891,0.317458183,0.52583015,0,0,0,0,0,0,0,0,0,0,0.387157947,0,0,918.7559814,1930.713989
"Cell_576",0,0,0,0,0,0.684292972,0,0.085093394,0,0,0.667513132,0,0,0,0,0.017037883,0.724660099,0,0,0.746481955,0.679482758,0.546884179,0.470225275,0,0,0,0,0,0,0,0,0,0,0.391973913,0,0,1018.570984,1931.844971
"Cell_577",0,0,0,0,0,0.780847371,0,0,0,0,0.601976573,0,0,0,0,0,0.759096801,0,0,0.682595432,0.560819626,0.44589892,0.550288677,0,0,0,0,0,0,0,0,0,0,0.399856061,0,0,1221.81604,1931.10498
"Cell_578",0,0.005367099,0.026451543,0,0,0.665453255,0,0,0,0,0.421091735,0.007677269,0,0,0.012161281,0,0.778207839,0,0,0.720156729,0.588819623,0.402840018,0.542739391,0,0,0,0,0,0,0,0,0,0,0.357032418,0,0,973.9199829,1932.197021
"Cell_579",0,0,0,0,0,0.654815137,0,0.185957581,0,0,0.584833264,0.349515378,0,0,0,0.242481396,0.755208135,0,0,0.751560092,0.749324799,0.343123794,0.5476197,0,0,0,0,0,0,0,0,0,0,0.41152212,0,0,1272.209961,1931.052002
"Cell_580",0,0,0,0,0,0.64803952,0,0.044867832,0,0,0.511048079,0.075609274,0,0,0,0.0828389,0.761433363,0,0,0.767391145,0.646226108,0.390718073,0.464563429,0,0,0,0,0,0,0,0,0,0,0.396639854,0,0,1292.68103,1934.416992
"Cell_581",0,0,0,0,0,0.828338027,0,0,0,0,0.550953507,0,0,0,0,0,0.702096641,0,0,0.726884663,0.564640045,0.493423671,0.646691561,0,0,0,0,0,0,0,0,0,0,0.351815879,0,0,1252.072021,1935.232056
"Cell_582",0,0,0.00293434,0,0,0.697690606,0,0,0,0,0.569057226,0.350743115,0,0,0.008090788,0,0.702257156,0,0,0.618609369,0.644204259,0.257169902,0.575487256,0,0,0,0,0,0,0,0,0,0,0.274561644,0,0,838.144104,1936.396973
"Cell_583",0,0,0,0,0,0.769496322,0,0.100319497,0,0,0.61012423,0,0,0,0,0.291718453,0.760735869,0,0,0.668223321,0.584133208,0.37650016,0.664114237,0,0,0,0,0,0,0,0,0,0,0.337504774,0,0,1003.439026,1935.438965
"Cell_584",0,0,0,0,0,0.698030591,0,0,0,0,0.533893049,0.150106952,0,0,0,0,0.717170179,0,0,0.696153164,0.655506074,0.675656915,0.466697663,0,0,0,0,0,0,0,0,0,0,0.355397195,0,0,1034.972046,1935.937012
"Cell_585",0,0,0.067839004,0,0,0.683191538,0,0.055248793,0,0,0.519553959,0.18952246,0,0,0.098817267,0,0.724629283,0,0,0.74947989,0.648482442,0.378669649,0.555881798,0,0,0.142144203,0,0,0,0,0,0,0,0.419018596,0,0,940.958313,1937.223022
