"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","centroidX","centroidY"
"Cell_145738",0,0,0,0,0,0,0,0.0661368,0,0.0036388,0.1924126,0.1168093,0,0,0,0.09213246,0.7672217,0,0,0.7049571,0.6047229,0,0.3094974,0,0,0.1881032,0,0,0,0,0.03522661,0,0,0.3736775,0,0,1143.156,697.8225
"Cell_145739",0,0,0,0,0,0,0,0,0,0,0.01794631,0,0,0.05198239,0.160597,0,0.7642987,0,0,0.6480896,0.5236769,0.07967093,0.2803216,0,0,0.2270206,0,0,0,0,0.08019265,0,0,0.3054276,0.1241096,0,1245.933,696.9923
"Cell_145740",0,0,0,0,0,0,0,0,0,0,0.0471841,0,0,0,0,0,0.8074704,0,0,0.6159208,0.4500918,0.03594922,0.2301123,0,0,0.2232243,0,0,0,0,0.4467078,0,0,0.2396702,0,0,1560.113,696.8758
"Cell_145741",0,0,0,0,0,0,0,0,0,0,0,0,0,0.006323708,0,0,0.8197775,0,0,0.6538066,0.6971313,0.002637233,0.2621562,0,0,0.2080577,0.2122021,0,0,0,0.1957075,0,0,0.3223804,0,0,888.0196,700.3109
"Cell_145742",0,0,0,0,0,0,0,0,0.07455695,0,0.3105952,0.0703905,0,0,0,0,0.6929259,0,0,0.6602042,0.4337945,0.7843015,0.4700575,0.168363,0,0,0,0,0,0,0.0333808,0,0,0.3260029,0,0,85.15778,702.5984
"Cell_145743",0,0,0,0,0,0.6035387,0,0.0659221,0,0.02072166,0.4730074,0,0,0,0.02476373,0,0.8136784,0,0,0.7904829,0.4660109,0.4060272,0.4266429,0,0,0.03950784,0,0,0,0,0.2118995,0,0,0.5056699,0.06566179,0,769.7337,701.7826
"Cell_145744",0,0,0.1066783,0,0,0,0,0,0,0,0.2066473,0.02342861,0,0.01233404,0.07128882,0,0.7174098,0,0,0.4794318,0.4470421,0.3352829,0.3391137,0,0,0.1045479,0,0,0,0,0.09035221,0,0,0.1859385,0,0,1379.674,701.7405
"Cell_145745",0,0,0,0.1114149,0,0,0,0,0,0,0,0,0,0.05149163,0,0,0.7650229,0,0,0.6536652,0.3794252,0,0.2518424,0,0,0.1882399,0,0,0,0,0.2290914,0,0,0.2125859,0,0,1432.287,702.9515
"Cell_145746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5531126,0,0,0.519422,0.3520253,0,0.2065057,0,0,0.2332211,0,0,0,0,0.5941378,0,0,0,0,0,1774.88,702.8043
"Cell_145747",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355628,0,0,0.7169833,0,0,0.628707,0.5068794,0,0.04793252,0,0,0.0997217,0,0,0,0,0.3016889,0,0,0.2234904,0,0,1798.835,702.687
"Cell_145748",0,0,0,0.02970222,0,0.03670055,0,0.1139023,0,0.04454905,0.1601399,0,0,0,0,0,0.7781993,0,0,0.6457361,0.6224342,0,0.3201287,0,0,0.2554119,0,0,0,0,0.248614,0,0,0.254499,0,0,790.3068,703.8074
"Cell_145749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7604489,0,0,0.698899,0.5103364,0,0.1882942,0,0,0.152389,0,0,0,0,0.3889556,0,0,0.2795836,0,0,1758.675,703.75
"Cell_145750",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02267851,0.07858131,0,0.7996747,0,0,0.710755,0.5179306,0.09768523,0.2429041,0,0,0.04719139,0,0,0,0,0.05074227,0,0,0.3042935,0,0,1302.906,704.5878
"Cell_145751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70491,0,0,0.5782439,0.5379364,0,0.07810533,0,0,0,0,0,0,0,0.008607955,0,0,0.2015831,0,0,1353.702,704.5726
"Cell_145752",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1980846,0,0,0.7320654,0,0,0.637326,0.3659021,0,0.1994272,0,0,0.2384463,0,0,0,0,0.4283001,0,0,0.312807,0,0,1829.762,705.0344
"Cell_145753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4829176,0,0,0.4707322,0.04788968,0,0.08347897,0,0,0.06028351,0,0,0,0,0.250699,0,0,0.3820113,0,0,122.5813,704.825
"Cell_145754",0,0.004399286,0,0,0,0,0,0,0,0,0.03341169,0,0,0.02646391,0.003323603,0,0.7351835,0,0,0.5611603,0.3304674,0.1913788,0.325893,0,0,0.1441763,0,0,0,0,0.2832212,0,0,0.3975084,0.2696068,0.2079423,189.7304,706.5683
"Cell_145755",0,0,0,0,0,0,0,0,0,0,0.005875114,0,0,0.05183419,0.01224286,0,0.608239,0,0,0.4314188,0.1445878,0.09050556,0.1567546,0,0,0.1635747,0,0,0,0,0.2434004,0,0,0.2289918,0,0,669.4128,705.5101
"Cell_145756",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01780668,0.0382097,0,0.787324,0,0,0.6745625,0.5906556,0.02120478,0.2243861,0,0,0.05597198,0,0,0,0,0.1967977,0,0,0.236258,0,0,1275.963,705.0919
"Cell_145757",0,0,0,0,0,0,0,0,0,0,0.001786628,0,0,0,0,0,0.7738041,0,0,0.5261182,0.3293988,0.003300995,0.1775055,0,0,0.3751499,0,0,0,0,0.4636285,0,0,0.2685982,0,0,1486.137,705.9102
"Cell_145758",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1120968,0,0,0.3535719,0,0,0.2760818,0,0.005023082,0.1681178,0,0,0.229635,0,0,0,0,0.4363881,0,0,0.06085508,0,0.02669463,411.4131,706.7546
"Cell_145759",0,0,0,0,0,0.02017021,0,0,0,0,0.0785995,0,0,0,0.05649292,0,0.8031985,0,0,0.6285302,0.6922607,0.03124338,0.3515663,0,0,0.03538035,0,0,0,0,0.1255523,0,0,0.2508403,0,0,1924.608,708.0539
"Cell_145760",0,0,0,0.1326256,0,0.4473239,0,0,0,0,0.1887369,0,0,0,0.08455171,0,0.795226,0,0,0.7477972,0.5693498,0.4018201,0.4546763,0,0,0.007505453,0,0,0,0,0.03733512,0,0,0.3906193,0,0,30.03836,709.9445
"Cell_145761",0,0,0,0,0,0,0,0,0,0,0.419331,0,0,0.01514582,0.2103066,0,0.7430814,0,0,0.7312058,0.6082857,0.5548639,0.4230233,0,0,0,0,0,0,0,0,0,0,0.4723855,0.05213361,0,990.8094,712.5
"Cell_145762",0,0,0,0.1241064,0,0,0,0.2355449,0.3217794,0.2495174,0.3666996,0,0,0,0,0,0.784623,0,0,0.7172725,0.6608139,0,0.5173902,0,0,0,0,0,0,0,0.002810248,0,0,0.3143805,0,0,2018.599,713.8863
"Cell_145763",0,0,0,0,0,0.02785293,0,0,0,0,0.3025417,0,0,0,0.167656,0,0.7689614,0,0,0.7085703,0.696775,0.466771,0.3936571,0,0,0,0,0,0,0,0.002192683,0,0,0.4330909,0.2167281,0,758.1996,714.2843
"Cell_145764",0,0,0,0,0,0,0,0,0,0,0.1562986,0,0,0,0,0,0.6759275,0,0,0.4774678,0.1075297,0.1399871,0.2868347,0,0,0.2981524,0,0,0,0,0.6183492,0,0,0.2112227,0,0,1010.219,714.2438
"Cell_145765",0,0,0,0,0,0,0,0,0,0,0.09097649,0,0,0.1907683,0,0.002679725,0.7165175,0,0,0.4660814,0.5806745,0,0.2687518,0,0,0.004178677,0,0,0,0,0.002803006,0,0,0.1725669,0,0,313.232,716.4768
"Cell_145766",0,0,0,0,0,0,0,0,0,0,0.03291921,0,0,0,0,0,0.7624723,0,0,0.6428885,0.5051647,0.1403026,0.3175354,0,0,0.1122844,0,0,0,0,0.2063717,0,0,0.2843497,0,0,700.1481,715.7833
"Cell_145767",0,0,0,0,0,0,0,0,0,0,0.07933242,0,0,0.009269233,0,0,0.782258,0,0,0.6785395,0.5779784,0.02008391,0.3043427,0,0,0.1957186,0,0,0,0,0.2223526,0,0,0.3203548,0.008760766,0,740.868,716.2696
"Cell_145768",0,0,0,0,0,0.04452787,0,0,0,0,0.06531873,0.009497307,0,0,0,0,0.7400813,0,0,0.5858961,0.5704462,0.3441676,0.3911074,0.02514925,0,0.1367907,0.2943648,0,0,0,0.07676864,0,0,0.291223,0,0.07149787,55.83402,719.6701
"Cell_145769",0,0,0,0,0,0,0,0.002198333,0,0,0.003324431,0,0,0.05737862,0,0.007896084,0.7405425,0,0,0.5419456,0.3603613,0,0.2162729,0,0,0.116313,0,0,0,0,0.1807547,0,0,0.3547742,0,0,278.2734,719.4266
"Cell_145770",0,0,0,0,0,0,0,0,0.008559577,0,0.204086,0,0,0,0,0,0.432203,0,0,0.4438865,0.2233128,0.1279869,0.3263281,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8717,717.6842
"Cell_145771",0,0,0,0,0,0.07160924,0,0,0,0,0.02740198,0,0,0,0,0,0.7401021,0,0,0.5884157,0.5254811,0.05785161,0.2737028,0,0,0.05798982,0,0,0,0,0.1427529,0,0,0.2755876,0,0,11.80878,720.373
"Cell_145772",0,0,0,0,0,0,0,0.4675492,0,0,0.4034052,0,0,0.3856192,0,0,0.6975728,0,0,0.5143216,0.2136802,0,0.2918123,0,0,0.2465635,0,0,0,0,0.2028217,0,0,0.1919501,0,0,569.765,722.0437
"Cell_145773",0,0,0,0,0,0.2619409,0,0,0,0,0.1117791,0,0,0,0.162822,0,0.7439461,0,0,0.5560127,0.5132491,0.04852422,0.369686,0,0,0.0908405,0,0,0,0,0.1781684,0,0,0.2249722,0,0,630.7946,720.6791
"Cell_145774",0,0,0,0,0,0,0,0,0,0,0.3069843,0,0,0,0.08477539,0,0.735347,0,0,0.5620445,0.6918685,0.3133766,0.3436463,0,0,0.04701453,0,0,0,0,0.1196643,0,0,0.3819219,0,0,973.861,721.1301
"Cell_145775",0,0,0,0,0,0,0,0,0,0,0.0149765,0.01548266,0,0.008297217,0,0,0.8179559,0,0,0.6544393,0.5638707,0,0.251278,0,0,0.1206809,0,0,0,0,0.1200365,0,0,0.2535847,0,0,1334.43,721.4108
"Cell_145776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3793017,0,0,0.5098796,0.303221,0,0.198857,0,0,0.190151,0,0,0,0,0,0,0,0.1159677,0,0,1366.143,722.5051
"Cell_145777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49775,0,0,0.3162411,0.3380892,0.4737329,0.4218815,0,0,0.03916448,0,0,0,0,0.0590518,0,0,0.1114812,0,0.106888,400.3394,722.6364
"Cell_145778",0,0,0,0,0,0.02727504,0,0,0,0,0.02588942,0,0,0,0,0,0.594431,0,0,0.5452083,0.4688267,0.02024548,0.239371,0,0,0.2196951,0,0,0,0,0.3782406,0,0,0.1268104,0,0,869.795,724.1572
"Cell_145779",0,0,0.04433205,0,0,0,0,0,0,0,0.06122709,0,0,0,0.009183265,0,0.6616327,0,0,0.4245984,0.26126,0.1375773,0.1886745,0,0,0.2290057,0,0,0,0,0.3351984,0,0,0.04200131,0,0,1382.758,724.8994
"Cell_145780",0,0,0,0.1391936,0,0,0,0,0,0,0,0,0,0.01456467,0,0,0.7529287,0,0,0.6704367,0.4961642,0,0.2794162,0,0,0.2728794,0,0,0,0,0.3020442,0,0,0.271309,0,0,1616.364,725.3522
"Cell_145781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7853115,0,0,0.6240901,0.5099093,0,0.2391067,0,0,0.1448961,0,0,0,0,0.2519982,0,0,0.2336797,0,0,1781.011,724.9844
"Cell_145782",0,0,0,0,0,0,0,0.002484524,0,0,0.0911393,0.001647591,0,0,0,0,0.7716319,0,0,0.6965811,0.6598901,0.1186423,0.2999847,0,0,0,0,0,0,0,0.1072854,0,0,0.3500814,0,0,2034.05,727.7697
"Cell_145783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7609336,0,0,0.6047391,0.4812164,0,0.2383151,0,0,0.2088145,0,0,0,0,0.5412583,0,0,0.1964186,0,0,1508.523,725.5891
"Cell_145784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6339387,0,0,0.5692318,0.4022912,0,0.1466684,0,0,0.2912292,0,0,0,0,0.62238,0,0,0,0,0,479.9604,727.7129
"Cell_145785",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1896045,0,0,0.6804948,0,0,0.6706052,0.3791041,0,0.2469122,0,0,0.07384182,0,0,0,0,0.0643859,0,0,0.371135,0,0,441.1369,727.118
"Cell_145786",0,0,0,0.02030609,0,0,0,0,0,0,0.08324541,0,0,0.2010357,0,0,0.8201666,0,0,0.6000018,0.7318236,0.3219909,0.4799459,0,0,0.09902754,0,0,0,0,0.06565938,0,0,0.2193545,0,0,986.8536,729.6036
"Cell_145787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631808,0,0.76732,0,0,0.6695209,0.4077819,0,0.3382178,0,0,0,0,0,0,0,0,0,0,0.2310304,0,0,1668.285,728.7151
"Cell_145788",0,0,0,0.09132992,0,0,0,0,0,0,0,0,0,0,0,0,0.7069023,0,0,0.5482745,0.4501135,0.5191861,0.308386,0,0,0,0,0,0,0,0,0,0,0.3871258,0,0,1713.166,729.6332
"Cell_145789",0,0,0,0,0,0,0,0,0,0,0.01411452,0,0,0,0,0,0.4994769,0,0,0.4063726,0.3154366,0,0.06849541,0,0,0.3885292,0,0,0,0,0.6165445,0,0,0,0,0,1925.726,728.7823
"Cell_145790",0,0,0,0,0,0,0,0,0,0,0.01327408,0,0,0,0.1129437,0,0.7697112,0,0,0.5661638,0.4065598,0.06591219,0.2360044,0,0,0.1165551,0,0,0,0,0.2231475,0,0,0.1567217,0.09840275,0,503.0748,733.6273
"Cell_145791",0,0,0,0,0,0,0,0,0,0,0.1059633,0.07625794,0,0,0,0,0.536496,0,0,0.5088964,0.5994118,0.1909982,0.1586148,0,0,0,0,0,0,0,0,0,0,0.1912613,0,0,562.8,731.6953
"Cell_145792",0,0,0,0.03057657,0,0,0,0,0,0,0,0,0,0,0,0,0.8028354,0,0,0.6226394,0.401997,0.01087719,0.1388026,0,0,0.1162249,0,0,0,0,0.2225907,0,0,0.1665969,0,0,1584.371,732.1779
"Cell_145793",0,0,0,0,0,0.6536271,0,0.06351627,0,0,0.5284436,0.0451151,0,0,0,0,0.6609163,0,0,0.828961,0.6243456,0.5083848,0.316447,0,0,0.00636612,0,0,0,0,0.06791759,0,0,0.4736221,0,0,840.343,733.589
"Cell_145794",0,0,0,0,0,0,0,0,0,0,0.04715331,0,0,0,0,0,0.7598258,0,0,0.6387073,0.44391,0.0509871,0.188191,0,0,0.07754374,0,0,0,0,0.2956405,0,0,0.3943974,0,0,960.2127,732.5914
"Cell_145795",0,0,0,0,0.06361368,0,0,0,0,0,0.03864843,0,0,0.01311644,0.03805193,0,0.770488,0,0,0.6876184,0.3722513,0.0707804,0.2978496,0,0,0.1077099,0,0,0,0,0.2472324,0,0,0.2895811,0,0,1453.014,733.9803
"Cell_145796",0,0,0,0.05094383,0,0.6562708,0,0,0,0,0.4907982,0,0,0.1997725,0,0,0.6918182,0,0,0.8029541,0.5753474,0.5085186,0.4240398,0,0,0.1541142,0,0,0,0,0.05886734,0,0,0.447056,0,0,1540.064,734.2104
"Cell_145797",0,0,0,0.01471693,0,0,0,0.01604859,0,0,0.04911518,0,0,0,0,0.004804573,0.7546791,0,0,0.5815099,0.5299207,0,0.3514308,0,0,0.1570291,0,0,0,0,0.2668535,0,0,0.2110512,0,0,1983.433,732.353
"Cell_145798",0,0,0,0,0,0,0,0,0,0,0.001606328,0,0,0,0.01840273,0,0.7161118,0,0,0.5619572,0.3676791,0.01927464,0.2676587,0,0,0.1366894,0,0,0,0,0.005986383,0,0,0.3638651,0,0,300.9798,734.7523
"Cell_145799",0,0.05270435,0.1466438,0,0,0.06172907,0,0.01265242,0,0.1242124,0.5551701,0.2290207,0.2316117,0,0.07241066,0,0.7724773,0,0,0.7142292,0.6545621,0.6440367,0.4596126,0.03383527,0,0.001476671,0,0,0,0,0,0,0,0.4643347,0,0.08905331,1117.521,735.0911
"Cell_145800",0,0,0.04454619,0,0,0,0,0.01646787,0,0,0.3455654,0.01819637,0,0.1043809,0.5353481,0,0.7922691,0,0,0.6079404,0.6323311,0.6615005,0.4159988,0,0,0.04505962,0,0,0,0,0.070591,0,0,0.4298349,0,0,1203.783,734.4247
"Cell_145801",0,0,0,0,0,0.5635029,0,0,0,0,0.3301869,0,0,0,0,0,0.8352661,0,0,0.7223815,0.5442881,0.4739109,0.4780666,0,0,0.02901111,0,0,0,0,0.1252296,0,0,0.3845077,0.03035591,0.2472903,349.0876,736.8167
"Cell_145802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6157776,0,0,0.5422718,0.08970842,0.02574618,0.2116278,0,0,0.3896353,0,0,0,0,0.4680566,0,0,0.2680846,0,0,411.0087,736.7565
"Cell_145803",0,0,0,0,0,0,0,0,0,0,0.01265305,0,0,0,0.03072388,0,0.7831563,0,0,0.611801,0.623228,0.04653246,0.2216883,0,0,0.1260948,0,0,0,0,0.2125499,0,0,0.2513884,0,0,776.3928,737
"Cell_145804",0,0,0,0,0,0,0,0,0,0,0.04832314,0,0,0,0.004743377,0,0.7435299,0,0,0.6685477,0.5462422,0.02658714,0.2390664,0,0,0.1118751,0,0,0,0,0.1954981,0,0,0.2677072,0,0,1045.029,737.4922
"Cell_145805",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02448632,0.02160081,0,0.7310615,0,0,0.6136894,0.4955141,0,0.2752264,0,0,0.1538973,0,0,0,0,0.194636,0,0,0.2454123,0.1927436,0,529.327,739.2701
"Cell_145806",0,0,0,0,0,0.05806879,0,0,0,0,0.02768628,0,0,0.03938906,0,0,0.6767589,0,0,0.3748589,0.2926961,0.05450838,0.1353265,0,0,0.1590651,0,0,0,0,0.192299,0,0,0,0.1072804,0,1559.213,740.371
"Cell_145807",0,0,0,0,0.005884164,0,0,0,0,0,0.005941565,0,0,0.07071619,0,0,0.6714505,0,0,0.460485,0.2704979,0.022844,0.1705988,0,0,0.3448909,0,0,0,0,0.4570182,0,0,0.1185358,0,0,1426.376,748.6255
"Cell_145808",0,0,0,0,0,0,0,0.3239526,0,0,0.5100526,0,0,0,0,0,0.7356626,0,0,0.744337,0.6114014,0,0.345546,0,0,0.09719274,0,0,0,0,0.178396,0,0,0.3441157,0,0,1913.074,741.5968
"Cell_145809",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562923,0,0,0.7327992,0,0,0.5274718,0.5754518,0,0.2688342,0,0,0.05655708,0,0,0,0,0.113466,0,0,0.1760719,0,0,669.1459,741.813
"Cell_145810",0,0,0,0,0,0,0,0.0196197,0,0,0.03208249,0,0,0.06528208,0,0,0.7128421,0,0,0.5129621,0.2856634,0,0.06017465,0,0,0.2591747,0,0,0,0,0.4325507,0,0,0.002534074,0,0,798.5283,742.2034
"Cell_145811",0,0,0,0,0,0,0,0,0,0,0.02225716,0,0,0,0,0,0.7472684,0,0,0.6502619,0.5835311,0.02659132,0.2215236,0,0,0.2066711,0,0,0,0,0.3389227,0,0,0.2786518,0,0,1483.925,742.6257
"Cell_145812",0,0,0,0,0,0,0,0,0,0,0.007481658,0,0,0,0,0,0.7566038,0,0,0.493764,0.3362316,0.001728117,0.2775789,0,0,0.1868749,0,0,0,0,0.3052252,0,0,0.05337723,0,0.04822223,1937.457,742.2457
"Cell_145813",0,0,0,0,0,0,0,0,0,0,0.01922633,0,0,0,0,0,0.652882,0,0,0.6015682,0.502001,0.004443554,0.195573,0,0,0.1144658,0,0,0,0,0.3281092,0,0,0.2462077,0,0,1065.467,742.7994
"Cell_145814",0,0,0,0,0,0,0,0.303405,0,0.1068997,0.3960004,0,0,0,0.5117584,0,0.7629437,0,0,0.5877277,0.5001785,0.8505914,0.3461298,0,0,0.04169556,0,0,0,0,0.1250668,0,0,0.358843,0,0,1086.864,742.5399
"Cell_145815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5769846,0,0,0.2824801,0.009879966,0,0.2868972,0,0,0.2620122,0,0,0,0,0.5663005,0,0,0,0,0,101.109,744.3975
"Cell_145816",0,0,0,0,0,0,0,0,0,0,0.003108057,0,0,0,0,0,0.7935386,0,0,0.6729823,0.4914217,0,0.2420771,0,0,0.006715116,0,0,0,0,0.01158163,0,0,0.2399716,0.0144545,0,1372.983,745.9988
"Cell_145817",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04842748,0.08619662,0,0.7552422,0,0,0.6221499,0.5438821,0.05817964,0.2529556,0,0,0.1291243,0,0,0,0,0.07728551,0,0,0.2309,0,0,475.5443,748.3644
"Cell_145818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5792571,0,0,0.2262888,0.2383263,0,0.06948622,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.062,747.6071
"Cell_145819",0,0,0,0,0,0,0,0,0,0,0.1681762,0,0,0,0.3387686,0,0.8133866,0,0,0.5646289,0.4849367,0.4875984,0.3188937,0,0,0.06180226,0,0,0,0,0.1724603,0,0,0.235292,0.1135702,0,767.3351,750.4561
"Cell_145820",0,0,0,0,0,0.5146109,0,0,0,0,0.4962179,0,0,0.02790461,0,0,0.8384269,0,0,0.6758762,0.5183131,0.3050189,0.3626427,0,0,0.04241548,0,0,0,0,0.1315563,0,0,0.3222314,0,0,874.7474,749.3729
"Cell_145821",0,0,0.004430942,0.08682623,0.02783616,0,0,0,0,0,0.008792238,0,0,0,0.001018243,0,0.7909561,0,0,0.5781393,0.4906309,0.004512978,0.2586689,0,0,0.08538264,0,0,0,0,0.0924241,0,0,0.118879,0,0,1401.669,750.2031
"Cell_145822",0,0,0,0,0,0,0,0.0379093,0,0,0.07971576,0,0,0.03757062,0,0,0.7447109,0,0,0.5768023,0.3629558,0,0.187003,0,0,0.0944173,0,0,0,0,0.3178123,0,0,0.1980529,0,0,126.6966,750.3374
"Cell_145823",0,0,0,0.01168682,0,0,0,0,0.07416885,0,0.01398572,0,0,0.09170638,0,0,0.7649985,0,0,0.6370004,0.5582927,0.002769692,0.23821,0,0,0.03414764,0,0,0,0,0.119422,0,0,0.1774503,0,0,605.8105,750.9304
"Cell_145824",0,0,0,0,0,0.08459225,0,0,0,0,0.07656157,0.003397211,0,0,0,0,0.673584,0,0,0.5725555,0.3199798,0.05214899,0.2218367,0,0,0.1748305,0,0,0,0,0.3815703,0,0,0.3106524,0,0,833.177,753.7493
"Cell_145825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80873,0,0,0.6430179,0.6369814,0.001036875,0.258531,0,0,0.1436086,0,0,0,0,0.3459882,0,0,0.2299796,0,0,1608.537,751.1782
"Cell_145826",0,0,0,0,0,0.2426374,0,0,0,0,0.05976969,0,0,0,0,0,0.4100371,0,0,0.4437872,0.2911331,0.07989255,0.3479681,0,0,0.1636659,0,0,0,0,0.006232218,0,0,0.1789502,0,0,853.1834,751.3983
"Cell_145827",0,0,0,0,0,0.4462796,0,0.1061596,0,0.06196231,0.5312,0.06630113,0,0,0,0,0.8545415,0,0,0.8020923,0.6476795,0.2142683,0.4513488,0,0,0.00732906,0,0,0,0,0.08761556,0,0,0.4403467,0,0,2031.347,752.4196
"Cell_145828",0,0.01099004,0.1029156,0,0,0.3319975,0,0,0,0.09078729,0.5120223,0.1198254,0,0.0165403,0,0,0.658515,0,0,0.5153887,0.3374782,0.4684766,0.4024483,0.04354842,0,0.1567559,0,0,0,0,0.1846442,0,0,0.2276189,0,0,1114.218,752.9488
"Cell_145829",0,0,0,0.1808703,0,0,0,0,0,0,0,0,0,0.1323761,0,0,0.5301172,0,0,0.2883741,0.1338049,0.1225783,0.5316975,0,0,0.1960976,0,0,0,0,0.3587241,0,0,0,0,0,1650.025,753.2975
"Cell_145830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6496986,0,0,0.5164651,0.260221,0,0,0,0,0.1733174,0,0,0,0,0.1813461,0,0,0.1089995,0,0,1783.182,751.8177
"Cell_145831",0,0,0,0,0,0,0,0,0,0,0.1220117,0,0,0,0,0,0.7600973,0,0,0.5993758,0.5801637,0,0.3046276,0,0,0.05200466,0,0,0,0,0.06695214,0,0,0.2740904,0,0,187.8841,755.6535
"Cell_145832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6636561,0,0,0.6571662,0.3846536,0.02957914,0.262261,0,0,0.05270952,0,0,0,0,0.1165393,0,0,0.4877313,0,0,230.8002,755.1257
"Cell_145833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6326935,0,0,0.5209605,0.3263503,0.03267089,0.09984157,0,0,0.3750551,0,0,0,0,0.4723926,0,0,0,0.0885594,0,1567.888,755.3427
"Cell_145834",0,0,0.2399374,0,0,0.02570781,0,0,0,0,0.6030622,0.09020093,0,0,0.5732537,0,0.7274551,0,0,0.4698221,0.3679845,0.6903368,0.4524705,0,0,0.007540353,0,0,0,0,0.00505833,0,0,0.3870694,0.2575801,0,1195.165,756.3023
"Cell_145835",0,0,0,0,0,0,0,0,0,0,0.03932521,0,0,0,0,0,0.742952,0,0,0.4773518,0.4061236,0.02519213,0.2642553,0,0,0.1987189,0,0,0,0,0.503241,0,0,0.09178443,0,0,10.38648,758.3934
"Cell_145836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7823825,0,0,0.5753475,0.534064,0,0.1433795,0,0,0.07407361,0,0,0,0,0.2431978,0,0,0.1913376,0,0,1281.074,756.2105
"Cell_145837",0,0,0,0.02176187,0,0,0,0,0,0,0.01465433,0,0,0.04393709,0,0,0.7012749,0,0,0.628029,0.4143998,0.01546996,0.3434258,0,0,0.3158168,0,0,0,0,0.4818366,0,0,0.1385966,0,0,1634.167,758.0192
"Cell_145838",0,0,0,0,0,0,0,0,0.2045525,0,0,0,0,0,0,0,0.425371,0,0,0.5472198,0.5055846,0.3168736,0.3222619,0,0,0,0,0,0,0,0,0,0,0.3184251,0,0,640.3651,757.8095
"Cell_145839",0,0,0,0,0,0,0,0.0234621,0,0.1026053,0.3583091,0.01866812,0,0,0,0,0.7259566,0,0,0.5947386,0.6107607,0.2157934,0.452393,0,0,0.01314108,0,0,0,0,0.03228918,0,0,0.4964763,0,0,1950.638,758.4162
"Cell_145840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4198408,0,0,0.3583479,0.2977439,0,0.05711983,0,0,0.209293,0,0,0,0,0.3427775,0,0,0,0,0,94.92857,758.8125
"Cell_145841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1287213,0,0.6589288,0,0,0.4726544,0.2236949,0.1937679,0.151836,0,0,0.1475645,0,0,0,0,0.280558,0,0,0.07677146,0,0,335.1142,759
"Cell_145842",0,0,0,0,0,0,0,0,0,0,0.03795237,0,0,0,0,0,0.4611048,0,0,0.4917573,0.3317409,0,0.01039997,0,0,0.3179406,0,0,0,0,0.5898037,0,0,0.06448679,0,0,1241.29,759.7536
"Cell_145843",0,0,0,0,0,0,0,0,0,0,0.02520584,0,0,0.00524138,0.02954156,0,0.7707711,0,0,0.6072068,0.6642962,0.07757788,0.2768424,0,0,0.1459246,0,0,0,0,0.2930805,0,0,0.2825524,0,0,1257.645,759.0018
"Cell_145844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7957467,0,0,0.6583607,0.5605053,0,0.2290452,0,0,0.3232028,0,0,0,0,0.3599946,0,0,0.2503287,0,0,929.4497,760.5061
